YM_ID|B_EMD_CD|OCR_CNT|DEATH_CNT|INJURY_CNT|ETL_TYPE|ETL_DATE
200810|3014011100|4|0|6|0601|2012-03-21 17:53:44
200812|3014011100|7|0|16|0601|2012-03-21 17:53:44
200802|3014011800|3|1|3|0601|2012-03-21 17:53:44
200804|3014011800|2|0|2|0601|2012-03-21 17:53:44
200806|3014011800|1|0|2|0601|2012-03-21 17:53:44
200808|3014011800|2|0|3|0601|2012-03-21 17:53:44
200810|3014011800|1|0|1|0601|2012-03-21 17:53:44
200812|3014011800|1|0|4|0601|2012-03-21 17:53:44
200802|3014011700|4|0|5|0601|2012-03-21 17:53:44
200804|3014011700|5|0|8|0601|2012-03-21 17:53:44
200806|3014011700|9|0|13|0601|2012-03-21 17:53:44
200808|3014011700|10|0|15|0601|2012-03-21 17:53:44
200810|3014011700|7|0|8|0601|2012-03-21 17:53:44
200812|3014011700|7|0|7|0601|2012-03-21 17:53:44
200802|3014010700|4|0|5|0601|2012-03-21 17:53:44
200804|3014010700|2|0|4|0601|2012-03-21 17:53:44
200806|3014010700|3|0|3|0601|2012-03-21 17:53:44
200808|3014010700|3|0|4|0601|2012-03-21 17:53:44
200810|3014010700|6|0|7|0601|2012-03-21 17:53:44
200812|3014010700|1|0|1|0601|2012-03-21 17:53:44
200802|3014010200|5|0|7|0601|2012-03-21 17:53:44
200804|3014010200|8|0|8|0601|2012-03-21 17:53:44
200806|3014010200|10|0|13|0601|2012-03-21 17:53:44
200808|3014010200|10|0|16|0601|2012-03-21 17:53:44
200810|3014010200|13|0|28|0601|2012-03-21 17:53:44
200812|3014010200|13|0|27|0601|2012-03-21 17:53:44
200802|3014011900|0|0|0|0601|2012-03-21 17:53:44
200804|3014011900|2|0|3|0601|2012-03-21 17:53:44
200806|3014011900|0|0|0|0601|2012-03-21 17:53:44
200808|3014011900|0|0|0|0601|2012-03-21 17:53:44
200810|3014011900|2|0|2|0601|2012-03-21 17:53:44
200812|3014011900|2|0|2|0601|2012-03-21 17:53:44
200802|3014011300|8|0|18|0601|2012-03-21 17:53:44
200804|3014011300|9|0|13|0601|2012-03-21 17:53:44
200806|3014011300|9|0|29|0601|2012-03-21 17:53:44
200808|3014011300|10|0|13|0601|2012-03-21 17:53:44
200810|3014011300|17|0|31|0601|2012-03-21 17:53:44
200812|3014011300|9|0|16|0601|2012-03-21 17:53:44
200802|3014010900|0|0|0|0601|2012-03-21 17:53:44
200804|3014010900|0|0|0|0601|2012-03-21 17:53:44
200806|3014010900|6|0|10|0601|2012-03-21 17:53:44
200808|3014010900|2|1|1|0601|2012-03-21 17:53:44
200810|3014010900|0|0|0|0601|2012-03-21 17:53:44
200812|3014010900|1|0|1|0601|2012-03-21 17:53:44
200802|3014011200|5|0|15|0601|2012-03-21 17:53:44
200804|3014011200|3|0|7|0601|2012-03-21 17:53:44
200806|3014011200|2|0|2|0601|2012-03-21 17:53:44
200808|3014011200|5|0|6|0601|2012-03-21 17:53:44
200810|3014011200|5|0|6|0601|2012-03-21 17:53:44
200812|3014011200|2|0|2|0601|2012-03-21 17:53:44
200802|3014011500|12|0|20|0601|2012-03-21 17:53:44
200804|3014011500|8|0|11|0601|2012-03-21 17:53:44
200806|3014011500|6|0|10|0601|2012-03-21 17:53:44
200808|3014011500|11|1|14|0601|2012-03-21 17:53:44
200810|3014011500|9|1|13|0601|2012-03-21 17:53:44
200812|3014011500|10|0|18|0601|2012-03-21 17:53:44
200802|3014010100|1|0|1|0601|2012-03-21 17:53:44
200804|3014010100|0|0|0|0601|2012-03-21 17:53:44
200806|3014010100|5|0|5|0601|2012-03-21 17:53:44
200808|3014010100|9|0|13|0601|2012-03-21 17:53:44
200810|3014010100|7|0|13|0601|2012-03-21 17:53:44
200812|3014010100|2|0|2|0601|2012-03-21 17:53:44
200802|3014010400|3|0|4|0601|2012-03-21 17:53:44
200804|3014010400|3|0|3|0601|2012-03-21 17:53:44
200806|3014010400|9|0|15|0601|2012-03-21 17:53:44
200808|3014010400|5|0|10|0601|2012-03-21 17:53:44
200810|3014010400|6|0|17|0601|2012-03-21 17:53:44
200812|3014010400|8|0|15|0601|2012-03-21 17:53:44
200802|3014012200|0|0|0|0601|2012-03-21 17:53:44
200804|3014012200|1|0|1|0601|2012-03-21 17:53:44
200806|3014012200|0|0|0|0601|2012-03-21 17:53:44
200808|3014012200|0|0|0|0601|2012-03-21 17:53:44
200810|3014012200|0|0|0|0601|2012-03-21 17:53:44
200812|3014012200|0|0|0|0601|2012-03-21 17:53:44
200802|3014011400|11|0|21|0601|2012-03-21 17:53:44
200804|3014011400|10|0|18|0601|2012-03-21 17:53:44
200806|3014011400|6|0|10|0601|2012-03-21 17:53:44
200808|3014011400|5|0|8|0601|2012-03-21 17:53:44
200810|3014011400|11|0|15|0601|2012-03-21 17:53:44
200812|3014011400|12|1|24|0601|2012-03-21 17:53:44
200802|3014010800|3|0|3|0601|2012-03-21 17:53:44
200804|3014010800|2|0|2|0601|2012-03-21 17:53:44
200806|3014010800|1|0|1|0601|2012-03-21 17:53:44
200808|3014010800|0|0|0|0601|2012-03-21 17:53:44
200810|3014010800|0|0|0|0601|2012-03-21 17:53:44
200812|3014010800|0|0|0|0601|2012-03-21 17:53:44
200902|3023010200|6|0|7|0601|2012-03-21 17:53:44
200904|3023010200|1|0|1|0601|2012-03-21 17:53:44
200906|3023010200|4|0|7|0601|2012-03-21 17:53:44
200908|3023010200|4|0|4|0601|2012-03-21 17:53:44
200910|3023010200|7|0|8|0601|2012-03-21 17:53:44
200912|3023010200|4|0|4|0601|2012-03-21 17:53:44
200902|3023011500|2|0|2|0601|2012-03-21 17:53:44
200904|3023011500|4|0|6|0601|2012-03-21 17:53:44
200906|3023011500|4|0|11|0601|2012-03-21 17:53:44
200908|3023011500|7|1|8|0601|2012-03-21 17:53:44
200910|3023011500|5|0|10|0601|2012-03-21 17:53:44
200912|3023011500|4|0|4|0601|2012-03-21 17:53:44
200902|3023011200|3|0|8|0601|2012-03-21 17:53:44
200904|3023011200|1|0|1|0601|2012-03-21 17:53:44
200906|3023011200|4|1|3|0601|2012-03-21 17:53:44
200908|3023011200|2|0|2|0601|2012-03-21 17:53:44
200910|3023011200|5|0|7|0601|2012-03-21 17:53:44
200912|3023011200|3|0|3|0601|2012-03-21 17:53:44
200902|3023011300|2|0|2|0601|2012-03-21 17:53:44
200904|3023011300|2|0|2|0601|2012-03-21 17:53:44
200906|3023011300|0|0|0|0601|2012-03-21 17:53:44
200908|3023011300|1|0|4|0601|2012-03-21 17:53:44
200910|3023011300|1|0|2|0601|2012-03-21 17:53:44
200912|3023011300|0|0|0|0601|2012-03-21 17:53:44
200902|3023012500|0|0|0|0601|2012-03-21 17:53:44
200904|3023012500|0|0|0|0601|2012-03-21 17:53:44
200906|3023012500|0|0|0|0601|2012-03-21 17:53:44
200908|3023012500|0|0|0|0601|2012-03-21 17:53:44
200910|3023012500|0|0|0|0601|2012-03-21 17:53:44
200912|3023012500|0|0|0|0601|2012-03-21 17:53:44
200902|3023010800|1|0|1|0601|2012-03-21 17:53:44
200904|3023010800|7|0|9|0601|2012-03-21 17:53:44
200906|3023010800|5|0|4|0601|2012-03-21 17:53:44
200908|3023010800|0|0|0|0601|2012-03-21 17:53:44
200910|3023010800|9|0|15|0601|2012-03-21 17:53:44
200912|3023010800|5|0|6|0601|2012-03-21 17:53:44
200902|3023011000|4|0|7|0601|2012-03-21 17:53:44
200904|3023011000|5|0|8|0601|2012-03-21 17:53:44
200906|3023011000|8|1|7|0601|2012-03-21 17:53:44
200908|3023011000|3|0|11|0601|2012-03-21 17:53:44
200910|3023011000|7|0|15|0601|2012-03-21 17:53:44
200912|3023011000|7|0|11|0601|2012-03-21 17:53:44
200902|3023011600|3|0|4|0601|2012-03-21 17:53:44
200904|3023011600|1|0|1|0601|2012-03-21 17:53:44
200906|3023011600|1|0|1|0601|2012-03-21 17:53:44
200908|3023011600|4|0|4|0601|2012-03-21 17:53:44
200910|3023011600|3|0|4|0601|2012-03-21 17:53:44
200912|3023011600|4|0|10|0601|2012-03-21 17:53:44
200902|3023011100|2|0|4|0601|2012-03-21 17:53:44
200904|3023011100|1|0|1|0601|2012-03-21 17:53:44
200906|3023011100|3|0|4|0601|2012-03-21 17:53:44
200908|3023011100|2|0|2|0601|2012-03-21 17:53:44
200910|3023011100|0|0|0|0601|2012-03-21 17:53:44
200912|3023011100|4|0|5|0601|2012-03-21 17:53:44
200902|3023010500|0|0|0|0601|2012-03-21 17:53:44
200904|3023010500|0|0|0|0601|2012-03-21 17:53:44
200906|3023010500|2|0|2|0601|2012-03-21 17:53:44
200908|3023010500|1|0|1|0601|2012-03-21 17:53:44
200910|3023010500|2|0|5|0601|2012-03-21 17:53:44
200912|3023010500|1|0|1|0601|2012-03-21 17:53:44
200902|3023011400|1|0|5|0601|2012-03-21 17:53:44
200904|3023011400|0|0|0|0601|2012-03-21 17:53:44
200906|3023011400|0|0|0|0601|2012-03-21 17:53:44
200908|3023011400|5|0|5|0601|2012-03-21 17:53:44
200910|3023011400|1|1|0|0601|2012-03-21 17:53:44
200912|3023011400|0|0|0|0601|2012-03-21 17:53:44
200902|3023012600|8|0|15|0601|2012-03-21 17:53:44
200904|3023012600|10|0|19|0601|2012-03-21 17:53:44
200906|3023012600|2|0|3|0601|2012-03-21 17:53:44
200908|3023012600|2|0|3|0601|2012-03-21 17:53:44
200910|3023012600|7|1|13|0601|2012-03-21 17:53:44
200912|3023012600|5|0|8|0601|2012-03-21 17:53:44
200902|3023010400|1|0|5|0601|2012-03-21 17:53:44
200904|3023010400|1|0|1|0601|2012-03-21 17:53:44
200906|3023010400|1|0|1|0601|2012-03-21 17:53:44
200908|3023010400|1|0|1|0601|2012-03-21 17:53:44
200910|3023010400|2|0|6|0601|2012-03-21 17:53:44
200912|3023010400|0|0|0|0601|2012-03-21 17:53:44
200902|3023010100|13|0|21|0601|2012-03-21 17:53:44
200904|3023010100|24|1|36|0601|2012-03-21 17:53:44
200906|3023010100|21|0|28|0601|2012-03-21 17:53:44
200908|3023010100|12|0|25|0601|2012-03-21 17:53:44
200910|3023010100|15|1|17|0601|2012-03-21 17:53:44
200912|3023010100|19|0|36|0601|2012-03-21 17:53:44
200902|3023010600|0|0|0|0601|2012-03-21 17:53:44
200904|3023010600|0|0|0|0601|2012-03-21 17:53:44
200906|3023010600|2|0|2|0601|2012-03-21 17:53:44
200908|3023010600|3|0|6|0601|2012-03-21 17:53:44
200910|3023010600|3|0|3|0601|2012-03-21 17:53:44
200912|3023010600|4|0|9|0601|2012-03-21 17:53:44
200902|3023010300|3|0|7|0601|2012-03-21 17:53:44
200904|3023010300|3|0|5|0601|2012-03-21 17:53:44
200906|3023010300|3|0|3|0601|2012-03-21 17:53:44
200908|3023010300|3|0|12|0601|2012-03-21 17:53:44
200910|3023010300|3|0|5|0601|2012-03-21 17:53:44
200912|3023010300|5|0|14|0601|2012-03-21 17:53:44
200902|3023012000|0|0|0|0601|2012-03-21 17:53:44
200904|3023012000|0|0|0|0601|2012-03-21 17:53:44
200906|3023012000|0|0|0|0601|2012-03-21 17:53:44
200908|3023012000|0|0|0|0601|2012-03-21 17:53:44
200910|3023012000|0|0|0|0601|2012-03-21 17:53:44
200912|3023012000|0|0|0|0601|2012-03-21 17:53:44
200902|3023010900|12|0|21|0601|2012-03-21 17:53:44
200904|3023010900|11|0|17|0601|2012-03-21 17:53:44
200906|3023010900|12|0|18|0601|2012-03-21 17:53:44
200908|3023010900|13|0|16|0601|2012-03-21 17:53:44
200910|3023010900|12|0|16|0601|2012-03-21 17:53:44
200912|3023010900|14|0|17|0601|2012-03-21 17:53:44
200902|3017012100|0|0|0|0601|2012-03-21 17:53:44
200904|3017012100|2|0|5|0601|2012-03-21 17:53:44
200906|3017012100|1|0|1|0601|2012-03-21 17:53:44
200908|3017012100|0|0|0|0601|2012-03-21 17:53:44
200910|3017012100|0|0|0|0601|2012-03-21 17:53:44
200912|3017012100|2|0|5|0601|2012-03-21 17:53:44
200902|3011011400|12|0|18|0601|2012-03-21 17:53:44
200904|3011011400|15|0|21|0601|2012-03-21 17:53:44
200906|3011011400|9|0|14|0601|2012-03-21 17:53:44
200908|3011011400|11|0|22|0601|2012-03-21 17:53:44
200910|3011011400|16|2|22|0601|2012-03-21 17:53:44
200912|3011011400|12|0|14|0601|2012-03-21 17:53:44
200902|3011010500|2|0|3|0601|2012-03-21 17:53:44
200904|3011010500|2|0|5|0601|2012-03-21 17:53:44
200906|3011010500|2|0|2|0601|2012-03-21 17:53:44
200908|3011010500|5|0|15|0601|2012-03-21 17:53:44
200910|3011010500|3|0|3|0601|2012-03-21 17:53:44
200912|3011010500|3|0|10|0601|2012-03-21 17:53:44
200902|3011014200|1|0|3|0601|2012-03-21 17:53:44
200904|3011014200|0|0|0|0601|2012-03-21 17:53:44
200906|3011014200|0|0|0|0601|2012-03-21 17:53:44
200908|3011014200|0|0|0|0601|2012-03-21 17:53:44
200910|3011014200|0|0|0|0601|2012-03-21 17:53:44
200912|3011014200|0|0|0|0601|2012-03-21 17:53:44
200902|3011013600|2|0|4|0601|2012-03-21 17:53:44
200904|3011013600|1|0|1|0601|2012-03-21 17:53:44
200906|3011013600|0|0|0|0601|2012-03-21 17:53:44
200908|3011013600|3|0|8|0601|2012-03-21 17:53:44
200910|3011013600|2|0|2|0601|2012-03-21 17:53:44
200912|3011013600|0|0|0|0601|2012-03-21 17:53:44
200902|3011011000|0|0|0|0601|2012-03-21 17:53:44
200904|3011011000|4|0|14|0601|2012-03-21 17:53:44
200906|3011011000|5|1|6|0601|2012-03-21 17:53:44
200908|3011011000|1|0|1|0601|2012-03-21 17:53:44
200910|3011011000|6|0|8|0601|2012-03-21 17:53:44
200912|3011011000|7|0|13|0601|2012-03-21 17:53:44
200902|3011013700|0|0|0|0601|2012-03-21 17:53:44
200904|3011013700|0|0|0|0601|2012-03-21 17:53:44
200906|3011013700|0|0|0|0601|2012-03-21 17:53:44
200908|3011013700|0|0|0|0601|2012-03-21 17:53:44
200910|3011013700|1|0|1|0601|2012-03-21 17:53:44
200912|3011013700|1|0|3|0601|2012-03-21 17:53:44
200902|3011013900|1|0|1|0601|2012-03-21 17:53:44
200904|3011013900|0|0|0|0601|2012-03-21 17:53:44
200906|3011013900|1|0|2|0601|2012-03-21 17:53:44
200908|3011013900|0|0|0|0601|2012-03-21 17:53:44
200910|3011013900|2|0|2|0601|2012-03-21 17:53:44
200912|3011013900|0|0|0|0601|2012-03-21 17:53:44
200902|3011012200|1|0|1|0601|2012-03-21 17:53:44
200904|3011012200|0|0|0|0601|2012-03-21 17:53:44
200906|3011012200|1|1|0|0601|2012-03-21 17:53:44
200908|3011012200|1|1|2|0601|2012-03-21 17:53:44
200910|3011012200|0|0|0|0601|2012-03-21 17:53:44
200912|3011012200|0|0|0|0601|2012-03-21 17:53:44
200902|3011014300|0|0|0|0601|2012-03-21 17:53:44
200904|3011014300|1|0|1|0601|2012-03-21 17:53:44
200906|3011014300|1|1|1|0601|2012-03-21 17:53:44
200908|3011014300|1|0|2|0601|2012-03-21 17:53:44
200910|3011014300|0|0|0|0601|2012-03-21 17:53:44
200912|3011014300|1|0|1|0601|2012-03-21 17:53:44
200902|3011011800|2|0|2|0601|2012-03-21 17:53:44
200904|3011011800|9|1|16|0601|2012-03-21 17:53:44
200906|3011011800|8|0|13|0601|2012-03-21 17:53:44
200908|3011011800|11|0|14|0601|2012-03-21 17:53:44
200910|3011011800|13|2|15|0601|2012-03-21 17:53:44
200912|3011011800|5|0|7|0601|2012-03-21 17:53:44
200902|3011010800|1|0|2|0601|2012-03-21 17:53:44
200904|3011010800|0|0|0|0601|2012-03-21 17:53:44
200906|3011010800|0|0|0|0601|2012-03-21 17:53:44
200908|3011010800|1|0|1|0601|2012-03-21 17:53:44
200910|3011010800|1|0|2|0601|2012-03-21 17:53:44
200912|3011010800|0|0|0|0601|2012-03-21 17:53:44
200902|3011014400|0|0|0|0601|2012-03-21 17:53:44
200904|3011014400|0|0|0|0601|2012-03-21 17:53:44
200906|3011014400|0|0|0|0601|2012-03-21 17:53:44
200908|3011014400|0|0|0|0601|2012-03-21 17:53:44
200910|3011014400|0|0|0|0601|2012-03-21 17:53:44
200912|3011014400|1|0|1|0601|2012-03-21 17:53:44
200902|3011011600|5|0|4|0601|2012-03-21 17:53:44
200904|3011011600|2|0|3|0601|2012-03-21 17:53:44
200906|3011011600|6|0|25|0601|2012-03-21 17:53:44
200908|3011011600|2|0|4|0601|2012-03-21 17:53:44
200910|3011011600|4|0|10|0601|2012-03-21 17:53:44
200912|3011011600|6|0|7|0601|2012-03-21 17:53:44
200902|3011012800|1|0|3|0601|2012-03-21 17:53:44
200904|3011012800|0|0|0|0601|2012-03-21 17:53:44
200906|3011012800|1|0|4|0601|2012-03-21 17:53:44
200908|3011012800|0|0|0|0601|2012-03-21 17:53:44
200910|3011012800|1|0|1|0601|2012-03-21 17:53:44
200912|3011012800|6|0|7|0601|2012-03-21 17:53:44
200902|3011011300|3|0|6|0601|2012-03-21 17:53:44
200904|3011011300|2|0|2|0601|2012-03-21 17:53:44
200906|3011011300|2|0|6|0601|2012-03-21 17:53:44
200908|3011011300|3|1|4|0601|2012-03-21 17:53:44
200910|3011011300|4|0|4|0601|2012-03-21 17:53:44
200912|3011011300|0|0|0|0601|2012-03-21 17:53:44
200902|3011012900|1|0|1|0601|2012-03-21 17:53:44
200904|3011012900|0|0|0|0601|2012-03-21 17:53:44
200906|3011012900|0|0|0|0601|2012-03-21 17:53:44
200908|3011012900|1|0|2|0601|2012-03-21 17:53:44
200910|3011012900|2|0|6|0601|2012-03-21 17:53:44
200912|3011012900|1|1|0|0601|2012-03-21 17:53:44
200902|3011011200|0|0|0|0601|2012-03-21 17:53:44
200904|3011011200|0|0|0|0601|2012-03-21 17:53:44
200906|3011011200|1|0|2|0601|2012-03-21 17:53:44
200908|3011011200|0|0|0|0601|2012-03-21 17:53:44
200910|3011011200|2|0|4|0601|2012-03-21 17:53:44
200912|3011011200|0|0|0|0601|2012-03-21 17:53:44
200902|3011013000|1|1|0|0601|2012-03-21 17:53:44
200904|3011013000|0|0|0|0601|2012-03-21 17:53:44
200906|3011013000|0|0|0|0601|2012-03-21 17:53:44
200908|3011013000|0|0|0|0601|2012-03-21 17:53:44
200910|3011013000|0|0|0|0601|2012-03-21 17:53:44
200912|3011013000|0|0|0|0601|2012-03-21 17:53:44
200902|3011010600|4|0|6|0601|2012-03-21 17:53:44
200904|3011010600|5|0|9|0601|2012-03-21 17:53:44
200906|3011010600|0|0|0|0601|2012-03-21 17:53:44
200908|3011010600|2|0|2|0601|2012-03-21 17:53:44
200910|3011010600|1|0|3|0601|2012-03-21 17:53:44
200912|3011010600|6|0|8|0601|2012-03-21 17:53:44
200902|3011010900|3|0|3|0601|2012-03-21 17:53:44
200904|3011010900|3|0|3|0601|2012-03-21 17:53:44
200906|3011010900|5|0|10|0601|2012-03-21 17:53:44
200908|3011010900|8|0|12|0601|2012-03-21 17:53:44
200910|3011010900|5|0|7|0601|2012-03-21 17:53:44
200912|3011010900|5|0|8|0601|2012-03-21 17:53:44
200902|3011011500|17|1|23|0601|2012-03-21 17:53:44
200904|3011011500|12|0|17|0601|2012-03-21 17:53:44
200906|3011011500|15|0|24|0601|2012-03-21 17:53:44
200908|3011011500|21|0|29|0601|2012-03-21 17:53:44
200910|3011011500|17|0|27|0601|2012-03-21 17:53:44
200912|3011011500|22|0|39|0601|2012-03-21 17:53:44
200902|3011010100|6|0|10|0601|2012-03-21 17:53:44
200904|3011010100|3|0|5|0601|2012-03-21 17:53:44
200906|3011010100|6|0|6|0601|2012-03-21 17:53:44
200908|3011010100|4|0|6|0601|2012-03-21 17:53:44
200910|3011010100|4|0|5|0601|2012-03-21 17:53:44
200912|3011010100|3|0|3|0601|2012-03-21 17:53:44
200902|3011013800|0|0|0|0601|2012-03-21 17:53:44
200904|3011013800|1|0|1|0601|2012-03-21 17:53:44
200906|3011013800|0|0|0|0601|2012-03-21 17:53:44
200908|3011013800|0|0|0|0601|2012-03-21 17:53:44
200910|3011013800|0|0|0|0601|2012-03-21 17:53:44
200912|3011013800|0|0|0|0601|2012-03-21 17:53:44
200902|3011010200|2|1|2|0601|2012-03-21 17:53:44
200904|3011010200|2|0|2|0601|2012-03-21 17:53:44
200906|3011010200|4|0|4|0601|2012-03-21 17:53:44
200908|3011010200|4|0|4|0601|2012-03-21 17:53:44
200910|3011010200|4|0|5|0601|2012-03-21 17:53:44
200912|3011010200|0|0|0|0601|2012-03-21 17:53:44
200902|3011011100|2|0|3|0601|2012-03-21 17:53:44
200904|3011011100|7|0|7|0601|2012-03-21 17:53:44
200906|3011011100|3|0|3|0601|2012-03-21 17:53:44
200908|3011011100|3|0|3|0601|2012-03-21 17:53:44
200910|3011011100|4|0|4|0601|2012-03-21 17:53:44
200912|3011011100|6|0|11|0601|2012-03-21 17:53:44
200902|3011011900|5|0|9|0601|2012-03-21 17:53:44
200904|3011011900|6|1|7|0601|2012-03-21 17:53:44
200906|3011011900|4|0|4|0601|2012-03-21 17:53:44
200908|3011011900|3|0|3|0601|2012-03-21 17:53:44
200910|3011011900|9|0|12|0601|2012-03-21 17:53:44
200912|3011011900|5|0|10|0601|2012-03-21 17:53:44
200902|3011012300|0|0|0|0601|2012-03-21 17:53:44
200904|3011012300|1|0|15|0601|2012-03-21 17:53:44
200906|3011012300|0|0|0|0601|2012-03-21 17:53:44
200908|3011012300|1|0|2|0601|2012-03-21 17:53:44
200910|3011012300|0|0|0|0601|2012-03-21 17:53:44
200912|3011012300|0|0|0|0601|2012-03-21 17:53:44
200902|3011012000|4|0|5|0601|2012-03-21 17:53:44
200904|3011012000|0|0|0|0601|2012-03-21 17:53:44
200906|3011012000|2|0|2|0601|2012-03-21 17:53:44
200908|3011012000|8|2|10|0601|2012-03-21 17:53:44
200910|3011012000|8|0|15|0601|2012-03-21 17:53:44
200912|3011012000|2|0|10|0601|2012-03-21 17:53:44
200902|3011010400|0|0|0|0601|2012-03-21 17:53:44
200904|3011010400|1|0|1|0601|2012-03-21 17:53:44
200906|3011010400|1|0|1|0601|2012-03-21 17:53:44
200908|3011010400|1|0|1|0601|2012-03-21 17:53:44
200910|3011010400|3|0|5|0601|2012-03-21 17:53:44
200912|3011010400|3|0|3|0601|2012-03-21 17:53:44
200902|3011012100|0|0|0|0601|2012-03-21 17:53:44
200904|3011012100|1|0|1|0601|2012-03-21 17:53:44
200906|3011012100|0|0|0|0601|2012-03-21 17:53:44
200908|3011012100|0|0|0|0601|2012-03-21 17:53:44
200910|3011012100|1|0|1|0601|2012-03-21 17:53:44
200912|3011012100|0|0|0|0601|2012-03-21 17:53:44
200902|3011010700|5|0|5|0601|2012-03-21 17:53:44
200904|3011010700|7|0|7|0601|2012-03-21 17:53:44
200906|3011010700|5|0|10|0601|2012-03-21 17:53:44
200908|3011010700|6|0|16|0601|2012-03-21 17:53:44
200910|3011010700|6|0|9|0601|2012-03-21 17:53:44
200912|3011010700|4|0|4|0601|2012-03-21 17:53:44
200902|3011014500|0|0|0|0601|2012-03-21 17:53:44
200904|3011014500|0|0|0|0601|2012-03-21 17:53:44
200906|3011014500|0|0|0|0601|2012-03-21 17:53:44
200908|3011014500|0|0|0|0601|2012-03-21 17:53:44
200910|3011014500|0|0|0|0601|2012-03-21 17:53:44
200912|3011014500|0|0|0|0601|2012-03-21 17:53:44
200902|3011011700|3|0|6|0601|2012-03-21 17:53:44
200904|3011011700|1|0|2|0601|2012-03-21 17:53:44
200906|3011011700|3|0|3|0601|2012-03-21 17:53:44
200908|3011011700|6|0|11|0601|2012-03-21 17:53:44
200910|3011011700|7|1|13|0601|2012-03-21 17:53:44
200912|3011011700|6|0|8|0601|2012-03-21 17:53:44
200902|3011010300|0|0|0|0601|2012-03-21 17:53:44
200904|3011010300|4|0|4|0601|2012-03-21 17:53:44
200906|3011010300|1|0|2|0601|2012-03-21 17:53:44
200908|3011010300|3|0|8|0601|2012-03-21 17:53:44
200910|3011010300|2|0|2|0601|2012-03-21 17:53:44
200912|3011010300|2|0|2|0601|2012-03-21 17:53:44
200902|3017011400|3|0|7|0601|2012-03-21 17:53:44
200904|3017011400|1|0|1|0601|2012-03-21 17:53:44
200906|3017011400|5|0|5|0601|2012-03-21 17:53:44
200908|3017011400|6|0|7|0601|2012-03-21 17:53:44
200910|3017011400|2|0|3|0601|2012-03-21 17:53:44
200912|3017011400|8|0|13|0601|2012-03-21 17:53:44
200902|3017010900|5|0|5|0601|2012-03-21 17:53:44
200904|3017010900|3|0|4|0601|2012-03-21 17:53:44
200906|3017010900|8|1|17|0601|2012-03-21 17:53:44
200908|3017010900|4|0|10|0601|2012-03-21 17:53:44
200910|3017010900|8|0|10|0601|2012-03-21 17:53:44
200912|3017010900|4|0|8|0601|2012-03-21 17:53:44
200902|3017011100|14|1|33|0601|2012-03-21 17:53:44
200904|3017011100|14|0|25|0601|2012-03-21 17:53:44
200906|3017011100|17|0|30|0601|2012-03-21 17:53:44
200908|3017011100|10|0|18|0601|2012-03-21 17:53:44
200910|3017011100|15|0|27|0601|2012-03-21 17:53:44
200912|3017011100|15|0|23|0601|2012-03-21 17:53:44
200902|3017011600|7|0|9|0601|2012-03-21 17:53:44
200904|3017011600|6|0|9|0601|2012-03-21 17:53:44
200906|3017011600|7|0|10|0601|2012-03-21 17:53:44
200908|3017011600|8|0|17|0601|2012-03-21 17:53:44
200910|3017011600|8|1|11|0601|2012-03-21 17:53:44
200912|3017011600|11|0|17|0601|2012-03-21 17:53:44
200902|3017012700|0|0|0|0601|2012-03-21 17:53:44
200904|3017012700|0|0|0|0601|2012-03-21 17:53:44
200906|3017012700|0|0|0|0601|2012-03-21 17:53:44
200908|3017012700|0|0|0|0601|2012-03-21 17:53:44
200910|3017012700|1|0|1|0601|2012-03-21 17:53:44
200912|3017012700|1|0|2|0601|2012-03-21 17:53:44
200902|3017010800|7|0|12|0601|2012-03-21 17:53:44
200904|3017010800|3|0|3|0601|2012-03-21 17:53:44
200906|3017010800|4|0|6|0601|2012-03-21 17:53:44
200908|3017010800|16|0|24|0601|2012-03-21 17:53:44
200910|3017010800|5|0|7|0601|2012-03-21 17:53:44
200912|3017010800|1|0|2|0601|2012-03-21 17:53:44
200902|3017011000|4|0|4|0601|2012-03-21 17:53:44
200904|3017011000|6|1|6|0601|2012-03-21 17:53:44
200906|3017011000|5|0|5|0601|2012-03-21 17:53:44
200908|3017011000|2|0|2|0601|2012-03-21 17:53:44
200910|3017011000|5|0|8|0601|2012-03-21 17:53:44
200912|3017011000|10|0|16|0601|2012-03-21 17:53:44
200902|3017010300|8|0|10|0601|2012-03-21 17:53:44
200904|3017010300|18|0|22|0601|2012-03-21 17:53:44
200906|3017010300|16|1|29|0601|2012-03-21 17:53:44
200908|3017010300|7|0|10|0601|2012-03-21 17:53:44
200910|3017010300|9|0|16|0601|2012-03-21 17:53:44
200912|3017010300|16|2|19|0601|2012-03-21 17:53:44
200902|3017011500|0|0|0|0601|2012-03-21 17:53:44
200904|3017011500|1|0|4|0601|2012-03-21 17:53:44
200906|3017011500|0|0|0|0601|2012-03-21 17:53:44
200908|3017011500|0|0|0|0601|2012-03-21 17:53:44
200910|3017011500|3|0|4|0601|2012-03-21 17:53:44
200912|3017011500|2|1|1|0601|2012-03-21 17:53:44
200902|3017011200|18|1|31|0601|2012-03-21 17:53:44
200904|3017011200|30|0|57|0601|2012-03-21 17:53:44
200906|3017011200|28|0|47|0601|2012-03-21 17:53:44
200908|3017011200|30|0|61|0601|2012-03-21 17:53:44
200910|3017011200|39|0|65|0601|2012-03-21 17:53:44
200912|3017011200|38|1|65|0601|2012-03-21 17:53:44
