일자,시군구,승객수,통행량,대중교통이용객비율,자차이용객비율
20220327,강서구,153359,269882,36,64
20220327,관악구,218350,60615,78,22
20220327,광진구,146875,112569,56,44
20220327,구로구,105183,47982,68,32
20220327,금천구,62341,348593,15,85
20220327,노원구,128603,371893,25,75
20220327,도봉구,84055,35965,70,30
20220327,동대문구,119126,133497,47,53
20220327,마포구,203499,563954,26,74
20220327,서대문구,107664,188898,36,64
20220327,서초구,223866,687484,24,76
20220327,성동구,114513,306474,27,73
20220327,성북구,132665,275671,32,68
20220327,송파구,215734,244932,46,54
20220327,양천구,92771,199387,31,69
20220327,영등포구,183046,392645,31,69
20220327,용산구,116623,481380,19,81
20220327,은평구,130300,219278,37,63
20220327,종로구,200420,118923,62,38
20220327,중구,180449,157957,53,47
20220327,중랑구,89199,139727,38,62
20220328,강남구,604894,548651,52,48
20220328,강동구,168967,309009,35,65
20220328,강서구,289032,331920,46,54
20220328,관악구,348050,77452,81,19
20220328,광진구,224450,143914,60,40
20220328,구로구,211802,77468,73,27
20220328,금천구,149226,459229,24,76
20220328,노원구,232471,421434,35,65
20220328,도봉구,138263,47685,74,26
20220328,동대문구,196741,137315,58,42
20220328,마포구,319598,668069,32,68
20220328,서대문구,202032,227609,47,53
20220328,서초구,432006,793650,35,65
20220328,성동구,229624,390237,37,63
20220328,성북구,238391,310577,43,57
20220328,송파구,374645,296475,55,45
20220328,양천구,177961,261457,40,60
20220328,영등포구,356842,538062,39,61
20220328,용산구,166660,556803,23,77
20220328,은평구,230050,262930,46,54
20220328,종로구,337056,154801,68,32
20220328,중구,383044,219737,63,37
20220328,중랑구,162894,165307,49,51
20220329,강남구,622412,594129,51,49
20220329,강동구,171191,310506,35,65
20220329,강서구,291376,324298,47,53
20220329,관악구,353828,79530,81,19
20220329,광진구,229726,149696,60,40
20220329,구로구,212816,99814,68,32
20220329,금천구,149887,464993,24,76
20220329,노원구,237587,427477,35,65
20220329,도봉구,140310,48023,74,26
20220329,동대문구,199190,138715,58,42
20220329,마포구,330029,664459,33,67
20220329,서대문구,204773,232657,46,54
20220329,서초구,438828,846103,34,66
20220329,성동구,234465,399265,36,64
20220329,성북구,241941,313894,43,57
20220329,송파구,384155,299991,56,44
20220329,양천구,179007,289464,38,62
20220329,영등포구,362193,518302,41,59
20220329,용산구,172289,564417,23,77
20220329,은평구,232863,268362,46,54
20220329,종로구,351153,155435,69,31
20220329,중구,393732,228045,63,37
20220329,중랑구,163850,166642,49,51
20220330,강남구,617026,581059,51,49
20220330,강동구,170148,305225,35,65
20220330,강서구,289453,328289,46,54
20220330,관악구,348948,81349,81,19
20220330,광진구,224491,142893,61,39
20220330,구로구,212441,98592,68,32
20220330,금천구,148018,461742,24,76
20220330,노원구,235925,419791,35,65
20220330,도봉구,138270,47134,74,26
20220330,동대문구,193972,138063,58,42
20220330,마포구,326402,668239,32,68
20220330,서대문구,202702,230704,46,54
20220330,서초구,434350,835725,34,66
20220330,성동구,232166,395102,37,63
20220330,성북구,240124,309844,43,57
20220330,송파구,378837,293182,56,44
20220330,양천구,178436,302947,37,63
20220330,영등포구,356580,522276,40,60
20220330,용산구,170199,556297,23,77
20220330,은평구,228349,262555,46,54
20220330,종로구,342941,157112,68,32
20220330,중구,388794,201363,65,35
20220330,중랑구,162771,163887,49,51
20220331,강남구,625974,589804,51,49
20220331,강동구,171524,315197,35,65
20220331,강서구,293472,336660,46,54
20220331,관악구,354731,78098,81,19
20220331,광진구,231443,150782,60,40
20220331,구로구,216129,85478,71,29
20220331,금천구,150429,463464,24,76
20220331,노원구,237434,432395,35,65
20220331,도봉구,140271,48550,74,26
20220331,동대문구,200244,140912,58,42
20220331,마포구,335549,681260,33,67
20220331,서대문구,206294,235928,46,54
20220331,서초구,442897,854270,34,66
20220331,성동구,236234,402912,36,64
20220331,성북구,243431,317100,43,57
20220331,송파구,386147,299992,56,44
20220331,양천구,180370,308638,36,64
20220331,영등포구,365189,551479,39,61
20220331,용산구,175879,569535,23,77
20220331,은평구,232596,269970,46,54
20220331,종로구,351047,159134,68,32
20220331,중구,397036,203447,66,34
20220331,중랑구,164322,166960,49,51
20220401,강남구,648697,613406,51,49
20220401,강동구,179591,333321,35,65
20220401,강서구,305214,352997,46,54
20220401,관악구,373752,82718,81,19
20220401,광진구,250830,153092,62,38
20220401,구로구,223902,93711,70,30
20220401,금천구,152342,479760,24,76
20220401,노원구,244821,443371,35,65
20220401,도봉구,145905,50482,74,26
20220401,동대문구,209370,142701,59,41
20220401,마포구,363979,710452,33,67
20220401,서대문구,216572,243085,47,53
20220401,서초구,477274,867683,35,65
20220401,성동구,246079,415421,37,63
20220401,성북구,250379,324796,43,57
20220401,송파구,410456,311662,56,44
20220401,양천구,187722,325879,36,64
20220401,영등포구,387496,575350,40,60
20220401,용산구,192592,587162,24,76
20220401,은평구,240845,278628,46,54
20220401,종로구,369160,165001,69,31
20220401,중구,421704,209855,66,34
20220401,중랑구,170858,174388,49,51
20220402,강남구,406531,548520,42,58
20220402,강동구,130022,310060,29,71
20220402,강서구,213984,325071,39,61
20220402,관악구,293959,75957,79,21
20220402,광진구,208531,142487,59,41
20220402,구로구,155011,97512,61,39
20220402,금천구,89795,442692,16,84
20220402,노원구,177868,430051,29,71
20220402,도봉구,110735,46228,70,30
20220402,동대문구,162272,143300,53,47
20220402,마포구,290494,668344,30,70
20220402,서대문구,151853,223334,40,60
20220402,서초구,327668,830608,28,72
20220402,성동구,174471,379171,31,69
20220402,성북구,179575,305012,37,63
20220402,송파구,335929,280399,54,46
20220402,양천구,134669,417372,24,76
20220402,영등포구,273452,508661,34,66
20220402,용산구,163493,561527,22,78
20220402,은평구,184152,258370,41,59
20220402,종로구,292769,145342,66,34
20220402,중구,271521,174822,60,40
20220402,중랑구,126384,161516,43,57
20220403,강남구,254922,469827,35,65
20220403,강동구,96677,265016,26,74
20220403,강서구,161985,277149,36,64
20220403,관악구,225125,60560,78,22
20220403,광진구,161345,116490,58,42
20220403,구로구,111634,85644,56,44
20220403,금천구,65781,359803,15,85
20220403,노원구,131552,380295,25,75
20220403,도봉구,87050,38478,69,31
20220403,동대문구,121824,132018,47,53
20220403,마포구,210600,591094,26,74
20220403,서대문구,112639,193481,36,64
20220403,서초구,236798,748658,24,76
20220403,성동구,127910,315742,28,72
20220403,성북구,137628,279469,32,68
20220403,송파구,250571,248506,50,50
20220403,양천구,97306,352989,21,79
20220403,영등포구,213952,417764,33,67
20220403,용산구,123637,494375,20,80
20220403,은평구,136313,222189,38,62
20220403,종로구,214772,122244,63,37
20220403,중구,194633,142467,57,43
20220403,중랑구,93412,145452,39,61
20220404,강남구,628314,584909,51,49
20220404,강동구,173630,314171,35,65
20220404,강서구,297431,335238,47,53
20220404,관악구,356669,78580,81,19
20220404,광진구,234199,146484,61,39
20220404,구로구,217222,98959,68,32
20220404,금천구,151980,459989,24,76
20220404,노원구,237542,427776,35,65
20220404,도봉구,141642,48128,74,26
20220404,동대문구,200395,136233,59,41
20220404,마포구,329831,680867,32,68
20220404,서대문구,208935,232307,47,53
20220404,서초구,448685,851374,34,66
20220404,성동구,237662,393503,37,63
20220404,성북구,244543,315207,43,57
20220404,송파구,398455,299346,57,43
20220404,양천구,181778,415241,30,70
20220404,영등포구,374269,547514,40,60
20220404,용산구,171529,558953,23,77
20220404,은평구,235228,268221,46,54
20220404,종로구,347295,156253,68,32
20220404,중구,399877,200242,66,34
20220404,중랑구,166952,166067,50,50
20220405,강남구,643455,598796,51,49
20220405,강동구,176522,316257,35,65
20220405,강서구,301035,341945,46,54
20220405,관악구,363997,81517,81,19
20220405,광진구,238396,152296,61,39
20220405,구로구,219652,100576,68,32
20220405,금천구,153851,430588,26,74
20220405,노원구,244042,434621,35,65
20220405,도봉구,143789,49111,74,26
20220405,동대문구,203150,139287,59,41
20220405,마포구,339222,690530,32,68
20220405,서대문구,212923,238573,47,53
20220405,서초구,457152,879089,34,66
20220405,성동구,242122,407494,37,63
20220405,성북구,249435,317772,43,57
20220405,송파구,410589,302966,57,43
20220405,양천구,184929,427241,30,70
20220405,영등포구,381716,565061,40,60
20220405,용산구,177519,565953,23,77
20220405,은평구,238671,274438,46,54
20220405,종로구,363839,161533,69,31
20220405,중구,408573,185573,68,32
20220405,중랑구,169448,167582,50,50
20220406,강남구,650320,598821,52,48
20220406,강동구,179165,311860,36,64
20220406,강서구,303919,343918,46,54
20220406,관악구,367608,81134,81,19
20220406,광진구,240724,152035,61,39
20220406,구로구,224775,100871,69,31
20220406,금천구,154729,383276,28,72
20220406,노원구,247815,436646,36,64
20220406,도봉구,144793,49172,74,26
20220406,동대문구,205036,140999,59,41
20220406,마포구,348595,698478,33,67
20220406,서대문구,217910,238733,47,53
20220406,서초구,462153,887135,34,66
20220406,성동구,246429,408007,37,63
20220406,성북구,253726,320774,44,56
20220406,송파구,425249,302978,58,42
20220406,양천구,187622,441467,29,71
20220406,영등포구,393460,567752,40,60
20220406,용산구,180917,547862,24,76
20220406,은평구,242208,293699,45,55
20220406,종로구,371761,161477,69,31
20220406,중구,414807,184156,69,31
20220406,중랑구,171122,169271,50,50
20220407,강남구,658136,607799,51,49
20220407,강동구,178871,325093,35,65
20220407,강서구,305115,349593,46,54
20220407,관악구,369156,82095,81,19
20220407,광진구,242859,154896,61,39
20220407,구로구,226340,102159,68,32
20220407,금천구,155280,455675,25,75
20220407,노원구,247104,440454,35,65
20220407,도봉구,145979,49519,74,26
20220407,동대문구,207203,141942,59,41
20220407,마포구,350034,706009,33,67
20220407,서대문구,219874,242390,47,53
20220407,서초구,468298,892367,34,66
20220407,성동구,247263,414067,37,63
20220407,성북구,252974,320048,44,56
20220407,송파구,431403,308433,58,42
20220407,양천구,188331,431299,30,70
20220407,영등포구,395971,587821,40,60
20220407,용산구,182736,590604,23,77
20220407,은평구,242926,309134,44,56
20220407,종로구,372175,163069,69,31
20220407,중구,419643,187374,69,31
20220407,중랑구,171724,169962,50,50
20220408,강남구,683883,620108,52,48
20220408,강동구,186342,336298,35,65
20220408,강서구,313001,360734,46,54
20220408,관악구,385492,83394,82,18
20220408,광진구,263512,160995,62,38
20220408,구로구,232001,105426,68,32
20220408,금천구,157592,493449,24,76
20220408,노원구,253282,451557,35,65
20220408,도봉구,151300,50755,74,26
20220408,동대문구,214830,140182,60,40
20220408,마포구,376019,718908,34,66
20220408,서대문구,223971,249339,47,53
20220408,서초구,504349,905757,35,65
20220408,성동구,259476,424700,37,63
20220408,성북구,257828,328419,43,57
20220408,송파구,478025,321525,59,41
20220408,양천구,197047,421519,31,69
20220408,영등포구,434121,609329,41,59
20220408,용산구,200089,590101,25,75
20220408,은평구,253406,291089,46,54
20220408,종로구,385178,167517,69,31
20220408,중구,437108,190656,69,31
20220408,중랑구,176879,176030,50,50
20220409,강남구,430815,567468,43,57
20220409,강동구,140085,321670,30,70
20220409,강서구,229326,330108,40,60
20220409,관악구,313469,75941,80,20
20220409,광진구,238980,150516,61,39
20220409,구로구,164341,100820,61,39
20220409,금천구,97786,464243,17,83
20220409,노원구,189785,441795,30,70
20220409,도봉구,119785,46767,71,29
20220409,동대문구,171193,144821,54,46
20220409,마포구,312178,687167,31,69
20220409,서대문구,164926,230901,41,59
20220409,서초구,360583,850351,29,71
20220409,성동구,196222,389164,33,67
20220409,성북구,191071,312949,37,63
20220409,송파구,440696,296826,59,41
20220409,양천구,147148,415618,26,74
20220409,영등포구,387675,556142,41,59
20220409,용산구,174252,580073,23,77
20220409,은평구,207768,266493,43,57
20220409,종로구,310140,149404,67,33
20220409,중구,299082,161292,64,36
20220409,중랑구,134890,162570,45,55
20220410,강남구,282836,452109,38,62
20220410,강동구,106816,273922,28,72
20220410,강서구,176696,291548,37,63
20220410,관악구,248765,62475,79,21
20220410,광진구,191314,125643,60,40
20220410,구로구,124814,89387,58,42
20220410,금천구,75002,393375,16,84
20220410,노원구,143449,397428,26,74
20220410,도봉구,96810,39033,71,29
20220410,동대문구,133334,137434,49,51
20220410,마포구,241837,618693,28,72
20220410,서대문구,127823,203086,38,62
20220410,서초구,265302,784537,25,75
20220410,성동구,148701,329978,31,69
20220410,성북구,152478,285163,34,66
20220410,송파구,327015,265120,55,45
20220410,양천구,114057,357531,24,76
20220410,영등포구,313313,466486,40,60
20220410,용산구,137749,519394,20,80
20220410,은평구,157398,233553,40,60
20220410,종로구,233309,127907,64,36
20220410,중구,220876,134307,62,38
20220410,중랑구,102065,147098,40,60
20220411,강남구,648863,590034,52,48
20220411,강동구,179557,321788,35,65
20220411,강서구,308411,341148,47,53
20220411,관악구,370516,78555,82,18
20220411,광진구,248161,150385,62,38
20220411,구로구,228470,101213,69,31
20220411,금천구,157802,475966,24,76
20220411,노원구,248332,435243,36,64
20220411,도봉구,147383,49032,75,25
20220411,동대문구,206393,137874,59,41
20220411,마포구,344912,696412,33,67
20220411,서대문구,221965,236161,48,52
20220411,서초구,469724,885758,34,66
20220411,성동구,248901,405629,38,62
20220411,성북구,254775,318274,44,56
20220411,송파구,433411,306352,58,42
20220411,양천구,189687,423614,30,70
20220411,영등포구,421839,577438,42,58
20220411,용산구,181935,580066,23,77
20220411,은평구,248208,270682,47,53
20220411,종로구,362270,159154,69,31
20220411,중구,419247,184523,69,31
20220411,중랑구,172722,166382,50,50
20220412,강남구,666136,602187,52,48
20220412,강동구,182241,325242,35,65
20220412,강서구,310958,338415,47,53
20220412,관악구,375551,82530,81,19
20220412,광진구,244047,151708,61,39
20220412,구로구,230171,102224,69,31
20220412,금천구,159198,479882,24,76
20220412,노원구,252532,435748,36,64
20220412,도봉구,148691,50032,74,26
20220412,동대문구,208651,137820,60,40
20220412,마포구,351488,684078,33,67
20220412,서대문구,224526,241247,48,52
20220412,서초구,475646,887452,34,66
20220412,성동구,250748,406121,38,62
20220412,성북구,257487,317250,44,56
20220412,송파구,427111,308509,58,42
20220412,양천구,192108,416203,31,69
20220412,영등포구,402348,571917,41,59
20220412,용산구,185579,578310,24,76
20220412,은평구,247512,286050,46,54
20220412,종로구,372425,163741,69,31
20220412,중구,425215,186216,69,31
20220412,중랑구,175045,168291,50,50
20220413,강남구,659474,596809,52,48
20220413,강동구,179638,230601,43,57
20220413,강서구,306459,333023,47,53
20220413,관악구,369212,81948,81,19
20220413,광진구,235787,149857,61,39
20220413,구로구,228045,101436,69,31
20220413,금천구,157019,473759,24,76
20220413,노원구,248544,427616,36,64
20220413,도봉구,143936,50014,74,26
20220413,동대문구,201267,137325,59,41
20220413,마포구,346454,682209,33,67
20220413,서대문구,218970,237406,47,53
20220413,서초구,465490,916791,33,67
20220413,성동구,244833,405592,37,63
20220413,성북구,253732,312007,44,56
20220413,송파구,410746,276476,59,41
20220413,양천구,190042,440469,30,70
20220413,영등포구,385383,569312,40,60
20220413,용산구,182949,570157,24,76
20220413,은평구,241373,281081,46,54
20220413,종로구,368384,155767,70,30
20220413,중구,419272,183480,69,31
20220413,중랑구,171808,163838,51,49
20220414,강남구,673925,641742,51,49
20220414,강동구,181353,328688,35,65
20220414,강서구,309296,349836,46,54
20220414,관악구,374166,82195,81,19
20220414,광진구,241558,155915,60,40
20220414,구로구,229817,103218,69,31
20220414,금천구,157429,483300,24,76
20220414,노원구,249283,438186,36,64
20220414,도봉구,146164,50685,74,26
20220414,동대문구,206914,141430,59,41
20220414,마포구,353667,692105,33,67
20220414,서대문구,221567,243059,47,53
20220414,서초구,476914,973746,32,68
20220414,성동구,248299,412517,37,63
20220414,성북구,254619,320511,44,56
20220414,송파구,417240,258283,61,39
20220414,양천구,190765,429336,30,70
20220414,영등포구,387681,579301,40,60
20220414,용산구,187199,553535,25,75
20220414,은평구,243602,291297,45,55
20220414,종로구,373225,165306,69,31
20220414,중구,426810,203933,67,33
20220414,중랑구,173359,168403,50,50
20220415,강남구,702326,674976,50,50
20220415,강동구,189780,344945,35,65
20220415,강서구,323333,365719,46,54
20220415,관악구,394846,83137,82,18
20220415,광진구,259638,159604,61,39
20220415,구로구,236488,118995,66,34
20220415,금천구,162346,500111,24,76
20220415,노원구,257145,455780,36,64
20220415,도봉구,153513,52217,74,26
20220415,동대문구,217537,140766,60,40
20220415,마포구,379166,723437,34,66
20220415,서대문구,226609,252945,47,53
20220415,서초구,511822,999950,33,67
20220415,성동구,258062,429312,37,63
20220415,성북구,261494,326268,44,56
20220415,송파구,439065,255364,63,37
20220415,양천구,196969,463219,29,71
20220415,영등포구,410636,595587,40,60
20220415,용산구,208247,597558,25,75
20220415,은평구,254182,352764,41,59
20220415,종로구,390962,170726,69,31
20220415,중구,448702,219853,67,33
20220415,중랑구,180755,175446,50,50
20220416,강남구,423544,601887,41,59
20220416,강동구,137772,318757,30,70
20220416,강서구,229365,333536,40,60
20220416,관악구,315311,74944,80,20
20220416,광진구,217651,144575,60,40
20220416,구로구,162046,111803,59,41
20220416,금천구,96206,457573,17,83
20220416,노원구,190971,442882,30,70
20220416,도봉구,119629,48419,71,29
20220416,동대문구,168894,148547,53,47
20220416,마포구,303270,688861,30,70
20220416,서대문구,160792,230277,41,59
20220416,서초구,351462,914728,27,73
20220416,성동구,178713,388599,31,69
20220416,성북구,190499,310881,37,63
20220416,송파구,334836,257810,56,44
20220416,양천구,143127,435714,24,76
20220416,영등포구,289256,525655,35,65
20220416,용산구,178719,581346,23,77
20220416,은평구,195992,312077,38,62
20220416,종로구,307162,150187,67,33
20220416,중구,295785,189594,60,40
20220416,중랑구,133517,164048,44,56
20220417,강남구,269570,520355,34,66
20220417,강동구,102811,277612,27,73
20220417,강서구,173902,292622,37,63
20220417,관악구,241439,62167,79,21
20220417,광진구,165365,119260,58,42
20220417,구로구,118780,97861,54,46
20220417,금천구,72043,386293,15,85
20220417,노원구,141062,393783,26,74
20220417,도봉구,92937,40179,69,31
20220417,동대문구,128408,137565,48,52
20220417,마포구,218925,613578,26,74
20220417,서대문구,119910,203630,37,63
20220417,서초구,252282,839391,23,77
20220417,성동구,129690,330448,28,72
20220417,성북구,147668,286788,33,67
20220417,송파구,243744,228272,51,49
20220417,양천구,104820,380676,21,79
20220417,영등포구,217887,438253,33,67
20220417,용산구,135613,514164,20,80
20220417,은평구,147047,260669,36,64
20220417,종로구,224123,128632,63,37
20220417,중구,219171,160503,57,43
20220417,중랑구,100178,148786,40,60
20220418,강남구,655899,641087,50,50
20220418,강동구,178235,323569,35,65
20220418,강서구,309290,341437,47,53
20220418,관악구,372794,78038,82,18
20220418,광진구,238646,149788,61,39
20220418,구로구,227362,112784,66,34
20220418,금천구,158802,478495,24,76
20220418,노원구,247932,431881,36,64
20220418,도봉구,146419,49804,74,26
20220418,동대문구,205607,137121,59,41
20220418,마포구,342092,670718,33,67
20220418,서대문구,218056,229986,48,52
20220418,서초구,468844,951868,33,67
20220418,성동구,244031,406165,37,63
20220418,성북구,251641,317012,44,56
20220418,송파구,401233,268862,59,41
20220418,양천구,189415,435313,30,70
20220418,영등포구,381874,550984,40,60
20220418,용산구,181507,567122,24,76
20220418,은평구,245165,332355,42,58
20220418,종로구,365388,161037,69,31
20220418,중구,417427,215704,65,35
20220418,중랑구,173178,166976,50,50
20220419,강남구,684083,651495,51,49
20220419,강동구,185941,326055,36,64
20220419,강서구,316174,346786,47,53
20220419,관악구,382670,82680,82,18
20220419,광진구,243226,157182,60,40
20220419,구로구,233370,114840,67,33
20220419,금천구,161352,484093,24,76
20220419,노원구,256234,436540,36,64
20220419,도봉구,149740,50377,74,26
20220419,동대문구,210791,139416,60,40
20220419,마포구,355685,677285,34,66
20220419,서대문구,224473,241501,48,52
20220419,서초구,487110,959722,33,67
20220419,성동구,250714,414015,37,63
20220419,성북구,258981,321713,44,56
20220419,송파구,421181,270975,60,40
20220419,양천구,193138,411667,31,69
20220419,영등포구,397580,576140,40,60
20220419,용산구,187993,582162,24,76
20220419,은평구,250828,342748,42,58
20220419,종로구,384500,165254,69,31
20220419,중구,433970,220846,66,34
20220419,중랑구,177590,169353,51,49
20220420,강남구,692560,658082,51,49
20220420,강동구,186031,323371,36,64
20220420,강서구,323678,351781,47,53
20220420,관악구,387554,82417,82,18
20220420,광진구,247432,156966,61,39
20220420,구로구,237649,115802,67,33
20220420,금천구,162732,483787,25,75
20220420,노원구,260246,442894,37,63
20220420,도봉구,151637,50410,75,25
20220420,동대문구,212150,140568,60,40
20220420,마포구,359704,682730,34,66
20220420,서대문구,225922,245496,47,53
20220420,서초구,492895,942173,34,66
20220420,성동구,253822,417983,37,63
20220420,성북구,259731,322424,44,56
20220420,송파구,427724,276369,60,40
20220420,양천구,195795,393858,33,67
20220420,영등포구,406908,573321,41,59
20220420,용산구,192759,588307,24,76
20220420,은평구,254567,345489,42,58
20220420,종로구,392382,164775,70,30
20220420,중구,441458,220797,66,34
20220420,중랑구,179395,171193,51,49
20220421,강남구,695154,658677,51,49
20220421,강동구,185001,333170,35,65
20220421,강서구,319919,353306,47,53
20220421,관악구,391448,83558,82,18
20220421,광진구,248283,158074,61,39
20220421,구로구,236775,116156,67,33
20220421,금천구,161490,492944,24,76
20220421,노원구,258585,446380,36,64
20220421,도봉구,151560,51018,74,26
20220421,동대문구,212709,141720,60,40
20220421,마포구,364868,675055,35,65
20220421,서대문구,227889,244624,48,52
20220421,서초구,496438,920526,35,65
20220421,성동구,253487,422683,37,63
20220421,성북구,258478,326690,44,56
20220421,송파구,425928,273334,60,40
20220421,양천구,195350,419115,31,69
20220421,영등포구,401919,587454,40,60
20220421,용산구,193404,594452,24,76
20220421,은평구,255749,348876,42,58
20220421,종로구,390346,166893,70,30
20220421,중구,440410,225062,66,34
20220421,중랑구,178219,171061,51,49
20220422,강남구,707019,663025,51,49
20220422,강동구,187765,343830,35,65
20220422,강서구,322035,354921,47,53
20220422,관악구,391130,82926,82,18
20220422,광진구,253865,158067,61,39
20220422,구로구,238212,119343,66,34
20220422,금천구,161205,501714,24,76
20220422,노원구,256558,447036,36,64
20220422,도봉구,150662,51715,74,26
20220422,동대문구,212485,141894,59,41
20220422,마포구,377504,672916,35,65
20220422,서대문구,222457,251029,46,54
20220422,서초구,516160,953597,35,65
20220422,성동구,252544,420130,37,63
20220422,성북구,253834,314982,44,56
20220422,송파구,438071,279663,61,39
20220422,양천구,196202,404642,32,68
20220422,영등포구,403289,583157,40,60
20220422,용산구,204793,596126,25,75
20220422,은평구,249702,342096,42,58
20220422,종로구,383282,169042,69,31
20220422,중구,446593,224398,66,34
20220422,중랑구,178305,168074,51,49
20220423,강남구,426192,610190,41,59
20220423,강동구,137283,267587,33,67
20220423,강서구,233754,337376,40,60
20220423,관악구,317263,76898,80,20
20220423,광진구,217868,143908,60,40
20220423,구로구,167320,112177,59,41
20220423,금천구,98109,459553,17,83
20220423,노원구,191851,446449,30,70
20220423,도봉구,119478,47989,71,29
20220423,동대문구,172207,151644,53,47
20220423,마포구,306881,659355,31,69
20220423,서대문구,162927,235304,40,60
20220423,서초구,362268,931592,27,73
20220423,성동구,181284,392810,31,69
20220423,성북구,191104,312171,37,63
20220423,송파구,334375,260725,56,44
20220423,양천구,141807,411807,25,75
20220423,영등포구,287460,527255,35,65
20220423,용산구,181094,589767,23,77
20220423,은평구,196735,337958,36,64
20220423,종로구,315724,151164,67,33
20220423,중구,297512,189590,61,39
20220423,중랑구,135082,164547,45,55
20220424,강남구,269753,521384,34,66
20220424,강동구,102822,238542,30,70
20220424,강서구,172072,287859,37,63
20220424,관악구,242019,62515,79,21
20220424,광진구,161734,116581,58,42
20220424,구로구,121531,97736,55,45
20220424,금천구,71927,384085,15,85
20220424,노원구,143402,397546,26,74
20220424,도봉구,92746,40078,69,31
20220424,동대문구,128191,140032,47,53
20220424,마포구,215095,586003,26,74
20220424,서대문구,117726,201661,36,64
20220424,서초구,255331,837756,23,77
20220424,성동구,126143,325751,27,73
20220424,성북구,145620,285756,33,67
20220424,송파구,247521,233680,51,49
20220424,양천구,103473,336925,23,77
20220424,영등포구,212328,419811,33,67
20220424,용산구,135830,518197,20,80
20220424,은평구,147146,287255,33,67
20220424,종로구,221038,129088,63,37
20220424,중구,207683,154850,57,43
20220424,중랑구,98230,148868,39,61
20220425,강남구,670148,638344,51,49
20220425,강동구,184078,268241,40,60
20220425,강서구,316888,331736,48,52
20220425,관악구,379960,78664,82,18
20220425,광진구,243324,146818,62,38
20220425,구로구,233925,112539,67,33
20220425,금천구,162098,478957,25,75
20220425,노원구,256359,427816,37,63
20220425,도봉구,150182,50149,74,26
20220425,동대문구,212481,135561,61,39
20220425,마포구,349476,640255,35,65
20220425,서대문구,224533,234470,48,52
20220425,서초구,481782,950553,33,67
20220425,성동구,246337,398403,38,62
20220425,성북구,256472,315709,44,56
20220425,송파구,412538,258025,61,39
20220425,양천구,193366,349388,35,65
20220425,영등포구,394401,551114,41,59
20220425,용산구,185704,572595,24,76
20220425,은평구,249566,324380,43,57
20220425,종로구,370191,159507,69,31
20220425,중구,428049,213531,66,34
20220425,중랑구,177677,163745,52,48
20220426,강남구,54408,602711,8,92
20220426,강동구,16930,298163,5,95
20220426,강서구,26198,345510,7,93
20220426,관악구,29653,82690,26,74
20220426,광진구,24621,155487,13,87
20220426,구로구,21199,114958,15,85
20220426,금천구,16117,485137,3,97
20220426,노원구,19971,438150,4,96
20220426,도봉구,11075,51164,17,83
20220426,동대문구,16189,137918,10,90
20220426,마포구,35823,672152,5,95
20220426,서대문구,19631,242711,7,93
20220426,서초구,40185,967411,3,97
20220426,성동구,20830,414307,4,96
20220426,성북구,20386,321132,5,95
20220426,송파구,32407,251363,11,89
20220426,양천구,13948,268747,4,96
20220426,영등포구,34758,577542,5,95
20220426,용산구,17294,591377,2,98
20220426,은평구,19789,343591,5,95
20220426,종로구,38572,164606,18,82
20220426,중구,39330,213151,15,85
20220426,중랑구,16564,168533,8,92
20220427,강남구,711418,659700,51,49
20220427,강동구,191747,324493,37,63
20220427,강서구,328610,351446,48,52
20220427,관악구,399958,82819,82,18
20220427,광진구,261872,158289,62,38
20220427,구로구,243607,115444,67,33
20220427,금천구,166749,492992,25,75
20220427,노원구,267291,446446,37,63
20220427,도봉구,155295,51523,75,25
20220427,동대문구,221228,140432,61,39
20220427,마포구,378582,683375,35,65
20220427,서대문구,236004,246488,48,52
20220427,서초구,512521,946873,35,65
20220427,성동구,263341,420118,38,62
20220427,성북구,272368,323468,45,55
20220427,송파구,442891,276182,61,39
20220427,양천구,201505,272345,42,58
20220427,영등포구,419708,581594,41,59
20220427,용산구,202112,600278,25,75
20220427,은평구,257099,350898,42,58
20220427,종로구,410428,166330,71,29
20220427,중구,462829,190148,70,30
20220427,중랑구,182586,170872,51,49
20220428,강남구,715873,664721,51,49
20220428,강동구,192357,335065,36,64
20220428,강서구,328261,353101,48,52
20220428,관악구,399146,82620,82,18
20220428,광진구,264828,160490,62,38
20220428,구로구,242003,83983,74,26
20220428,금천구,166070,493219,25,75
20220428,노원구,267767,448148,37,63
20220428,도봉구,155572,51617,75,25
20220428,동대문구,223179,140601,61,39
20220428,마포구,386011,686701,35,65
20220428,서대문구,237154,248861,48,52
20220428,서초구,516905,948560,35,65
20220428,성동구,265756,421299,38,62
20220428,성북구,270527,323900,45,55
20220428,송파구,444900,277854,61,39
20220428,양천구,202660,275624,42,58
20220428,영등포구,418243,593824,41,59
20220428,용산구,206327,573161,26,74
20220428,은평구,258213,350881,42,58
20220428,종로구,411766,165462,71,29
20220428,중구,462244,192249,70,30
20220428,중랑구,182554,169401,51,49
20220429,강남구,734958,665341,52,48
20220429,강동구,199369,229697,46,54
20220429,강서구,338409,355656,48,52
20220429,관악구,410215,82816,83,17
20220429,광진구,279162,162783,63,37
20220429,구로구,248206,117076,67,33
20220429,금천구,166710,479264,25,75
20220429,노원구,273068,450414,37,63
20220429,도봉구,159324,52190,75,25
20220429,동대문구,226763,139309,61,39
20220429,마포구,409976,690229,37,63
