일자,요일,지점명,지점번호,방향,통행량
20220328,월,남부순환로(화곡로입구 교차로),D-18,유입,3496
20220329,화,남부순환로(화곡로입구 교차로),D-18,유입,28692
20220330,수,남부순환로(화곡로입구 교차로),D-18,유입,44410
20220331,목,남부순환로(화곡로입구 교차로),D-18,유입,10300
20220301,일,남부순환로(화곡로입구 교차로),D-18,유출,58226
20220302,수,남부순환로(화곡로입구 교차로),D-18,유출,69562
20220303,목,남부순환로(화곡로입구 교차로),D-18,유출,70336
20220304,금,남부순환로(화곡로입구 교차로),D-18,유출,71400
20220305,토,남부순환로(화곡로입구 교차로),D-18,유출,65562
20220306,일,남부순환로(화곡로입구 교차로),D-18,유출,19482
20220307,월,남부순환로(화곡로입구 교차로),D-18,유출,48408
20220308,화,남부순환로(화곡로입구 교차로),D-18,유출,59452
20220309,일,남부순환로(화곡로입구 교차로),D-18,유출,59732
20220310,목,남부순환로(화곡로입구 교차로),D-18,유출,68650
20220311,금,남부순환로(화곡로입구 교차로),D-18,유출,71970
20220312,토,남부순환로(화곡로입구 교차로),D-18,유출,66492
20220313,일,남부순환로(화곡로입구 교차로),D-18,유출,51504
20220314,월,남부순환로(화곡로입구 교차로),D-18,유출,67568
20220315,화,남부순환로(화곡로입구 교차로),D-18,유출,69762
20220316,수,남부순환로(화곡로입구 교차로),D-18,유출,32576
20220317,목,남부순환로(화곡로입구 교차로),D-18,유출,66634
20220318,금,남부순환로(화곡로입구 교차로),D-18,유출,69790
20220319,토,남부순환로(화곡로입구 교차로),D-18,유출,2582
20220320,일,남부순환로(화곡로입구 교차로),D-18,유출,5286
20220321,월,남부순환로(화곡로입구 교차로),D-18,유출,68894
20220322,화,남부순환로(화곡로입구 교차로),D-18,유출,69074
20220323,수,남부순환로(화곡로입구 교차로),D-18,유출,68620
20220324,목,남부순환로(화곡로입구 교차로),D-18,유출,31968
20220325,금,남부순환로(화곡로입구 교차로),D-18,유출,55910
20220326,토,남부순환로(화곡로입구 교차로),D-18,유출,57974
20220327,일,남부순환로(화곡로입구 교차로),D-18,유출,7782
20220328,월,남부순환로(화곡로입구 교차로),D-18,유출,0
20220329,화,남부순환로(화곡로입구 교차로),D-18,유출,0
20220330,수,남부순환로(화곡로입구 교차로),D-18,유출,14802
20220331,목,남부순환로(화곡로입구 교차로),D-18,유출,48654
20220301,일,남부순환로(신월IC),D-19,유입,81574
20220302,수,남부순환로(신월IC),D-19,유입,97476
20220303,목,남부순환로(신월IC),D-19,유입,97546
20220304,금,남부순환로(신월IC),D-19,유입,100266
20220305,토,남부순환로(신월IC),D-19,유입,91344
20220306,일,남부순환로(신월IC),D-19,유입,76104
20220307,월,남부순환로(신월IC),D-19,유입,95826
20220308,화,남부순환로(신월IC),D-19,유입,98356
20220309,일,남부순환로(신월IC),D-19,유입,82152
20220310,목,남부순환로(신월IC),D-19,유입,95818
20220311,금,남부순환로(신월IC),D-19,유입,100094
20220312,토,남부순환로(신월IC),D-19,유입,92282
20220313,일,남부순환로(신월IC),D-19,유입,71550
20220314,월,남부순환로(신월IC),D-19,유입,93804
20220315,화,남부순환로(신월IC),D-19,유입,97808
20220316,수,남부순환로(신월IC),D-19,유입,97830
20220317,목,남부순환로(신월IC),D-19,유입,97084
20220318,금,남부순환로(신월IC),D-19,유입,99252
20220319,토,남부순환로(신월IC),D-19,유입,86848
20220320,일,남부순환로(신월IC),D-19,유입,76136
20220321,월,남부순환로(신월IC),D-19,유입,98156
20220322,화,남부순환로(신월IC),D-19,유입,98364
20220323,수,남부순환로(신월IC),D-19,유입,97756
20220324,목,남부순환로(신월IC),D-19,유입,98910
20220325,금,남부순환로(신월IC),D-19,유입,101584
20220326,토,남부순환로(신월IC),D-19,유입,91046
20220327,일,남부순환로(신월IC),D-19,유입,80324
20220328,월,남부순환로(신월IC),D-19,유입,97434
20220329,화,남부순환로(신월IC),D-19,유입,100018
20220330,수,남부순환로(신월IC),D-19,유입,100254
20220331,목,남부순환로(신월IC),D-19,유입,100936
20220301,일,남부순환로(신월IC),D-19,유출,90636
20220302,수,남부순환로(신월IC),D-19,유출,111994
20220303,목,남부순환로(신월IC),D-19,유출,111692
20220304,금,남부순환로(신월IC),D-19,유출,113544
20220305,토,남부순환로(신월IC),D-19,유출,103750
20220306,일,남부순환로(신월IC),D-19,유출,82914
20220307,월,남부순환로(신월IC),D-19,유출,110274
20220308,화,남부순환로(신월IC),D-19,유출,113576
20220309,일,남부순환로(신월IC),D-19,유출,91904
20220310,목,남부순환로(신월IC),D-19,유출,109616
20220311,금,남부순환로(신월IC),D-19,유출,115086
20220312,토,남부순환로(신월IC),D-19,유출,104174
20220313,일,남부순환로(신월IC),D-19,유출,77682
20220314,월,남부순환로(신월IC),D-19,유출,107154
20220315,화,남부순환로(신월IC),D-19,유출,109254
20220316,수,남부순환로(신월IC),D-19,유출,109714
20220317,목,남부순환로(신월IC),D-19,유출,107456
20220318,금,남부순환로(신월IC),D-19,유출,111262
20220319,토,남부순환로(신월IC),D-19,유출,95834
20220320,일,남부순환로(신월IC),D-19,유출,81458
20220321,월,남부순환로(신월IC),D-19,유출,108768
20220322,화,남부순환로(신월IC),D-19,유출,109676
20220323,수,남부순환로(신월IC),D-19,유출,111344
20220324,목,남부순환로(신월IC),D-19,유출,111780
20220325,금,남부순환로(신월IC),D-19,유출,115666
20220326,토,남부순환로(신월IC),D-19,유출,101774
20220327,일,남부순환로(신월IC),D-19,유출,87476
20220328,월,남부순환로(신월IC),D-19,유출,109236
20220329,화,남부순환로(신월IC),D-19,유출,110726
20220330,수,남부순환로(신월IC),D-19,유출,111580
20220331,목,남부순환로(신월IC),D-19,유출,113808
20220301,일,강서로(화곡터널),D-20,유입,34968
20220302,수,강서로(화곡터널),D-20,유입,39526
20220303,목,강서로(화곡터널),D-20,유입,40150
20220304,금,강서로(화곡터널),D-20,유입,41226
20220305,토,강서로(화곡터널),D-20,유입,39052
20220306,일,강서로(화곡터널),D-20,유입,32364
20220307,월,강서로(화곡터널),D-20,유입,39314
20220308,화,강서로(화곡터널),D-20,유입,40638
20220309,일,강서로(화곡터널),D-20,유입,36248
20220310,목,강서로(화곡터널),D-20,유입,39804
20220311,금,강서로(화곡터널),D-20,유입,41430
20220312,토,강서로(화곡터널),D-20,유입,39530
20220313,일,강서로(화곡터널),D-20,유입,32306
20220314,월,강서로(화곡터널),D-20,유입,38858
20220315,화,강서로(화곡터널),D-20,유입,39588
20220316,수,강서로(화곡터널),D-20,유입,39282
20220317,목,강서로(화곡터널),D-20,유입,40064
20220318,금,강서로(화곡터널),D-20,유입,41220
20220319,토,강서로(화곡터널),D-20,유입,37764
20220320,일,강서로(화곡터널),D-20,유입,33550
20220321,월,강서로(화곡터널),D-20,유입,39670
20220322,화,강서로(화곡터널),D-20,유입,39682
20220323,수,강서로(화곡터널),D-20,유입,40056
20220324,목,강서로(화곡터널),D-20,유입,40038
20220325,금,강서로(화곡터널),D-20,유입,40928
20220326,토,강서로(화곡터널),D-20,유입,38700
20220327,일,강서로(화곡터널),D-20,유입,33826
20220328,월,강서로(화곡터널),D-20,유입,39506
20220329,화,강서로(화곡터널),D-20,유입,40930
20220330,수,강서로(화곡터널),D-20,유입,40130
20220331,목,강서로(화곡터널),D-20,유입,40998
20220301,일,강서로(화곡터널),D-20,유출,29614
20220302,수,강서로(화곡터널),D-20,유출,31586
20220303,목,강서로(화곡터널),D-20,유출,32062
20220304,금,강서로(화곡터널),D-20,유출,32094
20220305,토,강서로(화곡터널),D-20,유출,31412
20220306,일,강서로(화곡터널),D-20,유출,28352
20220307,월,강서로(화곡터널),D-20,유출,31036
20220308,화,강서로(화곡터널),D-20,유출,32296
20220309,일,강서로(화곡터널),D-20,유출,30968
20220310,목,강서로(화곡터널),D-20,유출,32008
20220311,금,강서로(화곡터널),D-20,유출,32364
20220312,토,강서로(화곡터널),D-20,유출,31854
20220313,일,강서로(화곡터널),D-20,유출,27668
20220314,월,강서로(화곡터널),D-20,유출,30872
20220315,화,강서로(화곡터널),D-20,유출,31264
20220316,수,강서로(화곡터널),D-20,유출,32034
20220317,목,강서로(화곡터널),D-20,유출,31628
20220318,금,강서로(화곡터널),D-20,유출,33116
20220319,토,강서로(화곡터널),D-20,유출,31046
20220320,일,강서로(화곡터널),D-20,유출,28512
20220321,월,강서로(화곡터널),D-20,유출,31266
20220322,화,강서로(화곡터널),D-20,유출,32002
20220323,수,강서로(화곡터널),D-20,유출,31912
20220324,목,강서로(화곡터널),D-20,유출,32310
20220325,금,강서로(화곡터널),D-20,유출,32658
20220326,토,강서로(화곡터널),D-20,유출,32426
20220327,일,강서로(화곡터널),D-20,유출,29314
20220328,월,강서로(화곡터널),D-20,유출,31456
20220329,화,강서로(화곡터널),D-20,유출,32430
20220330,수,강서로(화곡터널),D-20,유출,32760
20220331,목,강서로(화곡터널),D-20,유출,32828
20220301,일,공항대로(발산역),D-21,유입,38494
20220302,수,공항대로(발산역),D-21,유입,49856
20220303,목,공항대로(발산역),D-21,유입,50384
20220304,금,공항대로(발산역),D-21,유입,50836
20220305,토,공항대로(발산역),D-21,유입,43814
20220306,일,공항대로(발산역),D-21,유입,32950
20220307,월,공항대로(발산역),D-21,유입,50112
20220308,화,공항대로(발산역),D-21,유입,51028
20220309,일,공항대로(발산역),D-21,유입,39094
20220310,목,공항대로(발산역),D-21,유입,49676
20220311,금,공항대로(발산역),D-21,유입,51576
20220312,토,공항대로(발산역),D-21,유입,43584
20220313,일,공항대로(발산역),D-21,유입,32148
20220314,월,공항대로(발산역),D-21,유입,48326
20220315,화,공항대로(발산역),D-21,유입,49612
20220316,수,공항대로(발산역),D-21,유입,48736
20220317,목,공항대로(발산역),D-21,유입,49734
20220318,금,공항대로(발산역),D-21,유입,50786
20220319,토,공항대로(발산역),D-21,유입,42536
20220320,일,공항대로(발산역),D-21,유입,34732
20220321,월,공항대로(발산역),D-21,유입,49438
20220322,화,공항대로(발산역),D-21,유입,50288
20220323,수,공항대로(발산역),D-21,유입,49594
20220324,목,공항대로(발산역),D-21,유입,49890
20220325,금,공항대로(발산역),D-21,유입,51998
20220326,토,공항대로(발산역),D-21,유입,43038
20220327,일,공항대로(발산역),D-21,유입,36668
20220328,월,공항대로(발산역),D-21,유입,49962
20220329,화,공항대로(발산역),D-21,유입,50392
20220330,수,공항대로(발산역),D-21,유입,49856
20220331,목,공항대로(발산역),D-21,유입,50840
20220301,일,공항대로(발산역),D-21,유출,38066
20220302,수,공항대로(발산역),D-21,유출,44912
20220303,목,공항대로(발산역),D-21,유출,45230
20220304,금,공항대로(발산역),D-21,유출,46510
20220305,토,공항대로(발산역),D-21,유출,41642
20220306,일,공항대로(발산역),D-21,유출,32864
20220307,월,공항대로(발산역),D-21,유출,44694
20220308,화,공항대로(발산역),D-21,유출,45544
20220309,일,공항대로(발산역),D-21,유출,38480
20220310,목,공항대로(발산역),D-21,유출,44734
20220311,금,공항대로(발산역),D-21,유출,46482
20220312,토,공항대로(발산역),D-21,유출,41878
20220313,일,공항대로(발산역),D-21,유출,32366
20220314,월,공항대로(발산역),D-21,유출,43910
20220315,화,공항대로(발산역),D-21,유출,45252
20220316,수,공항대로(발산역),D-21,유출,44812
20220317,목,공항대로(발산역),D-21,유출,44460
20220318,금,공항대로(발산역),D-21,유출,46038
20220319,토,공항대로(발산역),D-21,유출,39906
20220320,일,공항대로(발산역),D-21,유출,34070
20220321,월,공항대로(발산역),D-21,유출,44826
20220322,화,공항대로(발산역),D-21,유출,45548
20220323,수,공항대로(발산역),D-21,유출,45002
20220324,목,공항대로(발산역),D-21,유출,44998
20220325,금,공항대로(발산역),D-21,유출,46854
20220326,토,공항대로(발산역),D-21,유출,41944
20220327,일,공항대로(발산역),D-21,유출,35792
20220328,월,공항대로(발산역),D-21,유출,45140
20220329,화,공항대로(발산역),D-21,유출,45904
20220330,수,공항대로(발산역),D-21,유출,45862
20220331,목,공항대로(발산역),D-21,유출,47104
20220301,일,경인로(오류IC),D-22,유입,37440
20220302,수,경인로(오류IC),D-22,유입,41676
20220303,목,경인로(오류IC),D-22,유입,43078
20220304,금,경인로(오류IC),D-22,유입,43626
20220305,토,경인로(오류IC),D-22,유입,41084
20220306,일,경인로(오류IC),D-22,유입,35856
20220307,월,경인로(오류IC),D-22,유입,42218
20220308,화,경인로(오류IC),D-22,유입,43310
20220309,일,경인로(오류IC),D-22,유입,35662
20220310,목,경인로(오류IC),D-22,유입,41730
20220311,금,경인로(오류IC),D-22,유입,43930
20220312,토,경인로(오류IC),D-22,유입,42254
20220313,일,경인로(오류IC),D-22,유입,34724
20220314,월,경인로(오류IC),D-22,유입,41378
20220315,화,경인로(오류IC),D-22,유입,42528
20220316,수,경인로(오류IC),D-22,유입,42872
20220317,목,경인로(오류IC),D-22,유입,42460
20220318,금,경인로(오류IC),D-22,유입,43092
20220319,토,경인로(오류IC),D-22,유입,40588
20220320,일,경인로(오류IC),D-22,유입,35800
20220321,월,경인로(오류IC),D-22,유입,42218
20220322,화,경인로(오류IC),D-22,유입,42298
20220323,수,경인로(오류IC),D-22,유입,43428
20220324,목,경인로(오류IC),D-22,유입,42986
20220325,금,경인로(오류IC),D-22,유입,43704
20220326,토,경인로(오류IC),D-22,유입,41622
20220327,일,경인로(오류IC),D-22,유입,37530
20220328,월,경인로(오류IC),D-22,유입,42752
20220329,화,경인로(오류IC),D-22,유입,43088
20220330,수,경인로(오류IC),D-22,유입,42708
20220331,목,경인로(오류IC),D-22,유입,43596
20220301,일,경인로(오류IC),D-22,유출,39326
20220302,수,경인로(오류IC),D-22,유출,45812
20220303,목,경인로(오류IC),D-22,유출,45342
20220304,금,경인로(오류IC),D-22,유출,46706
20220305,토,경인로(오류IC),D-22,유출,44576
20220306,일,경인로(오류IC),D-22,유출,36972
20220307,월,경인로(오류IC),D-22,유출,45914
20220308,화,경인로(오류IC),D-22,유출,46934
20220309,일,경인로(오류IC),D-22,유출,41818
20220310,목,경인로(오류IC),D-22,유출,45904
20220311,금,경인로(오류IC),D-22,유출,47676
20220312,토,경인로(오류IC),D-22,유출,44896
20220313,일,경인로(오류IC),D-22,유출,35244
20220314,월,경인로(오류IC),D-22,유출,44850
20220315,화,경인로(오류IC),D-22,유출,46032
20220316,수,경인로(오류IC),D-22,유출,46152
20220317,목,경인로(오류IC),D-22,유출,46722
20220318,금,경인로(오류IC),D-22,유출,47614
20220319,토,경인로(오류IC),D-22,유출,44826
20220320,일,경인로(오류IC),D-22,유출,38032
20220321,월,경인로(오류IC),D-22,유출,46142
20220322,화,경인로(오류IC),D-22,유출,46668
20220323,수,경인로(오류IC),D-22,유출,46632
20220324,목,경인로(오류IC),D-22,유출,46932
20220325,금,경인로(오류IC),D-22,유출,47876
20220326,토,경인로(오류IC),D-22,유출,43918
20220327,일,경인로(오류IC),D-22,유출,38768
20220328,월,경인로(오류IC),D-22,유출,47458
20220329,화,경인로(오류IC),D-22,유출,47492
20220330,수,경인로(오류IC),D-22,유출,46152
20220331,목,경인로(오류IC),D-22,유출,47008
20220301,일,경인로(거리공원입구교차로),D-23,유입,35716
20220302,수,경인로(거리공원입구교차로),D-23,유입,40690
20220303,목,경인로(거리공원입구교차로),D-23,유입,41754
20220304,금,경인로(거리공원입구교차로),D-23,유입,42758
20220305,토,경인로(거리공원입구교차로),D-23,유입,38234
20220306,일,경인로(거리공원입구교차로),D-23,유입,34078
20220307,월,경인로(거리공원입구교차로),D-23,유입,41122
20220308,화,경인로(거리공원입구교차로),D-23,유입,41594
20220309,일,경인로(거리공원입구교차로),D-23,유입,36022
20220310,목,경인로(거리공원입구교차로),D-23,유입,41648
20220311,금,경인로(거리공원입구교차로),D-23,유입,43584
20220312,토,경인로(거리공원입구교차로),D-23,유입,39590
20220313,일,경인로(거리공원입구교차로),D-23,유입,33642
20220314,월,경인로(거리공원입구교차로),D-23,유입,39848
20220315,화,경인로(거리공원입구교차로),D-23,유입,41456
20220316,수,경인로(거리공원입구교차로),D-23,유입,41232
20220317,목,경인로(거리공원입구교차로),D-23,유입,41304
20220318,금,경인로(거리공원입구교차로),D-23,유입,42834
20220319,토,경인로(거리공원입구교차로),D-23,유입,36212
20220320,일,경인로(거리공원입구교차로),D-23,유입,33858
20220321,월,경인로(거리공원입구교차로),D-23,유입,41130
20220322,화,경인로(거리공원입구교차로),D-23,유입,41490
20220323,수,경인로(거리공원입구교차로),D-23,유입,41868
20220324,목,경인로(거리공원입구교차로),D-23,유입,42210
20220325,금,경인로(거리공원입구교차로),D-23,유입,43558
20220326,토,경인로(거리공원입구교차로),D-23,유입,5356
20220327,일,경인로(거리공원입구교차로),D-23,유입,0
20220328,월,경인로(거리공원입구교차로),D-23,유입,20254
20220329,화,경인로(거리공원입구교차로),D-23,유입,42430
20220330,수,경인로(거리공원입구교차로),D-23,유입,41632
20220331,목,경인로(거리공원입구교차로),D-23,유입,28580
20220301,일,경인로(거리공원입구교차로),D-23,유출,35142
20220302,수,경인로(거리공원입구교차로),D-23,유출,43056
20220303,목,경인로(거리공원입구교차로),D-23,유출,43596
20220304,금,경인로(거리공원입구교차로),D-23,유출,45090
20220305,토,경인로(거리공원입구교차로),D-23,유출,42298
20220306,일,경인로(거리공원입구교차로),D-23,유출,35928
20220307,월,경인로(거리공원입구교차로),D-23,유출,43730
20220308,화,경인로(거리공원입구교차로),D-23,유출,44264
20220309,일,경인로(거리공원입구교차로),D-23,유출,37340
20220310,목,경인로(거리공원입구교차로),D-23,유출,43766
20220311,금,경인로(거리공원입구교차로),D-23,유출,45978
20220312,토,경인로(거리공원입구교차로),D-23,유출,42828
20220313,일,경인로(거리공원입구교차로),D-23,유출,35556
20220314,월,경인로(거리공원입구교차로),D-23,유출,42990
20220315,화,경인로(거리공원입구교차로),D-23,유출,44090
20220316,수,경인로(거리공원입구교차로),D-23,유출,44242
20220317,목,경인로(거리공원입구교차로),D-23,유출,44984
20220318,금,경인로(거리공원입구교차로),D-23,유출,46112
20220319,토,경인로(거리공원입구교차로),D-23,유출,40760
20220320,일,경인로(거리공원입구교차로),D-23,유출,34986
20220321,월,경인로(거리공원입구교차로),D-23,유출,43916
20220322,화,경인로(거리공원입구교차로),D-23,유출,43654
20220323,수,경인로(거리공원입구교차로),D-23,유출,44544
20220324,목,경인로(거리공원입구교차로),D-23,유출,44166
20220325,금,경인로(거리공원입구교차로),D-23,유출,46282
20220326,토,경인로(거리공원입구교차로),D-23,유출,3854
20220327,일,경인로(거리공원입구교차로),D-23,유출,0
20220328,월,경인로(거리공원입구교차로),D-23,유출,21930
20220329,화,경인로(거리공원입구교차로),D-23,유출,44018
20220330,수,경인로(거리공원입구교차로),D-23,유출,44352
20220331,목,경인로(거리공원입구교차로),D-23,유출,28670
20220301,일,시흥대로(시흥IC),D-24,유입,0
20220302,수,시흥대로(시흥IC),D-24,유입,0
20220303,목,시흥대로(시흥IC),D-24,유입,0
20220304,금,시흥대로(시흥IC),D-24,유입,0
20220305,토,시흥대로(시흥IC),D-24,유입,0
20220306,일,시흥대로(시흥IC),D-24,유입,0
20220307,월,시흥대로(시흥IC),D-24,유입,0
20220308,화,시흥대로(시흥IC),D-24,유입,0
20220309,일,시흥대로(시흥IC),D-24,유입,0
20220310,목,시흥대로(시흥IC),D-24,유입,0
20220311,금,시흥대로(시흥IC),D-24,유입,0
20220312,토,시흥대로(시흥IC),D-24,유입,0
20220313,일,시흥대로(시흥IC),D-24,유입,0
20220314,월,시흥대로(시흥IC),D-24,유입,0
20220315,화,시흥대로(시흥IC),D-24,유입,0
20220316,수,시흥대로(시흥IC),D-24,유입,0
20220317,목,시흥대로(시흥IC),D-24,유입,0
20220318,금,시흥대로(시흥IC),D-24,유입,0
20220319,토,시흥대로(시흥IC),D-24,유입,0
20220320,일,시흥대로(시흥IC),D-24,유입,0
20220321,월,시흥대로(시흥IC),D-24,유입,0
20220322,화,시흥대로(시흥IC),D-24,유입,0
20220323,수,시흥대로(시흥IC),D-24,유입,0
20220324,목,시흥대로(시흥IC),D-24,유입,0
20220325,금,시흥대로(시흥IC),D-24,유입,0
20220326,토,시흥대로(시흥IC),D-24,유입,0
20220327,일,시흥대로(시흥IC),D-24,유입,0
20220328,월,시흥대로(시흥IC),D-24,유입,0
20220329,화,시흥대로(시흥IC),D-24,유입,0
20220330,수,시흥대로(시흥IC),D-24,유입,0
20220331,목,시흥대로(시흥IC),D-24,유입,0
20220301,일,시흥대로(시흥IC),D-24,유출,53736
20220302,수,시흥대로(시흥IC),D-24,유출,72310
20220303,목,시흥대로(시흥IC),D-24,유출,72274
20220304,금,시흥대로(시흥IC),D-24,유출,73596
20220305,토,시흥대로(시흥IC),D-24,유출,64140
20220306,일,시흥대로(시흥IC),D-24,유출,50642
20220307,월,시흥대로(시흥IC),D-24,유출,72878
20220308,화,시흥대로(시흥IC),D-24,유출,74400
20220309,일,시흥대로(시흥IC),D-24,유출,53646
20220310,목,시흥대로(시흥IC),D-24,유출,71274
20220311,금,시흥대로(시흥IC),D-24,유출,73446
20220312,토,시흥대로(시흥IC),D-24,유출,64970
20220313,일,시흥대로(시흥IC),D-24,유출,46390
20220314,월,시흥대로(시흥IC),D-24,유출,70690
20220315,화,시흥대로(시흥IC),D-24,유출,71168
20220316,수,시흥대로(시흥IC),D-24,유출,71760
20220317,목,시흥대로(시흥IC),D-24,유출,70828
20220318,금,시흥대로(시흥IC),D-24,유출,71492
20220319,토,시흥대로(시흥IC),D-24,유출,61322
20220320,일,시흥대로(시흥IC),D-24,유출,49954
20220321,월,시흥대로(시흥IC),D-24,유출,72206
20220322,화,시흥대로(시흥IC),D-24,유출,73802
20220323,수,시흥대로(시흥IC),D-24,유출,71014
20220324,목,시흥대로(시흥IC),D-24,유출,71972
20220325,금,시흥대로(시흥IC),D-24,유출,73366
20220326,토,시흥대로(시흥IC),D-24,유출,62752
20220327,일,시흥대로(시흥IC),D-24,유출,50786
20220328,월,시흥대로(시흥IC),D-24,유출,72392
20220329,화,시흥대로(시흥IC),D-24,유출,73284
20220330,수,시흥대로(시흥IC),D-24,유출,72520
20220331,목,시흥대로(시흥IC),D-24,유출,72510
20220301,일,영등포로(오목교),D-25,유입,41066
20220302,수,영등포로(오목교),D-25,유입,52908
20220303,목,영등포로(오목교),D-25,유입,53834
20220304,금,영등포로(오목교),D-25,유입,54878
20220305,토,영등포로(오목교),D-25,유입,50056
20220306,일,영등포로(오목교),D-25,유입,39228
20220307,월,영등포로(오목교),D-25,유입,53118
20220308,화,영등포로(오목교),D-25,유입,54310
20220309,일,영등포로(오목교),D-25,유입,42022
20220310,목,영등포로(오목교),D-25,유입,52442
20220311,금,영등포로(오목교),D-25,유입,54448
20220312,토,영등포로(오목교),D-25,유입,49372
20220313,일,영등포로(오목교),D-25,유입,36936
20220314,월,영등포로(오목교),D-25,유입,52550
20220315,화,영등포로(오목교),D-25,유입,52400
20220316,수,영등포로(오목교),D-25,유입,52994
20220317,목,영등포로(오목교),D-25,유입,52796
20220318,금,영등포로(오목교),D-25,유입,55042
20220319,토,영등포로(오목교),D-25,유입,49468
20220320,일,영등포로(오목교),D-25,유입,39790
20220321,월,영등포로(오목교),D-25,유입,53474
20220322,화,영등포로(오목교),D-25,유입,52936
20220323,수,영등포로(오목교),D-25,유입,52466
20220324,목,영등포로(오목교),D-25,유입,55030
20220325,금,영등포로(오목교),D-25,유입,55520
20220326,토,영등포로(오목교),D-25,유입,49958
20220327,일,영등포로(오목교),D-25,유입,39422
20220328,월,영등포로(오목교),D-25,유입,53252
20220329,화,영등포로(오목교),D-25,유입,54324
20220330,수,영등포로(오목교),D-25,유입,53890
20220331,목,영등포로(오목교),D-25,유입,55016
20220301,일,영등포로(오목교),D-25,유출,42050
20220302,수,영등포로(오목교),D-25,유출,52840
20220303,목,영등포로(오목교),D-25,유출,54942
20220304,금,영등포로(오목교),D-25,유출,55776
20220305,토,영등포로(오목교),D-25,유출,50408
20220306,일,영등포로(오목교),D-25,유출,39546
20220307,월,영등포로(오목교),D-25,유출,52982
20220308,화,영등포로(오목교),D-25,유출,55190
20220309,일,영등포로(오목교),D-25,유출,41568
20220310,목,영등포로(오목교),D-25,유출,52776
20220311,금,영등포로(오목교),D-25,유출,54992
20220312,토,영등포로(오목교),D-25,유출,50228
20220313,일,영등포로(오목교),D-25,유출,36038
20220314,월,영등포로(오목교),D-25,유출,52276
20220315,화,영등포로(오목교),D-25,유출,53556
20220316,수,영등포로(오목교),D-25,유출,53468
20220317,목,영등포로(오목교),D-25,유출,53654
20220318,금,영등포로(오목교),D-25,유출,54154
20220319,토,영등포로(오목교),D-25,유출,49416
20220320,일,영등포로(오목교),D-25,유출,39656
20220321,월,영등포로(오목교),D-25,유출,52790
20220322,화,영등포로(오목교),D-25,유출,52962
20220323,수,영등포로(오목교),D-25,유출,53218
20220324,목,영등포로(오목교),D-25,유출,53858
20220325,금,영등포로(오목교),D-25,유출,55126
20220326,토,영등포로(오목교),D-25,유출,50390
20220327,일,영등포로(오목교),D-25,유출,37792
20220328,월,영등포로(오목교),D-25,유출,52952
20220329,화,영등포로(오목교),D-25,유출,53714
20220330,수,영등포로(오목교),D-25,유출,53010
20220331,목,영등포로(오목교),D-25,유출,54412
20220301,일,시흥대로(구로디지털단지역),D-26,유입,0
20220302,수,시흥대로(구로디지털단지역),D-26,유입,0
20220303,목,시흥대로(구로디지털단지역),D-26,유입,0
20220304,금,시흥대로(구로디지털단지역),D-26,유입,0
20220305,토,시흥대로(구로디지털단지역),D-26,유입,0
20220306,일,시흥대로(구로디지털단지역),D-26,유입,0
20220307,월,시흥대로(구로디지털단지역),D-26,유입,45004
20220308,화,시흥대로(구로디지털단지역),D-26,유입,66216
20220309,일,시흥대로(구로디지털단지역),D-26,유입,51532
20220310,목,시흥대로(구로디지털단지역),D-26,유입,64038
20220311,금,시흥대로(구로디지털단지역),D-26,유입,68964
20220312,토,시흥대로(구로디지털단지역),D-26,유입,62730
20220313,일,시흥대로(구로디지털단지역),D-26,유입,45458
20220314,월,시흥대로(구로디지털단지역),D-26,유입,65084
20220315,화,시흥대로(구로디지털단지역),D-26,유입,66490
20220316,수,시흥대로(구로디지털단지역),D-26,유입,65544
20220317,목,시흥대로(구로디지털단지역),D-26,유입,65944
20220318,금,시흥대로(구로디지털단지역),D-26,유입,68710
20220319,토,시흥대로(구로디지털단지역),D-26,유입,58938
20220320,일,시흥대로(구로디지털단지역),D-26,유입,48032
20220321,월,시흥대로(구로디지털단지역),D-26,유입,65524
20220322,화,시흥대로(구로디지털단지역),D-26,유입,66158
20220323,수,시흥대로(구로디지털단지역),D-26,유입,65786
20220324,목,시흥대로(구로디지털단지역),D-26,유입,67294
20220325,금,시흥대로(구로디지털단지역),D-26,유입,68650
20220326,토,시흥대로(구로디지털단지역),D-26,유입,59932
20220327,일,시흥대로(구로디지털단지역),D-26,유입,49138
20220328,월,시흥대로(구로디지털단지역),D-26,유입,65776
20220329,화,시흥대로(구로디지털단지역),D-26,유입,66604
20220330,수,시흥대로(구로디지털단지역),D-26,유입,65924
20220331,목,시흥대로(구로디지털단지역),D-26,유입,66682
20220301,일,시흥대로(구로디지털단지역),D-26,유출,51002
20220302,수,시흥대로(구로디지털단지역),D-26,유출,64620
20220303,목,시흥대로(구로디지털단지역),D-26,유출,64374
20220304,금,시흥대로(구로디지털단지역),D-26,유출,66658
20220305,토,시흥대로(구로디지털단지역),D-26,유출,25162
20220306,일,시흥대로(구로디지털단지역),D-26,유출,45556
20220307,월,시흥대로(구로디지털단지역),D-26,유출,64376
20220308,화,시흥대로(구로디지털단지역),D-26,유출,65032
20220309,일,시흥대로(구로디지털단지역),D-26,유출,50950
20220310,목,시흥대로(구로디지털단지역),D-26,유출,63188
20220311,금,시흥대로(구로디지털단지역),D-26,유출,65476
