일자,요일,지점명,지점번호,방향,통행량
20220220,일,남산3호터널,A-22,유입,22818
20220221,월,남산3호터널,A-22,유입,28652
20220222,화,남산3호터널,A-22,유입,30760
20220223,수,남산3호터널,A-22,유입,30874
20220224,목,남산3호터널,A-22,유입,31184
20220225,금,남산3호터널,A-22,유입,31320
20220226,토,남산3호터널,A-22,유입,29170
20220227,일,남산3호터널,A-22,유입,23718
20220228,월,남산3호터널,A-22,유입,30030
20220201,일,남산3호터널,A-22,유출,16324
20220202,일,남산3호터널,A-22,유출,17136
20220203,목,남산3호터널,A-22,유출,24536
20220204,금,남산3호터널,A-22,유출,28544
20220205,토,남산3호터널,A-22,유출,25882
20220206,일,남산3호터널,A-22,유출,20918
20220207,월,남산3호터널,A-22,유출,27472
20220208,화,남산3호터널,A-22,유출,30164
20220209,수,남산3호터널,A-22,유출,29238
20220210,목,남산3호터널,A-22,유출,30736
20220211,금,남산3호터널,A-22,유출,29780
20220212,토,남산3호터널,A-22,유출,28224
20220213,일,남산3호터널,A-22,유출,23376
20220214,월,남산3호터널,A-22,유출,29118
20220215,화,남산3호터널,A-22,유출,29574
20220216,수,남산3호터널,A-22,유출,29432
20220217,목,남산3호터널,A-22,유출,30074
20220218,금,남산3호터널,A-22,유출,29778
20220219,토,남산3호터널,A-22,유출,28454
20220220,일,남산3호터널,A-22,유출,22756
20220221,월,남산3호터널,A-22,유출,27448
20220222,화,남산3호터널,A-22,유출,28764
20220223,수,남산3호터널,A-22,유출,28818
20220224,목,남산3호터널,A-22,유출,29094
20220225,금,남산3호터널,A-22,유출,30126
20220226,토,남산3호터널,A-22,유출,28398
20220227,일,남산3호터널,A-22,유출,24082
20220228,월,남산3호터널,A-22,유출,28534
20220201,일,소월로(회현역),A-23,유입,5318
20220202,일,소월로(회현역),A-23,유입,6666
20220203,목,소월로(회현역),A-23,유입,14612
20220204,금,소월로(회현역),A-23,유입,16604
20220205,토,소월로(회현역),A-23,유입,8554
20220206,일,소월로(회현역),A-23,유입,6498
20220207,월,소월로(회현역),A-23,유입,16396
20220208,화,소월로(회현역),A-23,유입,16650
20220209,수,소월로(회현역),A-23,유입,16828
20220210,목,소월로(회현역),A-23,유입,16968
20220211,금,소월로(회현역),A-23,유입,17294
20220212,토,소월로(회현역),A-23,유입,9382
20220213,일,소월로(회현역),A-23,유입,6826
20220214,월,소월로(회현역),A-23,유입,16780
20220215,화,소월로(회현역),A-23,유입,16796
20220216,수,소월로(회현역),A-23,유입,16642
20220217,목,소월로(회현역),A-23,유입,16686
20220218,금,소월로(회현역),A-23,유입,16824
20220219,토,소월로(회현역),A-23,유입,8970
20220220,일,소월로(회현역),A-23,유입,6460
20220221,월,소월로(회현역),A-23,유입,15372
20220222,화,소월로(회현역),A-23,유입,16050
20220223,수,소월로(회현역),A-23,유입,16312
20220224,목,소월로(회현역),A-23,유입,16240
20220225,금,소월로(회현역),A-23,유입,16526
20220226,토,소월로(회현역),A-23,유입,8538
20220227,일,소월로(회현역),A-23,유입,7726
20220228,월,소월로(회현역),A-23,유입,16320
20220201,일,소월로(회현역),A-23,유출,1278
20220202,일,소월로(회현역),A-23,유출,1436
20220203,목,소월로(회현역),A-23,유출,3868
20220204,금,소월로(회현역),A-23,유출,4592
20220205,토,소월로(회현역),A-23,유출,2244
20220206,일,소월로(회현역),A-23,유출,1388
20220207,월,소월로(회현역),A-23,유출,4548
20220208,화,소월로(회현역),A-23,유출,4790
20220209,수,소월로(회현역),A-23,유출,4664
20220210,목,소월로(회현역),A-23,유출,4844
20220211,금,소월로(회현역),A-23,유출,5290
20220212,토,소월로(회현역),A-23,유출,2730
20220213,일,소월로(회현역),A-23,유출,1552
20220214,월,소월로(회현역),A-23,유출,4370
20220215,화,소월로(회현역),A-23,유출,4662
20220216,수,소월로(회현역),A-23,유출,4714
20220217,목,소월로(회현역),A-23,유출,4538
20220218,금,소월로(회현역),A-23,유출,4912
20220219,토,소월로(회현역),A-23,유출,2558
20220220,일,소월로(회현역),A-23,유출,1558
20220221,월,소월로(회현역),A-23,유출,4374
20220222,화,소월로(회현역),A-23,유출,4382
20220223,수,소월로(회현역),A-23,유출,4516
20220224,목,소월로(회현역),A-23,유출,4626
20220225,금,소월로(회현역),A-23,유출,4730
20220226,토,소월로(회현역),A-23,유출,2374
20220227,일,소월로(회현역),A-23,유출,1586
20220228,월,소월로(회현역),A-23,유출,4208
20220201,일,소파로(숭의여자대학교),A-24,유입,3594
20220202,일,소파로(숭의여자대학교),A-24,유입,4036
20220203,목,소파로(숭의여자대학교),A-24,유입,6072
20220204,금,소파로(숭의여자대학교),A-24,유입,6528
20220205,토,소파로(숭의여자대학교),A-24,유입,4202
20220206,일,소파로(숭의여자대학교),A-24,유입,3820
20220207,월,소파로(숭의여자대학교),A-24,유입,6282
20220208,화,소파로(숭의여자대학교),A-24,유입,6628
20220209,수,소파로(숭의여자대학교),A-24,유입,6514
20220210,목,소파로(숭의여자대학교),A-24,유입,6714
20220211,금,소파로(숭의여자대학교),A-24,유입,6672
20220212,토,소파로(숭의여자대학교),A-24,유입,4626
20220213,일,소파로(숭의여자대학교),A-24,유입,4340
20220214,월,소파로(숭의여자대학교),A-24,유입,6556
20220215,화,소파로(숭의여자대학교),A-24,유입,6592
20220216,수,소파로(숭의여자대학교),A-24,유입,6142
20220217,목,소파로(숭의여자대학교),A-24,유입,5828
20220218,금,소파로(숭의여자대학교),A-24,유입,6088
20220219,토,소파로(숭의여자대학교),A-24,유입,4562
20220220,일,소파로(숭의여자대학교),A-24,유입,3964
20220221,월,소파로(숭의여자대학교),A-24,유입,5648
20220222,화,소파로(숭의여자대학교),A-24,유입,5758
20220223,수,소파로(숭의여자대학교),A-24,유입,6102
20220224,목,소파로(숭의여자대학교),A-24,유입,5862
20220225,금,소파로(숭의여자대학교),A-24,유입,3868
20220226,토,소파로(숭의여자대학교),A-24,유입,0
20220227,일,소파로(숭의여자대학교),A-24,유입,0
20220228,월,소파로(숭의여자대학교),A-24,유입,0
20220201,일,소파로(숭의여자대학교),A-24,유출,6432
20220202,일,소파로(숭의여자대학교),A-24,유출,7524
20220203,목,소파로(숭의여자대학교),A-24,유출,10448
20220204,금,소파로(숭의여자대학교),A-24,유출,11220
20220205,토,소파로(숭의여자대학교),A-24,유출,8488
20220206,일,소파로(숭의여자대학교),A-24,유출,7196
20220207,월,소파로(숭의여자대학교),A-24,유출,10836
20220208,화,소파로(숭의여자대학교),A-24,유출,11540
20220209,수,소파로(숭의여자대학교),A-24,유출,11392
20220210,목,소파로(숭의여자대학교),A-24,유출,11188
20220211,금,소파로(숭의여자대학교),A-24,유출,11704
20220212,토,소파로(숭의여자대학교),A-24,유출,9606
20220213,일,소파로(숭의여자대학교),A-24,유출,7818
20220214,월,소파로(숭의여자대학교),A-24,유출,11046
20220215,화,소파로(숭의여자대학교),A-24,유출,11106
20220216,수,소파로(숭의여자대학교),A-24,유출,10522
20220217,목,소파로(숭의여자대학교),A-24,유출,10388
20220218,금,소파로(숭의여자대학교),A-24,유출,10978
20220219,토,소파로(숭의여자대학교),A-24,유출,9074
20220220,일,소파로(숭의여자대학교),A-24,유출,7478
20220221,월,소파로(숭의여자대학교),A-24,유출,9944
20220222,화,소파로(숭의여자대학교),A-24,유출,10488
20220223,수,소파로(숭의여자대학교),A-24,유출,10254
20220224,목,소파로(숭의여자대학교),A-24,유출,10398
20220225,금,소파로(숭의여자대학교),A-24,유출,5194
20220226,토,소파로(숭의여자대학교),A-24,유출,0
20220227,일,소파로(숭의여자대학교),A-24,유출,0
20220228,월,소파로(숭의여자대학교),A-24,유출,0
20220201,일,도봉로(도봉산역),B-01,유입,35836
20220202,일,도봉로(도봉산역),B-01,유입,34318
20220203,목,도봉로(도봉산역),B-01,유입,48476
20220204,금,도봉로(도봉산역),B-01,유입,51408
20220205,토,도봉로(도봉산역),B-01,유입,43664
20220206,일,도봉로(도봉산역),B-01,유입,34790
20220207,월,도봉로(도봉산역),B-01,유입,50008
20220208,화,도봉로(도봉산역),B-01,유입,50236
20220209,수,도봉로(도봉산역),B-01,유입,50226
20220210,목,도봉로(도봉산역),B-01,유입,50676
20220211,금,도봉로(도봉산역),B-01,유입,51732
20220212,토,도봉로(도봉산역),B-01,유입,45486
20220213,일,도봉로(도봉산역),B-01,유입,36490
20220214,월,도봉로(도봉산역),B-01,유입,50360
20220215,화,도봉로(도봉산역),B-01,유입,50458
20220216,수,도봉로(도봉산역),B-01,유입,49800
20220217,목,도봉로(도봉산역),B-01,유입,49972
20220218,금,도봉로(도봉산역),B-01,유입,51654
20220219,토,도봉로(도봉산역),B-01,유입,46236
20220220,일,도봉로(도봉산역),B-01,유입,35190
20220221,월,도봉로(도봉산역),B-01,유입,49266
20220222,화,도봉로(도봉산역),B-01,유입,50616
20220223,수,도봉로(도봉산역),B-01,유입,50216
20220224,목,도봉로(도봉산역),B-01,유입,50748
20220225,금,도봉로(도봉산역),B-01,유입,51632
20220226,토,도봉로(도봉산역),B-01,유입,44656
20220227,일,도봉로(도봉산역),B-01,유입,35828
20220228,월,도봉로(도봉산역),B-01,유입,49378
20220201,일,도봉로(도봉산역),B-01,유출,34138
20220202,일,도봉로(도봉산역),B-01,유출,32700
20220203,목,도봉로(도봉산역),B-01,유출,44196
20220204,금,도봉로(도봉산역),B-01,유출,46082
20220205,토,도봉로(도봉산역),B-01,유출,40102
20220206,일,도봉로(도봉산역),B-01,유출,31934
20220207,월,도봉로(도봉산역),B-01,유출,46336
20220208,화,도봉로(도봉산역),B-01,유출,45876
20220209,수,도봉로(도봉산역),B-01,유출,45136
20220210,목,도봉로(도봉산역),B-01,유출,45210
20220211,금,도봉로(도봉산역),B-01,유출,46950
20220212,토,도봉로(도봉산역),B-01,유출,41238
20220213,일,도봉로(도봉산역),B-01,유출,33950
20220214,월,도봉로(도봉산역),B-01,유출,45290
20220215,화,도봉로(도봉산역),B-01,유출,45370
20220216,수,도봉로(도봉산역),B-01,유출,44164
20220217,목,도봉로(도봉산역),B-01,유출,45098
20220218,금,도봉로(도봉산역),B-01,유출,46080
20220219,토,도봉로(도봉산역),B-01,유출,42032
20220220,일,도봉로(도봉산역),B-01,유출,32746
20220221,월,도봉로(도봉산역),B-01,유출,44974
20220222,화,도봉로(도봉산역),B-01,유출,45378
20220223,수,도봉로(도봉산역),B-01,유출,44792
20220224,목,도봉로(도봉산역),B-01,유출,45026
20220225,금,도봉로(도봉산역),B-01,유출,45316
20220226,토,도봉로(도봉산역),B-01,유출,40300
20220227,일,도봉로(도봉산역),B-01,유출,32852
20220228,월,도봉로(도봉산역),B-01,유출,43790
20220201,일,동일로(의정부IC),B-02,유입,73178
20220202,일,동일로(의정부IC),B-02,유입,60568
20220203,목,동일로(의정부IC),B-02,유입,75144
20220204,금,동일로(의정부IC),B-02,유입,82434
20220205,토,동일로(의정부IC),B-02,유입,74304
20220206,일,동일로(의정부IC),B-02,유입,58366
20220207,월,동일로(의정부IC),B-02,유입,78254
20220208,화,동일로(의정부IC),B-02,유입,81090
20220209,수,동일로(의정부IC),B-02,유입,82740
20220210,목,동일로(의정부IC),B-02,유입,82202
20220211,금,동일로(의정부IC),B-02,유입,86156
20220212,토,동일로(의정부IC),B-02,유입,79192
20220213,일,동일로(의정부IC),B-02,유입,64254
20220214,월,동일로(의정부IC),B-02,유입,80486
20220215,화,동일로(의정부IC),B-02,유입,80456
20220216,수,동일로(의정부IC),B-02,유입,79248
20220217,목,동일로(의정부IC),B-02,유입,81224
20220218,금,동일로(의정부IC),B-02,유입,84996
20220219,토,동일로(의정부IC),B-02,유입,79040
20220220,일,동일로(의정부IC),B-02,유입,63266
20220221,월,동일로(의정부IC),B-02,유입,77740
20220222,화,동일로(의정부IC),B-02,유입,78532
20220223,수,동일로(의정부IC),B-02,유입,79826
20220224,목,동일로(의정부IC),B-02,유입,81554
20220225,금,동일로(의정부IC),B-02,유입,85472
20220226,토,동일로(의정부IC),B-02,유입,79586
20220227,일,동일로(의정부IC),B-02,유입,69422
20220228,월,동일로(의정부IC),B-02,유입,82756
20220201,일,동일로(의정부IC),B-02,유출,70108
20220202,일,동일로(의정부IC),B-02,유출,60360
20220203,목,동일로(의정부IC),B-02,유출,74366
20220204,금,동일로(의정부IC),B-02,유출,79990
20220205,토,동일로(의정부IC),B-02,유출,73286
20220206,일,동일로(의정부IC),B-02,유출,58300
20220207,월,동일로(의정부IC),B-02,유출,79020
20220208,화,동일로(의정부IC),B-02,유출,80534
20220209,수,동일로(의정부IC),B-02,유출,80528
20220210,목,동일로(의정부IC),B-02,유출,80774
20220211,금,동일로(의정부IC),B-02,유출,85810
20220212,토,동일로(의정부IC),B-02,유출,80594
20220213,일,동일로(의정부IC),B-02,유출,64852
20220214,월,동일로(의정부IC),B-02,유출,79612
20220215,화,동일로(의정부IC),B-02,유출,79662
20220216,수,동일로(의정부IC),B-02,유출,78220
20220217,목,동일로(의정부IC),B-02,유출,78822
20220218,금,동일로(의정부IC),B-02,유출,83112
20220219,토,동일로(의정부IC),B-02,유출,79498
20220220,일,동일로(의정부IC),B-02,유출,62066
20220221,월,동일로(의정부IC),B-02,유출,79482
20220222,화,동일로(의정부IC),B-02,유출,80742
20220223,수,동일로(의정부IC),B-02,유출,78984
20220224,목,동일로(의정부IC),B-02,유출,81482
20220225,금,동일로(의정부IC),B-02,유출,82416
20220226,토,동일로(의정부IC),B-02,유출,78958
20220227,일,동일로(의정부IC),B-02,유출,70442
20220228,월,동일로(의정부IC),B-02,유출,83412
20220201,일,아차산로(워커힐),B-03,유입,0
20220202,일,아차산로(워커힐),B-03,유입,0
20220203,목,아차산로(워커힐),B-03,유입,0
20220204,금,아차산로(워커힐),B-03,유입,0
20220205,토,아차산로(워커힐),B-03,유입,0
20220206,일,아차산로(워커힐),B-03,유입,0
20220207,월,아차산로(워커힐),B-03,유입,6116
20220208,화,아차산로(워커힐),B-03,유입,26276
20220209,수,아차산로(워커힐),B-03,유입,26326
20220210,목,아차산로(워커힐),B-03,유입,27246
20220211,금,아차산로(워커힐),B-03,유입,27016
20220212,토,아차산로(워커힐),B-03,유입,21858
20220213,일,아차산로(워커힐),B-03,유입,17340
20220214,월,아차산로(워커힐),B-03,유입,28140
20220215,화,아차산로(워커힐),B-03,유입,26930
20220216,수,아차산로(워커힐),B-03,유입,25634
20220217,목,아차산로(워커힐),B-03,유입,27128
20220218,금,아차산로(워커힐),B-03,유입,27268
20220219,토,아차산로(워커힐),B-03,유입,21136
20220220,일,아차산로(워커힐),B-03,유입,16594
20220221,월,아차산로(워커힐),B-03,유입,26904
20220222,화,아차산로(워커힐),B-03,유입,26788
20220223,수,아차산로(워커힐),B-03,유입,26502
20220224,목,아차산로(워커힐),B-03,유입,26892
20220225,금,아차산로(워커힐),B-03,유입,26936
20220226,토,아차산로(워커힐),B-03,유입,20996
20220227,일,아차산로(워커힐),B-03,유입,17460
20220228,월,아차산로(워커힐),B-03,유입,25754
20220201,일,아차산로(워커힐),B-03,유출,0
20220202,일,아차산로(워커힐),B-03,유출,0
20220203,목,아차산로(워커힐),B-03,유출,0
20220204,금,아차산로(워커힐),B-03,유출,0
20220205,토,아차산로(워커힐),B-03,유출,0
20220206,일,아차산로(워커힐),B-03,유출,0
20220207,월,아차산로(워커힐),B-03,유출,9912
20220208,화,아차산로(워커힐),B-03,유출,24340
20220209,수,아차산로(워커힐),B-03,유출,23970
20220210,목,아차산로(워커힐),B-03,유출,24940
20220211,금,아차산로(워커힐),B-03,유출,27062
20220212,토,아차산로(워커힐),B-03,유출,24194
20220213,일,아차산로(워커힐),B-03,유출,18136
20220214,월,아차산로(워커힐),B-03,유출,24666
20220215,화,아차산로(워커힐),B-03,유출,23858
20220216,수,아차산로(워커힐),B-03,유출,23704
20220217,목,아차산로(워커힐),B-03,유출,24190
20220218,금,아차산로(워커힐),B-03,유출,26262
20220219,토,아차산로(워커힐),B-03,유출,23950
20220220,일,아차산로(워커힐),B-03,유출,17634
20220221,월,아차산로(워커힐),B-03,유출,23422
20220222,화,아차산로(워커힐),B-03,유출,24274
20220223,수,아차산로(워커힐),B-03,유출,24060
20220224,목,아차산로(워커힐),B-03,유출,24572
20220225,금,아차산로(워커힐),B-03,유출,25786
20220226,토,아차산로(워커힐),B-03,유출,21792
20220227,일,아차산로(워커힐),B-03,유출,18274
20220228,월,아차산로(워커힐),B-03,유출,24242
20220201,일,망우로(망우리공원),B-04,유입,21194
20220202,일,망우로(망우리공원),B-04,유입,20922
20220203,목,망우로(망우리공원),B-04,유입,30088
20220204,금,망우로(망우리공원),B-04,유입,33610
20220205,토,망우로(망우리공원),B-04,유입,28282
20220206,일,망우로(망우리공원),B-04,유입,21770
20220207,월,망우로(망우리공원),B-04,유입,32732
20220208,화,망우로(망우리공원),B-04,유입,32414
20220209,수,망우로(망우리공원),B-04,유입,31850
20220210,목,망우로(망우리공원),B-04,유입,31942
20220211,금,망우로(망우리공원),B-04,유입,33140
20220212,토,망우로(망우리공원),B-04,유입,30106
20220213,일,망우로(망우리공원),B-04,유입,23296
20220214,월,망우로(망우리공원),B-04,유입,32580
20220215,화,망우로(망우리공원),B-04,유입,31312
20220216,수,망우로(망우리공원),B-04,유입,31226
20220217,목,망우로(망우리공원),B-04,유입,31036
20220218,금,망우로(망우리공원),B-04,유입,33308
20220219,토,망우로(망우리공원),B-04,유입,30486
20220220,일,망우로(망우리공원),B-04,유입,23364
20220221,월,망우로(망우리공원),B-04,유입,31270
20220222,화,망우로(망우리공원),B-04,유입,31532
20220223,수,망우로(망우리공원),B-04,유입,31736
20220224,목,망우로(망우리공원),B-04,유입,31556
20220225,금,망우로(망우리공원),B-04,유입,32976
20220226,토,망우로(망우리공원),B-04,유입,29472
20220227,일,망우로(망우리공원),B-04,유입,23038
20220228,월,망우로(망우리공원),B-04,유입,32832
20220201,일,망우로(망우리공원),B-04,유출,18446
20220202,일,망우로(망우리공원),B-04,유출,18366
20220203,목,망우로(망우리공원),B-04,유출,26250
20220204,금,망우로(망우리공원),B-04,유출,28522
20220205,토,망우로(망우리공원),B-04,유출,24884
20220206,일,망우로(망우리공원),B-04,유출,19238
20220207,월,망우로(망우리공원),B-04,유출,26962
20220208,화,망우로(망우리공원),B-04,유출,27720
20220209,수,망우로(망우리공원),B-04,유출,27528
20220210,목,망우로(망우리공원),B-04,유출,27678
20220211,금,망우로(망우리공원),B-04,유출,28876
20220212,토,망우로(망우리공원),B-04,유출,26518
20220213,일,망우로(망우리공원),B-04,유출,20448
20220214,월,망우로(망우리공원),B-04,유출,27486
20220215,화,망우로(망우리공원),B-04,유출,27280
20220216,수,망우로(망우리공원),B-04,유출,27068
20220217,목,망우로(망우리공원),B-04,유출,26766
20220218,금,망우로(망우리공원),B-04,유출,28818
20220219,토,망우로(망우리공원),B-04,유출,26734
20220220,일,망우로(망우리공원),B-04,유출,20452
20220221,월,망우로(망우리공원),B-04,유출,26604
20220222,화,망우로(망우리공원),B-04,유출,27072
20220223,수,망우로(망우리공원),B-04,유출,27410
20220224,목,망우로(망우리공원),B-04,유출,27624
20220225,금,망우로(망우리공원),B-04,유출,28522
20220226,토,망우로(망우리공원),B-04,유출,25974
20220227,일,망우로(망우리공원),B-04,유출,20666
20220228,월,망우로(망우리공원),B-04,유출,28130
20220201,일,경춘북로(중랑경찰서),B-05,유입,32252
20220202,일,경춘북로(중랑경찰서),B-05,유입,29832
20220203,목,경춘북로(중랑경찰서),B-05,유입,44376
20220204,금,경춘북로(중랑경찰서),B-05,유입,46076
20220205,토,경춘북로(중랑경찰서),B-05,유입,39326
20220206,일,경춘북로(중랑경찰서),B-05,유입,31820
20220207,월,경춘북로(중랑경찰서),B-05,유입,46478
20220208,화,경춘북로(중랑경찰서),B-05,유입,46210
20220209,수,경춘북로(중랑경찰서),B-05,유입,46306
20220210,목,경춘북로(중랑경찰서),B-05,유입,46736
20220211,금,경춘북로(중랑경찰서),B-05,유입,46974
20220212,토,경춘북로(중랑경찰서),B-05,유입,40192
20220213,일,경춘북로(중랑경찰서),B-05,유입,34838
20220214,월,경춘북로(중랑경찰서),B-05,유입,46428
20220215,화,경춘북로(중랑경찰서),B-05,유입,45870
20220216,수,경춘북로(중랑경찰서),B-05,유입,45356
20220217,목,경춘북로(중랑경찰서),B-05,유입,45882
20220218,금,경춘북로(중랑경찰서),B-05,유입,46858
20220219,토,경춘북로(중랑경찰서),B-05,유입,40154
20220220,일,경춘북로(중랑경찰서),B-05,유입,33672
20220221,월,경춘북로(중랑경찰서),B-05,유입,45450
20220222,화,경춘북로(중랑경찰서),B-05,유입,45838
20220223,수,경춘북로(중랑경찰서),B-05,유입,45086
20220224,목,경춘북로(중랑경찰서),B-05,유입,45550
20220225,금,경춘북로(중랑경찰서),B-05,유입,46320
20220226,토,경춘북로(중랑경찰서),B-05,유입,39512
20220227,일,경춘북로(중랑경찰서),B-05,유입,34688
20220228,월,경춘북로(중랑경찰서),B-05,유입,46714
20220201,일,경춘북로(중랑경찰서),B-05,유출,28954
20220202,일,경춘북로(중랑경찰서),B-05,유출,27754
20220203,목,경춘북로(중랑경찰서),B-05,유출,43338
20220204,금,경춘북로(중랑경찰서),B-05,유출,46370
20220205,토,경춘북로(중랑경찰서),B-05,유출,38692
20220206,일,경춘북로(중랑경찰서),B-05,유출,29642
20220207,월,경춘북로(중랑경찰서),B-05,유출,44888
20220208,화,경춘북로(중랑경찰서),B-05,유출,45838
20220209,수,경춘북로(중랑경찰서),B-05,유출,45720
20220210,목,경춘북로(중랑경찰서),B-05,유출,45832
20220211,금,경춘북로(중랑경찰서),B-05,유출,47066
20220212,토,경춘북로(중랑경찰서),B-05,유출,39674
20220213,일,경춘북로(중랑경찰서),B-05,유출,31974
20220214,월,경춘북로(중랑경찰서),B-05,유출,45034
20220215,화,경춘북로(중랑경찰서),B-05,유출,45196
20220216,수,경춘북로(중랑경찰서),B-05,유출,44658
20220217,목,경춘북로(중랑경찰서),B-05,유출,45064
20220218,금,경춘북로(중랑경찰서),B-05,유출,46836
20220219,토,경춘북로(중랑경찰서),B-05,유출,39750
20220220,일,경춘북로(중랑경찰서),B-05,유출,31098
20220221,월,경춘북로(중랑경찰서),B-05,유출,44468
20220222,화,경춘북로(중랑경찰서),B-05,유출,44968
20220223,수,경춘북로(중랑경찰서),B-05,유출,44462
20220224,목,경춘북로(중랑경찰서),B-05,유출,45306
20220225,금,경춘북로(중랑경찰서),B-05,유출,46628
20220226,토,경춘북로(중랑경찰서),B-05,유출,37924
20220227,일,경춘북로(중랑경찰서),B-05,유출,31792
20220228,월,경춘북로(중랑경찰서),B-05,유출,45684
20220201,일,화랑로(조선왕릉),B-06,유입,34002
20220202,일,화랑로(조선왕릉),B-06,유입,29886
20220203,목,화랑로(조선왕릉),B-06,유입,43590
20220204,금,화랑로(조선왕릉),B-06,유입,46924
20220205,토,화랑로(조선왕릉),B-06,유입,39050
20220206,일,화랑로(조선왕릉),B-06,유입,32468
20220207,월,화랑로(조선왕릉),B-06,유입,45492
20220208,화,화랑로(조선왕릉),B-06,유입,44250
20220209,수,화랑로(조선왕릉),B-06,유입,45416
20220210,목,화랑로(조선왕릉),B-06,유입,46102
20220211,금,화랑로(조선왕릉),B-06,유입,46446
20220212,토,화랑로(조선왕릉),B-06,유입,41340
20220213,일,화랑로(조선왕릉),B-06,유입,35656
20220214,월,화랑로(조선왕릉),B-06,유입,44300
20220215,화,화랑로(조선왕릉),B-06,유입,44408
20220216,수,화랑로(조선왕릉),B-06,유입,45442
20220217,목,화랑로(조선왕릉),B-06,유입,46620
20220218,금,화랑로(조선왕릉),B-06,유입,47866
20220219,토,화랑로(조선왕릉),B-06,유입,40580
20220220,일,화랑로(조선왕릉),B-06,유입,34130
20220221,월,화랑로(조선왕릉),B-06,유입,43780
20220222,화,화랑로(조선왕릉),B-06,유입,45448
20220223,수,화랑로(조선왕릉),B-06,유입,46140
20220224,목,화랑로(조선왕릉),B-06,유입,47180
20220225,금,화랑로(조선왕릉),B-06,유입,45904
20220226,토,화랑로(조선왕릉),B-06,유입,38542
20220227,일,화랑로(조선왕릉),B-06,유입,35934
20220228,월,화랑로(조선왕릉),B-06,유입,45096
20220201,일,화랑로(조선왕릉),B-06,유출,31954
20220202,일,화랑로(조선왕릉),B-06,유출,30760
20220203,목,화랑로(조선왕릉),B-06,유출,43698
20220204,금,화랑로(조선왕릉),B-06,유출,46234
20220205,토,화랑로(조선왕릉),B-06,유출,41154
20220206,일,화랑로(조선왕릉),B-06,유출,33428
20220207,월,화랑로(조선왕릉),B-06,유출,45870
20220208,화,화랑로(조선왕릉),B-06,유출,45372
20220209,수,화랑로(조선왕릉),B-06,유출,46640
20220210,목,화랑로(조선왕릉),B-06,유출,47064
20220211,금,화랑로(조선왕릉),B-06,유출,48214
20220212,토,화랑로(조선왕릉),B-06,유출,44174
20220213,일,화랑로(조선왕릉),B-06,유출,37342
20220214,월,화랑로(조선왕릉),B-06,유출,45568
20220215,화,화랑로(조선왕릉),B-06,유출,45858
20220216,수,화랑로(조선왕릉),B-06,유출,45398
20220217,목,화랑로(조선왕릉),B-06,유출,45488
20220218,금,화랑로(조선왕릉),B-06,유출,46906
20220219,토,화랑로(조선왕릉),B-06,유출,43524
20220220,일,화랑로(조선왕릉),B-06,유출,35134
20220221,월,화랑로(조선왕릉),B-06,유출,45402
20220222,화,화랑로(조선왕릉),B-06,유출,46392
20220223,수,화랑로(조선왕릉),B-06,유출,45696
20220224,목,화랑로(조선왕릉),B-06,유출,46992
20220225,금,화랑로(조선왕릉),B-06,유출,47564
20220226,토,화랑로(조선왕릉),B-06,유출,42808
20220227,일,화랑로(조선왕릉),B-06,유출,36938
20220228,월,화랑로(조선왕릉),B-06,유출,46492
20220201,일,북부간선도로(신내IC),B-07,유입,0
20220202,일,북부간선도로(신내IC),B-07,유입,0
20220203,목,북부간선도로(신내IC),B-07,유입,0
20220204,금,북부간선도로(신내IC),B-07,유입,0
20220205,토,북부간선도로(신내IC),B-07,유입,0
20220206,일,북부간선도로(신내IC),B-07,유입,0
20220207,월,북부간선도로(신내IC),B-07,유입,0
20220208,화,북부간선도로(신내IC),B-07,유입,0
20220209,수,북부간선도로(신내IC),B-07,유입,0
20220210,목,북부간선도로(신내IC),B-07,유입,0
20220211,금,북부간선도로(신내IC),B-07,유입,51234
20220212,토,북부간선도로(신내IC),B-07,유입,121690
20220213,일,북부간선도로(신내IC),B-07,유입,104502
20220214,월,북부간선도로(신내IC),B-07,유입,116852
20220215,화,북부간선도로(신내IC),B-07,유입,118114
20220216,수,북부간선도로(신내IC),B-07,유입,123028
20220217,목,북부간선도로(신내IC),B-07,유입,124298
20220218,금,북부간선도로(신내IC),B-07,유입,122372
20220219,토,북부간선도로(신내IC),B-07,유입,121440
20220220,일,북부간선도로(신내IC),B-07,유입,107824
20220221,월,북부간선도로(신내IC),B-07,유입,121778
20220222,화,북부간선도로(신내IC),B-07,유입,125436
20220223,수,북부간선도로(신내IC),B-07,유입,122580
20220224,목,북부간선도로(신내IC),B-07,유입,123464
20220225,금,북부간선도로(신내IC),B-07,유입,131232
20220226,토,북부간선도로(신내IC),B-07,유입,120408
20220227,일,북부간선도로(신내IC),B-07,유입,111806
20220228,월,북부간선도로(신내IC),B-07,유입,128564
20220201,일,북부간선도로(신내IC),B-07,유출,91814
20220202,일,북부간선도로(신내IC),B-07,유출,86684
20220203,목,북부간선도로(신내IC),B-07,유출,107156
20220204,금,북부간선도로(신내IC),B-07,유출,109262
20220205,토,북부간선도로(신내IC),B-07,유출,100388
20220206,일,북부간선도로(신내IC),B-07,유출,92554
20220207,월,북부간선도로(신내IC),B-07,유출,111586
20220208,화,북부간선도로(신내IC),B-07,유출,113482
20220209,수,북부간선도로(신내IC),B-07,유출,111168
