집계일자,집계시,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220404,00,1,2,18,0,640,39,46,54,112,32,923,
20220404,00,1,2,34,0,671,13,13,18,32,24,771,
20220404,00,1,2,28,0,523,9,6,4,4,32,578,
20220404,00,1,2,37,0,79,1,2,8,7,8,105,
20220404,00,1,2,48,0,233,7,4,5,11,10,270,
20220404,00,1,2,49,0,289,17,6,14,4,13,343,
20220404,00,1,2,46,0,64,0,0,3,10,3,80,
20220404,00,1,2,08,0,539,14,15,4,29,31,632,
20220404,00,1,2,08,1,6,0,0,0,0,0,6,
20220404,00,1,2,10,0,760,15,25,24,13,39,876,
20220404,00,1,2,10,1,52,2,0,1,0,1,56,
20220404,00,1,2,11,0,878,31,29,29,14,51,1032,
20220404,00,1,2,44,0,471,28,19,14,39,29,600,
20220404,00,1,2,44,1,17,0,0,0,1,1,19,
20220404,00,1,2,27,1,235,2,1,2,1,14,255,
20220404,00,1,2,26,1,139,0,0,0,0,6,145,
20220404,00,1,2,43,1,400,18,1,6,9,14,448,
20220404,01,0,1,00,0,1321,69,80,272,68,11,1821,
20220404,01,0,1,00,1,374,16,15,35,9,34,483,
20220404,01,0,1,01,0,18,0,2,5,0,0,25,
20220404,01,0,1,45,0,5,0,0,2,1,0,8,
20220404,01,0,1,02,0,39,2,2,3,1,0,47,
20220404,01,0,1,18,0,34,5,0,5,2,0,46,
20220404,01,0,1,34,0,10,0,2,5,1,0,18,
20220404,01,0,1,28,0,45,0,0,0,0,2,47,
20220404,01,0,1,37,0,14,0,1,9,1,0,25,
20220404,01,0,1,48,0,2,1,0,0,0,1,4,
20220404,01,0,1,49,0,6,0,0,0,0,0,6,
20220404,01,0,1,46,0,1,0,0,0,0,0,1,
20220404,01,0,1,08,0,44,2,4,4,3,4,61,
20220404,01,0,1,08,1,6,0,0,0,0,0,6,
20220404,01,0,1,10,0,47,0,1,3,0,2,53,
20220404,01,0,1,10,1,7,0,0,0,0,2,9,
20220404,01,0,1,11,0,56,0,4,6,2,0,68,
20220404,01,0,1,44,0,40,3,1,7,3,3,57,
20220404,01,0,1,44,1,2,0,0,0,0,1,3,
20220404,01,0,1,42,1,25,2,3,1,1,2,34,
20220404,01,0,1,26,1,27,0,3,1,0,3,34,
20220404,01,0,1,43,1,3,0,0,0,1,1,5,
20220404,01,0,2,00,0,6972,1226,553,861,1164,302,11078,
20220404,01,0,2,00,1,2224,248,80,127,185,113,2977,
20220404,01,0,2,01,0,975,44,82,163,179,33,1476,
20220404,01,0,2,45,0,210,15,26,52,84,10,397,
20220404,01,0,2,02,0,384,52,16,42,70,19,583,
20220404,01,0,2,18,0,248,47,78,56,70,15,514,
20220404,01,0,2,34,0,264,21,14,19,34,17,369,
20220404,01,0,2,28,0,171,24,4,3,4,8,214,
20220404,01,0,2,37,0,33,8,2,3,31,4,81,
20220404,01,0,2,48,0,123,10,7,2,13,1,156,
20220404,01,0,2,49,0,133,21,11,17,9,2,193,
20220404,01,0,2,46,0,14,2,0,5,7,3,31,
20220404,01,0,2,08,0,168,9,4,6,32,13,232,
20220404,01,0,2,08,1,3,0,0,0,0,0,3,
20220404,01,0,2,10,0,328,29,17,36,14,13,437,
20220404,01,0,2,10,1,15,0,1,0,2,0,18,
20220404,01,0,2,11,0,306,78,22,33,16,8,463,
20220404,01,0,2,24,1,6,3,0,0,0,0,9,
20220404,01,0,2,44,0,248,15,14,22,55,15,369,
20220404,01,0,2,44,1,13,0,0,0,0,1,14,
20220404,01,0,2,27,1,85,1,2,0,1,6,95,
20220404,01,0,2,26,1,42,0,0,0,0,5,47,
20220404,01,0,2,43,1,23,2,0,0,0,1,26,
20220404,01,1,1,00,0,1929,83,53,216,59,204,2544,
20220404,01,1,1,00,1,458,16,18,44,24,45,605,
20220404,01,1,1,01,0,29,1,0,6,2,2,40,
20220404,01,1,1,45,0,4,0,0,0,0,0,4,
20220404,01,1,1,02,0,36,1,0,2,1,6,46,
20220404,01,1,1,18,0,33,4,0,9,8,2,56,
20220404,01,1,1,34,0,23,2,1,3,0,3,32,
20220404,01,1,1,28,0,59,0,0,1,0,7,67,
20220404,01,1,1,37,0,12,0,0,0,1,2,15,
20220404,01,1,1,48,0,4,0,0,1,0,2,7,
20220404,01,1,1,49,0,7,1,0,0,0,0,8,
20220404,01,1,1,46,0,3,0,0,0,0,0,3,
20220404,01,1,1,08,0,61,1,2,4,2,2,72,
20220404,01,1,1,08,1,5,0,0,0,0,0,5,
20220404,01,1,1,10,0,59,1,2,3,0,3,68,
20220404,01,1,1,10,1,7,1,1,0,0,0,9,
20220404,01,1,1,11,0,74,1,3,3,2,3,86,
20220404,01,1,1,24,1,5,2,0,0,0,0,7,
20220404,01,1,1,44,0,49,2,1,6,2,5,65,
20220404,01,1,1,42,1,28,4,0,3,2,1,38,
20220404,01,1,1,26,1,37,3,0,0,0,2,42,
20220404,01,1,1,43,1,33,2,1,2,4,3,45,
20220404,01,1,2,00,0,10032,1181,577,845,914,419,13968,
20220404,01,1,2,00,1,2707,235,95,154,216,120,3527,
20220404,01,1,2,01,0,1044,39,77,151,184,33,1528,
20220404,01,1,2,45,0,223,12,29,50,78,8,400,
20220404,01,1,2,02,0,438,37,15,43,72,24,629,
20220404,01,1,2,18,0,340,40,55,53,111,15,614,
20220404,01,1,2,34,0,331,16,14,19,33,21,434,
20220404,01,1,2,28,0,232,25,1,2,6,9,275,
20220404,01,1,2,37,0,43,4,3,2,8,6,66,
20220404,01,1,2,48,0,145,10,7,3,12,4,181,
20220404,01,1,2,49,0,149,18,8,21,7,3,206,
20220404,01,1,2,46,0,26,3,2,7,8,4,50,
20220404,01,1,2,08,0,261,22,5,8,28,12,336,
20220404,01,1,2,08,1,6,0,1,0,0,0,7,
20220404,01,1,2,10,0,400,25,17,33,10,23,508,
20220404,01,1,2,10,1,22,1,1,1,1,3,29,
20220404,01,1,2,11,0,370,63,24,28,23,14,522,
20220404,01,1,2,44,0,274,19,15,18,44,17,387,
20220404,01,1,2,44,1,5,1,0,0,0,0,6,
20220404,01,1,2,27,1,111,2,4,0,0,5,122,
20220404,01,1,2,26,1,74,2,1,0,0,8,85,
20220404,01,1,2,43,1,194,33,6,3,13,15,264,
20220404,02,0,1,00,0,1027,62,90,333,81,11,1604,
20220404,02,0,1,00,1,305,12,18,25,12,28,400,
20220404,02,0,1,01,0,7,0,1,8,3,0,19,
20220404,02,0,1,45,0,4,0,0,3,1,0,8,
20220404,02,0,1,02,0,31,2,2,9,0,1,45,
20220404,02,0,1,18,0,27,3,6,14,5,0,55,
20220404,02,0,1,34,0,7,1,0,3,0,0,11,
20220404,02,0,1,28,0,18,1,1,1,0,1,22,
20220404,02,0,1,37,0,10,0,0,11,0,0,21,
20220404,02,0,1,48,0,3,0,0,2,0,0,5,
20220404,02,0,1,49,0,7,0,0,2,0,0,9,
20220404,02,0,1,08,0,45,1,6,8,6,0,66,
20220404,02,0,1,08,1,6,1,0,0,0,0,7,
20220404,02,0,1,10,0,32,2,1,4,0,0,39,
20220406,03,1,1,48,0,5,0,2,1,1,0,9,
20220406,03,1,1,49,0,6,0,3,2,0,0,11,
20220406,03,1,1,46,0,1,0,0,0,0,0,1,
20220406,03,1,1,08,0,27,2,3,11,4,2,49,
20220406,03,1,1,08,1,3,2,0,0,0,0,5,
20220406,03,1,1,10,0,26,0,3,3,1,3,36,
20220406,03,1,1,10,1,6,0,0,0,0,0,6,
20220406,03,1,1,11,0,43,5,6,12,1,4,71,
20220406,03,1,1,24,1,0,0,0,0,0,1,1,
20220406,03,1,1,44,0,34,9,6,8,7,3,67,
20220406,03,1,1,44,1,2,0,0,0,0,0,2,
20220406,03,1,1,42,1,24,5,1,0,5,0,35,
20220406,03,1,1,26,1,15,3,5,0,1,0,24,
20220406,03,1,1,43,1,21,2,1,5,1,2,32,
20220406,03,1,2,00,0,5412,1623,833,1580,2053,198,11699,
20220406,03,1,2,00,1,1912,330,109,320,460,92,3223,
20220406,03,1,2,01,0,503,84,74,225,335,13,1234,
20220406,03,1,2,45,0,88,15,60,107,166,4,440,
20220406,03,1,2,02,0,265,71,35,85,143,4,603,
20220406,03,1,2,18,0,225,47,53,76,214,14,629,
20220406,03,1,2,34,0,125,24,21,22,64,4,260,
20220406,03,1,2,28,0,150,47,16,27,14,12,266,
20220406,03,1,2,37,0,29,7,10,15,23,1,85,
20220406,03,1,2,48,0,75,9,2,8,27,2,123,
20220406,03,1,2,49,0,83,32,19,22,20,10,186,
20220406,03,1,2,46,0,9,4,8,12,13,0,46,
20220406,03,1,2,08,0,107,23,20,20,53,4,227,
20220406,03,1,2,08,1,2,0,0,0,0,0,2,
20220406,03,1,2,10,0,229,38,16,29,34,23,369,
20220406,03,1,2,10,1,25,1,0,2,0,1,29,
20220406,03,1,2,11,0,249,44,37,43,51,18,442,
20220406,03,1,2,44,0,232,56,17,46,77,13,441,
20220406,03,1,2,44,1,8,0,0,1,1,1,11,
20220406,03,1,2,27,1,78,3,6,0,6,3,96,
20220406,03,1,2,26,1,29,3,0,0,0,7,39,
20220406,03,1,2,43,1,158,22,10,17,41,5,253,
20220406,04,0,1,00,0,1647,185,355,891,270,29,3377,
20220406,04,0,1,00,1,500,32,76,99,75,44,826,
20220406,04,0,1,01,0,25,3,8,24,6,0,66,
20220406,04,0,1,45,0,4,0,0,6,3,0,13,
20220406,04,0,1,02,0,33,3,9,17,3,0,65,
20220406,04,0,1,18,0,49,9,18,35,29,0,140,
20220406,04,0,1,34,0,9,0,1,14,3,0,27,
20220406,04,0,1,28,0,43,3,3,4,3,2,58,
20220406,04,0,1,37,0,13,1,0,17,6,0,37,
20220406,04,0,1,48,0,3,1,0,4,2,0,10,
20220406,04,0,1,49,0,2,0,1,1,1,0,5,
20220406,04,0,1,46,0,0,0,2,0,1,0,3,
20220406,04,0,1,08,0,44,1,3,19,14,2,83,
20220406,04,0,1,08,1,3,0,0,0,0,1,4,
20220406,04,0,1,10,0,52,2,1,12,2,2,71,
20220406,04,0,1,10,1,5,0,1,0,1,0,7,
20220406,04,0,1,11,0,85,8,8,18,5,4,128,
20220406,04,0,1,44,0,37,7,7,9,5,2,67,
20220406,04,0,1,44,1,2,0,0,0,0,0,2,
20220406,04,0,1,42,1,50,6,5,13,17,2,93,
20220406,04,0,1,26,1,34,2,3,3,0,1,43,
20220406,04,0,1,43,1,6,0,0,0,2,0,8,
20220406,04,0,2,00,0,12883,2446,1823,2829,5030,566,25577,
20220406,04,0,2,00,1,4567,534,220,359,748,239,6667,
20220406,04,0,2,01,0,844,133,118,312,434,16,1857,
20220406,04,0,2,45,0,133,22,86,147,234,2,624,
20220406,04,0,2,02,0,411,109,77,114,195,13,919,
20220406,04,0,2,18,0,533,117,132,110,410,24,1326,
20220406,04,0,2,34,0,288,42,35,26,88,6,485,
20220406,04,0,2,28,0,393,46,34,35,31,23,562,
20220406,04,0,2,37,0,59,9,10,14,115,8,215,
20220406,04,0,2,48,0,135,29,3,27,49,12,255,
20220406,04,0,2,49,0,215,23,22,55,44,2,361,
20220406,04,0,2,46,0,19,2,2,6,25,0,54,
20220406,04,0,2,08,0,210,32,24,20,128,15,429,
20220406,04,0,2,08,1,4,0,0,0,0,1,5,
20220406,04,0,2,10,0,548,44,34,56,83,40,805,
20220406,04,0,2,10,1,43,6,2,3,5,2,61,
20220406,04,0,2,11,0,775,86,59,109,99,50,1178,
20220406,04,0,2,24,1,8,0,0,0,0,0,8,
20220406,04,0,2,44,0,498,80,31,76,151,28,864,
20220406,04,0,2,44,1,6,1,0,0,0,2,9,
20220406,04,0,2,27,1,144,8,6,2,2,9,171,
20220406,04,0,2,26,1,107,4,1,0,0,6,118,
20220406,04,0,2,43,1,51,3,0,0,5,4,63,
20220406,04,1,1,00,0,1161,142,177,640,182,114,2416,
20220406,04,1,1,00,1,436,27,49,91,38,28,669,
20220406,04,1,1,01,0,17,6,4,17,10,3,57,
20220406,04,1,1,45,0,4,0,0,2,2,0,8,
20220406,04,1,1,02,0,30,2,3,12,2,2,51,
20220406,04,1,1,18,0,28,4,15,23,18,5,93,
20220406,04,1,1,34,0,17,0,2,1,0,0,20,
20220406,04,1,1,28,0,37,1,4,7,3,0,52,
20220406,04,1,1,37,0,15,1,1,8,5,0,30,
20220406,04,1,1,48,0,5,0,1,4,1,0,11,
20220406,04,1,1,49,0,6,1,0,7,0,1,15,
20220406,04,1,1,08,0,28,4,4,22,6,4,68,
20220406,04,1,1,08,1,8,0,0,1,2,1,12,
20220406,04,1,1,10,0,46,1,0,9,1,7,64,
20220406,04,1,1,10,1,3,0,2,2,0,0,7,
20220406,04,1,1,11,0,60,6,3,14,4,11,98,
20220406,04,1,1,24,1,5,0,0,0,0,1,6,
20220406,04,1,1,44,0,40,7,5,4,7,5,68,
20220406,04,1,1,44,1,2,0,0,0,0,0,2,
20220406,04,1,1,42,1,90,8,4,6,6,5,119,
20220406,04,1,1,26,1,9,1,2,1,1,1,15,
20220406,04,1,1,43,1,43,8,1,8,3,2,65,
20220406,04,1,2,00,0,8103,2024,1301,1948,3361,417,17154,
20220406,04,1,2,00,1,3121,415,149,400,692,154,4931,
20220406,04,1,2,01,0,775,120,101,280,437,13,1726,
20220406,04,1,2,45,0,115,21,87,149,221,2,595,
20220406,04,1,2,02,0,343,83,50,107,184,3,770,
20220406,04,1,2,18,0,389,84,108,115,358,20,1074,
20220406,04,1,2,34,0,193,35,29,24,75,6,362,
20220406,04,1,2,28,0,272,38,34,26,26,22,418,
20220406,04,1,2,37,0,41,7,9,20,36,8,121,
20220406,04,1,2,48,0,117,25,3,32,40,16,233,
20220406,04,1,2,49,0,172,23,21,53,39,2,310,
20220406,04,1,2,46,0,22,6,4,7,23,0,62,
20220406,04,1,2,08,0,145,32,24,27,139,10,377,
20220406,04,1,2,08,1,4,2,1,0,1,1,9,
20220406,04,1,2,10,0,392,52,32,43,48,32,599,
20220406,04,1,2,10,1,26,3,1,0,4,3,37,
20220406,04,1,2,11,0,557,54,40,70,70,36,827,
20220406,04,1,2,44,0,427,71,26,61,135,23,743,
20220406,04,1,2,44,1,18,2,0,0,2,1,23,
20220406,04,1,2,27,1,174,5,5,0,7,10,201,
20220406,04,1,2,26,1,53,2,1,0,0,6,62,
20220406,04,1,2,43,1,330,63,7,19,61,15,495,
20220406,05,0,1,00,0,4765,322,983,1195,491,59,7815,
20220406,05,0,1,00,1,1425,80,259,196,159,159,2278,
20220406,05,0,1,01,0,61,8,27,28,12,1,137,
20220406,05,0,1,45,0,5,1,7,7,2,0,22,
20220406,05,0,1,02,0,138,17,22,21,6,0,204,
20220406,05,0,1,18,0,180,25,67,96,39,0,407,
20220406,05,0,1,34,0,68,2,13,9,3,1,96,
20220406,05,0,1,28,0,173,6,9,11,12,15,226,
20220406,05,0,1,37,0,23,1,6,44,9,0,83,
20220406,05,0,1,48,0,16,1,8,8,2,0,35,
20220406,05,0,1,49,0,9,0,2,4,0,0,15,
20220406,05,0,1,46,0,4,0,2,3,0,0,9,
20220406,05,0,1,08,0,153,7,12,21,25,2,220,
20220406,05,0,1,08,1,11,5,0,0,0,0,16,
20220406,05,0,1,10,0,163,2,16,17,5,3,206,
20220406,05,0,1,10,1,15,1,2,0,2,2,22,
20220406,05,0,1,11,0,292,22,36,32,13,19,414,
20220406,05,0,1,44,0,146,11,24,39,11,22,253,
20220406,05,0,1,44,1,3,0,0,0,0,0,3,
20220406,05,0,1,42,1,131,11,11,9,39,10,211,
20220406,05,0,1,26,1,115,3,1,2,2,14,137,
20220406,05,0,1,43,1,16,0,0,0,0,0,16,
20220406,05,0,2,00,0,44637,3696,2802,3386,6815,1724,63060,
20220406,05,0,2,00,1,19468,944,611,511,1049,776,23359,
20220406,05,0,2,01,0,1731,163,150,346,548,27,2965,
20220406,05,0,2,45,0,249,36,78,171,282,6,822,
20220406,05,0,2,02,0,1233,153,102,168,303,33,1992,
20220406,05,0,2,18,0,2238,174,242,193,744,101,3692,
20220406,05,0,2,34,0,1007,65,78,57,139,27,1373,
20220406,05,0,2,28,0,2085,63,71,53,73,81,2426,
20220406,05,0,2,37,0,172,12,7,15,156,11,373,
20220406,05,0,2,48,0,540,37,28,27,126,21,779,
20220406,05,0,2,49,0,817,71,59,86,68,23,1124,
20220406,05,0,2,46,0,61,13,13,24,48,2,161,
20220406,05,0,2,08,0,988,37,44,31,239,56,1395,
20220406,05,0,2,08,1,1,0,0,0,0,0,1,
20220406,05,0,2,10,0,2081,107,52,84,124,75,2523,
20220406,05,0,2,10,1,151,7,7,1,27,10,203,
20220406,05,0,2,11,0,2748,133,156,117,177,141,3472,
20220406,05,0,2,24,1,15,1,0,0,0,0,16,
20220406,05,0,2,44,0,1917,95,58,152,260,93,2575,
20220406,05,0,2,44,1,33,1,2,0,0,2,38,
20220406,05,0,2,27,1,435,11,2,5,7,22,482,
20220406,05,0,2,26,1,454,3,3,0,0,47,507,
20220406,05,0,2,43,1,186,2,1,0,7,5,201,
20220406,05,1,1,00,0,2885,227,387,1201,393,274,5367,
20220406,05,1,1,00,1,1119,55,195,213,204,111,1897,
20220406,05,1,1,01,0,51,4,10,35,10,1,111,
20220406,05,1,1,45,0,8,0,0,9,2,0,19,
20220406,05,1,1,02,0,72,4,10,22,7,4,119,
20220406,05,1,1,18,0,106,10,31,88,23,8,266,
20220406,05,1,1,34,0,49,2,4,3,3,6,67,
20220406,05,1,1,28,0,111,3,5,11,16,11,157,
20220406,05,1,1,37,0,21,0,4,18,15,4,62,
20220406,05,1,1,48,0,17,3,2,1,4,1,28,
20220406,05,1,1,49,0,16,3,3,2,4,0,28,
20220406,05,1,1,46,0,2,0,2,1,0,0,5,
20220406,05,1,1,08,0,88,7,9,52,31,8,195,
20220406,05,1,1,08,1,14,3,0,0,9,1,27,
20220406,05,1,1,10,0,92,2,8,9,4,10,125,
20220406,05,1,1,10,1,9,0,0,4,0,0,13,
20220406,05,1,1,11,0,176,12,18,27,9,26,268,
20220406,05,1,1,24,1,24,7,6,0,0,2,39,
20220406,05,1,1,44,0,119,11,18,30,8,15,201,
20220406,05,1,1,44,1,10,0,1,0,0,1,12,
20220406,05,1,1,42,1,501,9,25,3,43,28,609,
20220406,05,1,1,26,1,29,3,7,3,3,10,55,
20220406,05,1,1,43,1,156,6,13,16,8,15,214,
20220406,05,1,2,00,0,28592,2997,2402,3462,6030,1250,44733,
20220406,05,1,2,00,1,12952,613,405,614,983,509,16076,
20220406,05,1,2,01,0,1620,134,151,345,548,27,2825,
20220406,05,1,2,45,0,231,36,82,176,266,5,796,
20220406,05,1,2,02,0,877,115,91,166,301,27,1577,
20220406,05,1,2,18,0,1431,145,201,229,746,65,2817,
20220406,05,1,2,34,0,946,51,68,42,145,31,1283,
20220406,05,1,2,28,0,1207,47,36,37,57,54,1438,
20220406,05,1,2,37,0,159,15,10,39,106,9,338,
20220406,05,1,2,48,0,608,42,24,32,126,23,855,
20220406,05,1,2,49,0,695,70,54,88,69,22,998,
20220406,05,1,2,46,0,73,9,10,18,45,2,157,
20220406,05,1,2,08,0,607,38,36,54,291,36,1062,
20220406,05,1,2,08,1,28,2,0,0,3,0,33,
20220406,05,1,2,10,0,1471,75,48,68,101,65,1828,
20220406,05,1,2,10,1,60,2,2,1,5,6,76,
20220406,05,1,2,11,0,2004,94,130,106,136,113,2583,
20220406,05,1,2,44,0,1471,90,47,132,243,71,2054,
20220406,05,1,2,44,1,103,1,7,0,1,10,122,
20220406,05,1,2,27,1,480,5,6,5,33,27,556,
20220406,05,1,2,26,1,185,2,1,0,1,21,210,
20220406,05,1,2,43,1,1634,47,33,29,82,61,1886,
20220406,06,0,1,00,0,10584,773,1970,1420,589,132,15468,
20220406,06,0,1,00,1,2525,139,314,215,111,309,3613,
20220406,06,0,1,01,0,126,8,36,29,11,0,210,
20220406,06,0,1,45,0,20,1,5,5,1,2,34,
20220406,06,0,1,02,0,313,29,49,40,9,5,445,
20220406,06,0,1,18,0,333,46,90,90,44,3,606,
20220406,06,0,1,34,0,113,11,17,23,2,2,168,
20220406,06,0,1,28,0,291,18,17,22,6,32,386,
20220406,06,0,1,37,0,85,3,11,32,13,2,146,
20220406,06,0,1,48,0,57,4,14,13,3,11,102,
20220406,06,0,1,49,0,34,1,6,6,0,0,47,
20220406,06,0,1,46,0,11,0,1,2,3,0,17,
20220406,06,0,1,08,0,346,9,38,42,52,5,492,
20220406,06,0,1,08,1,26,2,0,1,0,0,29,
20220406,06,0,1,10,0,293,12,26,36,10,3,380,
20220406,06,0,1,10,1,27,0,4,5,2,4,42,
20220406,06,0,1,11,0,620,34,96,44,20,20,834,
20220406,06,0,1,44,0,320,32,81,48,23,55,559,
20220406,06,0,1,44,1,6,0,1,0,0,2,9,
20220406,06,0,1,42,1,316,30,24,20,68,17,475,
20220406,06,0,1,26,1,276,2,6,4,1,46,335,
20220406,06,0,1,43,1,33,0,0,1,0,3,37,
20220406,06,0,2,00,0,100796,5261,5473,3582,8373,4106,127591,
20220406,06,0,2,00,1,35684,1308,978,501,1016,1669,41156,
20220406,06,0,2,01,0,3234,179,246,363,660,75,4757,
20220406,06,0,2,45,0,507,38,79,172,271,18,1085,
20220406,06,0,2,02,0,3577,229,158,217,434,118,4733,
20220406,06,0,2,18,0,3743,245,314,230,834,187,5553,
20220406,06,0,2,34,0,2197,119,112,71,190,66,2755,
20220406,06,0,2,28,0,4058,124,102,39,122,198,4643,
20220406,06,0,2,37,0,571,20,11,27,230,66,925,
20220406,06,0,2,48,0,2125,112,172,80,215,92,2796,
20220406,06,0,2,49,0,2462,127,126,93,140,93,3041,
20220406,06,0,2,46,0,161,19,20,29,62,4,295,
20220406,06,0,2,08,0,2737,62,72,48,381,149,3449,
20220406,06,0,2,08,1,10,1,0,0,0,0,11,
20220406,06,0,2,10,0,3901,167,117,68,109,177,4539,
20220406,06,0,2,10,1,486,10,8,9,30,33,576,
20220406,06,0,2,11,0,6604,257,313,155,250,362,7941,
20220406,06,0,2,24,1,27,0,1,0,0,2,30,
20220406,06,0,2,44,0,4540,219,127,134,473,309,5802,
20220406,06,0,2,44,1,65,3,6,1,1,8,84,
20220406,06,0,2,27,1,1301,21,17,10,18,60,1427,
20220406,06,0,2,26,1,1207,9,6,0,0,141,1363,
20220406,06,0,2,43,1,534,5,4,2,4,24,573,
20220406,06,1,1,00,0,7701,525,1410,1882,737,718,12973,
20220406,06,1,1,00,1,2235,136,437,369,305,225,3707,
20220406,06,1,1,01,0,79,8,34,46,24,8,199,
20220406,06,1,1,45,0,16,0,4,12,6,1,39,
20220406,06,1,1,02,0,219,24,40,34,18,20,355,
20220406,06,1,1,18,0,263,44,82,105,49,38,581,
20220406,06,1,1,34,0,106,8,9,9,7,7,146,
20220406,06,1,1,28,0,195,9,17,26,7,28,282,
20220406,06,1,1,37,0,63,7,9,30,15,11,135,
20220406,06,1,1,48,0,95,3,27,20,4,20,169,
20220406,06,1,1,49,0,44,2,8,7,5,2,68,
20220406,06,1,1,46,0,10,1,2,4,3,0,20,
20220406,06,1,1,08,0,236,13,35,89,43,27,443,
20220406,06,1,1,08,1,56,4,4,5,19,1,89,
20220406,06,1,1,10,0,242,8,20,24,8,27,329,
20220406,06,1,1,10,1,17,0,1,2,1,3,24,
20220406,06,1,1,11,0,507,23,83,57,29,68,767,
20220406,06,1,1,24,1,58,4,15,0,0,2,79,
20220406,06,1,1,44,0,326,24,69,55,14,50,538,
20220406,06,1,1,44,1,33,1,1,1,0,4,40,
20220406,06,1,1,42,1,1620,30,125,31,127,95,2028,
20220406,06,1,1,26,1,138,2,10,15,5,30,200,
20220406,06,1,1,43,1,307,9,26,44,13,27,426,
20220406,06,1,2,00,0,78761,4700,4375,4703,9695,3187,105421,
20220406,06,1,2,00,1,27289,1238,795,673,1280,1103,32378,
20220406,06,1,2,01,0,3202,170,220,423,710,62,4787,
20220406,06,1,2,45,0,471,35,75,199,281,18,1079,
20220406,06,1,2,02,0,2597,217,148,212,471,71,3716,
20220406,06,1,2,18,0,3212,189,305,266,852,160,4984,
20220406,06,1,2,34,0,2272,107,91,67,193,62,2792,
20220406,06,1,2,28,0,2748,114,87,50,110,133,3242,
20220406,06,1,2,37,0,529,32,17,60,186,60,884,
20220406,06,1,2,48,0,2569,106,214,84,257,119,3349,
20220406,06,1,2,49,0,1938,142,112,89,142,71,2494,
20220406,06,1,2,46,0,164,19,15,24,68,7,297,
20220406,06,1,2,08,0,2144,73,75,126,565,126,3109,
20220406,06,1,2,08,1,75,1,0,1,1,1,79,
20220406,06,1,2,10,0,3356,138,106,61,114,144,3919,
20220406,06,1,2,10,1,153,10,5,2,25,10,205,
20220406,06,1,2,11,0,5184,210,240,149,246,270,6299,
20220406,06,1,2,44,0,4028,166,110,148,419,266,5137,
20220406,06,1,2,44,1,513,8,24,1,2,37,585,
20220406,06,1,2,27,1,973,14,33,7,52,84,1163,
20220406,06,1,2,26,1,819,12,10,3,3,139,986,
20220406,06,1,2,43,1,3524,110,56,63,113,166,4032,
20220406,07,0,1,00,0,14793,877,2273,1622,512,180,20257,
20220406,07,0,1,00,1,3053,141,284,159,61,435,4133,
20220406,07,0,1,01,0,189,8,51,39,6,2,295,
20220406,07,0,1,45,0,24,0,10,8,7,0,49,
20220406,07,0,1,02,0,474,28,58,32,9,5,606,
20220406,07,0,1,18,0,319,49,98,70,35,7,578,
20220406,07,0,1,34,0,151,10,15,23,6,3,208,
20220406,07,0,1,28,0,269,13,20,15,5,38,360,
20220406,07,0,1,37,0,102,4,11,26,7,3,153,
20220406,07,0,1,48,0,74,5,22,15,4,15,135,
20220406,07,0,1,49,0,52,2,7,2,2,0,65,
20220406,07,0,1,46,0,21,1,5,3,1,4,35,
20220406,07,0,1,08,0,551,18,60,46,53,7,735,
20220406,07,0,1,08,1,43,4,6,1,15,0,69,
20220406,07,0,1,10,0,371,10,26,18,3,14,442,
20220406,07,0,1,10,1,58,2,3,0,1,9,73,
20220406,07,0,1,11,0,859,33,96,51,12,46,1097,
20220406,07,0,1,44,0,436,28,87,46,10,86,693,
20220406,07,0,1,44,1,18,1,4,0,1,2,26,
20220406,07,0,1,42,1,502,37,37,15,98,34,723,
20220406,07,0,1,26,1,228,4,20,7,7,40,306,
20220406,07,0,1,43,1,69,1,0,0,1,1,72,
20220406,07,0,2,00,0,157844,5556,6775,3775,8525,8586,191061,
20220406,07,0,2,00,1,39682,915,1006,392,947,2486,45428,
20220406,07,0,2,01,0,5205,210,329,273,570,147,6734,
20220406,07,0,2,45,0,804,50,76,144,276,24,1374,
20220406,07,0,2,02,0,6552,208,191,191,476,284,7902,
20220406,07,0,2,18,0,3753,289,318,183,751,148,5442,
20220406,07,0,2,34,0,2840,96,113,31,153,181,3414,
20220406,07,0,2,28,0,4461,91,59,35,79,349,5074,
20220406,07,0,2,37,0,1044,31,17,38,213,129,1472,
20220406,07,0,2,48,0,4011,168,129,86,288,229,4911,
20220406,07,0,2,49,0,4494,154,124,119,122,212,5225,
20220406,07,0,2,46,0,348,21,23,31,67,18,508,
20220406,07,0,2,08,0,5014,79,133,74,532,301,6133,
20220406,07,0,2,08,1,8,0,0,1,1,0,10,
20220406,07,0,2,10,0,4726,144,149,73,85,289,5466,
20220406,07,0,2,10,1,917,16,12,2,36,68,1051,
20220406,07,0,2,11,0,8746,235,222,144,236,582,10165,
20220406,07,0,2,24,1,65,2,2,0,0,0,69,
20220406,07,0,2,44,0,6763,249,132,143,498,565,8350,
20220406,07,0,2,44,1,173,1,9,2,0,8,193,
20220406,07,0,2,27,1,2896,26,32,13,50,220,3237,
20220406,07,0,2,26,1,1400,11,7,0,2,178,1598,
20220406,07,0,2,43,1,1167,6,8,3,8,54,1246,
