일자,통행량,읍면동,행정동코드,시군구,행정구코드
20220203,90530,상일동,1125076,강동구,11250
20220203,286952,서초동,1122051,서초구,11220
20220203,10149,성북동,1108081,성북구,11080
20220203,88149,세곡동,1123076,강남구,11230
20220203,58249,송정동,1104069,성동구,11040
20220203,34252,송파동,1124061,송파구,11240
20220203,45950,수색동,1112068,은평구,11120
20220203,46239,숭인동,1101070,종로구,11010
20220203,145798,시흥동,1118057,금천구,11180
20220203,97435,신내동,1107069,중랑구,11070
20220203,54838,신당동,1102065,중구,11020
20220203,41218,신도림동,1117051,구로구,11170
20220203,14309,신림동,1121069,관악구,11210
20220203,162009,신사동,1112065,은평구,11120
20220203,280954,신월동,1115057,양천구,11150
20220203,39633,신정동,1115064,양천구,11150
20220203,0,신촌동,1113075,서대문구,11130
20220203,174621,양재동,1122066,서초구,11220
20220203,53176,양평동2가,1119061,영등포구,11190
20220203,261001,여의도동,1119054,영등포구,11190
20220203,48569,역삼동,1123064,강남구,11230
20220203,32608,연희동,1113076,서대문구,11130
20220203,79610,영등포동2가,1119073,영등포구,11190
20220203,44562,영등포동7가,1119073,영등포구,11190
20220203,236924,옥수동,1104073,성동구,11040
20220203,73018,용답동,1104070,성동구,11040
20220203,25647,용산동2가,1103052,용산구,11030
20220203,115386,월계동,1111051,노원구,11110
20220203,27159,을지로2가,1102060,중구,11020
20220203,345678,이촌동,1103063,용산구,11030
20220203,15821,이태원동,1103065,용산구,11030
20220203,208800,일원동,1123072,강남구,11230
20220203,110194,자양동,1105064,광진구,11050
20220203,35194,잠실동,1124071,송파구,11240
20220203,0,잠원동,1122055,서초구,11220
20220203,125551,장안동,1106087,동대문구,11060
20220203,98738,장위동,1108076,성북구,11080
20220203,146911,장지동,1124081,송파구,11240
20220203,87740,장충동2가,1102058,중구,11020
20220203,132619,정릉동,1108062,성북구,11080
20220203,37822,종로3가,1101061,종로구,11010
20220203,0,증산동,1112067,은평구,11120
20220203,14238,천호동,1125061,강동구,11250
20220203,112770,청담동,1123078,강남구,11230
20220203,25044,청운동,1101072,종로구,11010
20220203,36692,평창동,1101056,종로구,11010
20220203,27259,풍납동,1124051,송파구,11240
20220203,131495,한남동,1103074,용산구,11030
20220203,113703,합정동,1114068,마포구,11140
20220203,62190,홍은동,1113066,서대문구,11130
20220203,34952,화곡동,1116055,강서구,11160
20220203,37883,황학동,1102067,중구,11020
20220203,8260,회현동1가,1102054,중구,11020
20220204,185680,가산동,1118051,금천구,11180
20220204,48983,개봉동,1117064,구로구,11170
20220204,273214,방화동,1116070,강서구,11160
20220204,201694,고덕동,1125055,강동구,11250
20220204,112543,공릉동,1111056,노원구,11110
20220204,22428,공항동,1116069,강서구,11160
20220204,0,광장동,1105063,광진구,11050
20220204,40299,구산동,1112057,은평구,11120
20220204,63836,논현동,1123052,강남구,11230
20220204,57123,당산동,1119055,영등포구,11190
20220204,33188,대림동,1119070,영등포구,11190
20220204,57089,도곡동,1123066,강남구,11230
20220204,48745,도봉동,1110064,도봉구,11100
20220204,92285,독산동,1118052,금천구,11180
20220204,54433,돈암동,1108058,성북구,11080
20220204,147862,망원동,1114069,마포구,11140
20220204,164749,반포동,1122056,서초구,11220
20220204,149214,방배동,1122061,서초구,11220
20220204,64825,삼성동,1121082,관악구,11210
20220204,150964,상계동,1111065,노원구,11110
20220204,402911,상암동,1114074,마포구,11140
20220204,98209,상일동,1125076,강동구,11250
20220204,293851,서초동,1122051,서초구,11220
20220204,11006,성북동,1108081,성북구,11080
20220204,96430,세곡동,1123076,강남구,11230
20220204,62619,송정동,1104069,성동구,11040
20220204,38075,송파동,1124061,송파구,11240
20220204,48777,수색동,1112068,은평구,11120
20220204,49944,숭인동,1101070,종로구,11010
20220204,159212,시흥동,1118057,금천구,11180
20220204,100854,신내동,1107069,중랑구,11070
20220204,59070,신당동,1102065,중구,11020
20220204,43567,신도림동,1117051,구로구,11170
20220204,15369,신림동,1121069,관악구,11210
20220204,169193,신사동,1112065,은평구,11120
20220204,266942,신월동,1115057,양천구,11150
20220204,42212,신정동,1115064,양천구,11150
20220204,0,신촌동,1113075,서대문구,11130
20220204,172799,양재동,1122066,서초구,11220
20220204,56125,양평동2가,1119061,영등포구,11190
20220204,282981,여의도동,1119054,영등포구,11190
20220204,51556,역삼동,1123064,강남구,11230
20220204,33153,연희동,1113076,서대문구,11130
20220204,85573,영등포동2가,1119073,영등포구,11190
20220204,48790,영등포동7가,1119073,영등포구,11190
20220204,252166,옥수동,1104073,성동구,11040
20220204,76839,용답동,1104070,성동구,11040
20220204,29332,용산동2가,1103052,용산구,11030
20220204,123811,월계동,1111051,노원구,11110
20220204,30279,을지로2가,1102060,중구,11020
20220204,360178,이촌동,1103063,용산구,11030
20220204,18365,이태원동,1103065,용산구,11030
20220204,223381,일원동,1123072,강남구,11230
20220204,117278,자양동,1105064,광진구,11050
20220204,36738,잠실동,1124071,송파구,11240
20220204,0,잠원동,1122055,서초구,11220
20220204,131465,장안동,1106087,동대문구,11060
20220204,102538,장위동,1108076,성북구,11080
20220204,153411,장지동,1124081,송파구,11240
20220204,95867,장충동2가,1102058,중구,11020
20220204,136269,정릉동,1108062,성북구,11080
20220204,40225,종로3가,1101061,종로구,11010
20220204,0,증산동,1112067,은평구,11120
20220204,15522,천호동,1125061,강동구,11250
20220204,120623,청담동,1123078,강남구,11230
20220204,27468,청운동,1101072,종로구,11010
20220204,40454,평창동,1101056,종로구,11010
20220204,28840,풍납동,1124051,송파구,11240
20220204,140682,한남동,1103074,용산구,11030
20220204,124139,합정동,1114068,마포구,11140
20220204,64389,홍은동,1113066,서대문구,11130
20220204,35751,화곡동,1116055,강서구,11160
20220204,41068,황학동,1102067,중구,11020
20220204,8874,회현동1가,1102054,중구,11020
20220205,169024,가산동,1118051,금천구,11180
20220205,53386,개봉동,1117064,구로구,11170
20220205,237355,방화동,1116070,강서구,11160
20220205,184283,고덕동,1125055,강동구,11250
20220205,102073,공릉동,1111056,노원구,11110
20220205,17806,공항동,1116069,강서구,11160
20220205,0,광장동,1105063,광진구,11050
20220205,38058,구산동,1112057,은평구,11120
20220205,57200,논현동,1123052,강남구,11230
20220205,46400,당산동,1119055,영등포구,11190
20220205,29077,대림동,1119070,영등포구,11190
20220205,46514,도곡동,1123066,강남구,11230
20220205,41883,도봉동,1110064,도봉구,11100
20220205,73401,독산동,1118052,금천구,11180
20220205,49317,돈암동,1108058,성북구,11080
20220205,140509,망원동,1114069,마포구,11140
20220205,144672,반포동,1122056,서초구,11220
20220205,131310,방배동,1122061,서초구,11220
20220205,59411,삼성동,1121082,관악구,11210
20220205,138795,상계동,1111065,노원구,11110
20220205,365526,상암동,1114074,마포구,11140
20220205,80037,상일동,1125076,강동구,11250
20220205,263154,서초동,1122051,서초구,11220
20220205,8254,성북동,1108081,성북구,11080
20220205,70347,세곡동,1123076,강남구,11230
20220205,56567,송정동,1104069,성동구,11040
20220205,34001,송파동,1124061,송파구,11240
20220205,42580,수색동,1112068,은평구,11120
20220205,44559,숭인동,1101070,종로구,11010
20220205,130630,시흥동,1118057,금천구,11180
20220205,89203,신내동,1107069,중랑구,11070
20220205,47632,신당동,1102065,중구,11020
20220205,39156,신도림동,1117051,구로구,11170
20220205,13455,신림동,1121069,관악구,11210
20220205,151039,신사동,1112065,은평구,11120
20220205,270834,신월동,1115057,양천구,11150
20220205,39129,신정동,1115064,양천구,11150
20220205,0,신촌동,1113075,서대문구,11130
20220205,159028,양재동,1122066,서초구,11220
20220205,50035,양평동2가,1119061,영등포구,11190
20220205,222599,여의도동,1119054,영등포구,11190
20220205,43497,역삼동,1123064,강남구,11230
20220205,30606,연희동,1113076,서대문구,11130
20220205,69770,영등포동2가,1119073,영등포구,11190
20220205,38669,영등포동7가,1119073,영등포구,11190
20220205,222467,옥수동,1104073,성동구,11040
20220205,66020,용답동,1104070,성동구,11040
20220205,26216,용산동2가,1103052,용산구,11030
20220205,122444,월계동,1111051,노원구,11110
20220205,23861,을지로2가,1102060,중구,11020
20220205,334138,이촌동,1103063,용산구,11030
20220205,13770,이태원동,1103065,용산구,11030
20220205,200068,일원동,1123072,강남구,11230
20220205,106495,자양동,1105064,광진구,11050
20220205,33700,잠실동,1124071,송파구,11240
20220205,0,잠원동,1122055,서초구,11220
20220205,134262,장안동,1106087,동대문구,11060
20220205,99587,장위동,1108076,성북구,11080
20220205,136101,장지동,1124081,송파구,11240
20220205,70742,장충동2가,1102058,중구,11020
20220205,129957,정릉동,1108062,성북구,11080
20220205,35056,종로3가,1101061,종로구,11010
20220205,0,증산동,1112067,은평구,11120
20220205,12443,천호동,1125061,강동구,11250
20220205,106262,청담동,1123078,강남구,11230
20220205,19368,청운동,1101072,종로구,11010
20220205,35119,평창동,1101056,종로구,11010
20220205,24959,풍납동,1124051,송파구,11240
20220205,128783,한남동,1103074,용산구,11030
20220205,111903,합정동,1114068,마포구,11140
20220205,63969,홍은동,1113066,서대문구,11130
20220205,34493,화곡동,1116055,강서구,11160
20220205,37035,황학동,1102067,중구,11020
20220205,6345,회현동1가,1102054,중구,11020
20220206,143340,가산동,1118051,금천구,11180
20220206,45023,개봉동,1117064,구로구,11170
20220206,193778,방화동,1116070,강서구,11160
20220206,158980,고덕동,1125055,강동구,11250
20220206,85908,공릉동,1111056,노원구,11110
20220206,14670,공항동,1116069,강서구,11160
20220206,0,광장동,1105063,광진구,11050
20220206,32669,구산동,1112057,은평구,11120
20220206,48355,논현동,1123052,강남구,11230
20220206,34175,당산동,1119055,영등포구,11190
20220206,23707,대림동,1119070,영등포구,11190
20220206,40196,도곡동,1123066,강남구,11230
20220206,33362,도봉동,1110064,도봉구,11100
20220206,56024,독산동,1118052,금천구,11180
20220206,41833,돈암동,1108058,성북구,11080
20220206,120106,망원동,1114069,마포구,11140
20220206,120445,반포동,1122056,서초구,11220
20220206,114794,방배동,1122061,서초구,11220
20220206,46391,삼성동,1121082,관악구,11210
20220206,111530,상계동,1111065,노원구,11110
20220206,316927,상암동,1114074,마포구,11140
20220206,62292,상일동,1125076,강동구,11250
20220206,234340,서초동,1122051,서초구,11220
20220206,6749,성북동,1108081,성북구,11080
20220206,53339,세곡동,1123076,강남구,11230
20220206,44181,송정동,1104069,성동구,11040
20220206,26352,송파동,1124061,송파구,11240
20220206,33890,수색동,1112068,은평구,11120
20220206,36307,숭인동,1101070,종로구,11010
20220206,99098,시흥동,1118057,금천구,11180
20220206,77008,신내동,1107069,중랑구,11070
20220206,39046,신당동,1102065,중구,11020
20220206,33980,신도림동,1117051,구로구,11170
20220206,10948,신림동,1121069,관악구,11210
20220206,128477,신사동,1112065,은평구,11120
20220206,206295,신월동,1115057,양천구,11150
20220206,26460,신정동,1115064,양천구,11150
20220206,0,신촌동,1113075,서대문구,11130
20220206,151346,양재동,1122066,서초구,11220
20220206,38528,양평동2가,1119061,영등포구,11190
20220206,172292,여의도동,1119054,영등포구,11190
20220206,34522,역삼동,1123064,강남구,11230
20220206,24712,연희동,1113076,서대문구,11130
20220206,57547,영등포동2가,1119073,영등포구,11190
20220206,31904,영등포동7가,1119073,영등포구,11190
20220206,183895,옥수동,1104073,성동구,11040
20220206,50504,용답동,1104070,성동구,11040
20220206,21010,용산동2가,1103052,용산구,11030
20220206,109269,월계동,1111051,노원구,11110
20220206,18066,을지로2가,1102060,중구,11020
20220206,295811,이촌동,1103063,용산구,11030
20220206,10057,이태원동,1103065,용산구,11030
20220206,173432,일원동,1123072,강남구,11230
20220206,82801,자양동,1105064,광진구,11050
20220206,27686,잠실동,1124071,송파구,11240
20220206,0,잠원동,1122055,서초구,11220
20220206,119042,장안동,1106087,동대문구,11060
20220206,90057,장위동,1108076,성북구,11080
20220206,121507,장지동,1124081,송파구,11240
20220206,54928,장충동2가,1102058,중구,11020
20220206,114272,정릉동,1108062,성북구,11080
20220206,29193,종로3가,1101061,종로구,11010
20220206,0,증산동,1112067,은평구,11120
20220206,9150,천호동,1125061,강동구,11250
20220206,92895,청담동,1123078,강남구,11230
20220206,15066,청운동,1101072,종로구,11010
20220206,28172,평창동,1101056,종로구,11010
20220206,20776,풍납동,1124051,송파구,11240
20220206,107342,한남동,1103074,용산구,11030
20220206,90792,합정동,1114068,마포구,11140
20220206,57859,홍은동,1113066,서대문구,11130
20220206,30551,화곡동,1116055,강서구,11160
20220206,29178,황학동,1102067,중구,11020
20220206,5508,회현동1가,1102054,중구,11020
20220207,181727,가산동,1118051,금천구,11180
20220207,54563,개봉동,1117064,구로구,11170
20220207,265838,방화동,1116070,강서구,11160
20220207,188104,고덕동,1125055,강동구,11250
20220207,110818,공릉동,1111056,노원구,11110
20220207,22376,공항동,1116069,강서구,11160
20220207,8014,광장동,1105063,광진구,11050
20220207,38874,구산동,1112057,은평구,11120
20220207,62839,논현동,1123052,강남구,11230
20220207,54806,당산동,1119055,영등포구,11190
20220207,32840,대림동,1119070,영등포구,11190
20220207,56057,도곡동,1123066,강남구,11230
20220207,48172,도봉동,1110064,도봉구,11100
20220207,91944,독산동,1118052,금천구,11180
20220207,53514,돈암동,1108058,성북구,11080
20220207,146763,망원동,1114069,마포구,11140
20220207,163908,반포동,1122056,서초구,11220
20220207,186960,방배동,1122061,서초구,11220
20220207,62467,삼성동,1121082,관악구,11210
20220207,147910,상계동,1111065,노원구,11110
20220207,388758,상암동,1114074,마포구,11140
20220207,95509,상일동,1125076,강동구,11250
20220207,319135,서초동,1122051,서초구,11220
20220207,10594,성북동,1108081,성북구,11080
20220207,98519,세곡동,1123076,강남구,11230
20220207,60320,송정동,1104069,성동구,11040
20220207,36676,송파동,1124061,송파구,11240
20220207,47941,수색동,1112068,은평구,11120
20220207,49576,숭인동,1101070,종로구,11010
20220207,157814,시흥동,1118057,금천구,11180
20220207,101476,신내동,1107069,중랑구,11070
20220207,59020,신당동,1102065,중구,11020
20220207,43159,신도림동,1117051,구로구,11170
20220207,14826,신림동,1121069,관악구,11210
20220207,168789,신사동,1112065,은평구,11120
20220207,257694,신월동,1115057,양천구,11150
20220207,41624,신정동,1115064,양천구,11150
20220207,0,신촌동,1113075,서대문구,11130
20220207,174729,양재동,1122066,서초구,11220
20220207,54862,양평동2가,1119061,영등포구,11190
20220207,277755,여의도동,1119054,영등포구,11190
20220207,51193,역삼동,1123064,강남구,11230
20220207,33029,연희동,1113076,서대문구,11130
20220207,84002,영등포동2가,1119073,영등포구,11190
20220207,48118,영등포동7가,1119073,영등포구,11190
20220207,246676,옥수동,1104073,성동구,11040
20220207,77710,용답동,1104070,성동구,11040
20220207,28302,용산동2가,1103052,용산구,11030
20220207,120307,월계동,1111051,노원구,11110
20220207,30609,을지로2가,1102060,중구,11020
20220207,354008,이촌동,1103063,용산구,11030
20220207,18832,이태원동,1103065,용산구,11030
20220207,220747,일원동,1123072,강남구,11230
20220207,115601,자양동,1105064,광진구,11050
20220207,16524,잠실동,1124071,송파구,11240
20220207,0,잠원동,1122055,서초구,11220
20220207,129578,장안동,1106087,동대문구,11060
20220207,101612,장위동,1108076,성북구,11080
20220207,146298,장지동,1124081,송파구,11240
20220207,96566,장충동2가,1102058,중구,11020
20220207,132950,정릉동,1108062,성북구,11080
20220207,39976,종로3가,1101061,종로구,11010
20220207,0,증산동,1112067,은평구,11120
20220207,15596,천호동,1125061,강동구,11250
20220207,118521,청담동,1123078,강남구,11230
20220207,26386,청운동,1101072,종로구,11010
20220207,38640,평창동,1101056,종로구,11010
20220207,28371,풍납동,1124051,송파구,11240
20220207,138868,한남동,1103074,용산구,11030
20220207,117863,합정동,1114068,마포구,11140
20220207,61526,홍은동,1113066,서대문구,11130
20220207,35473,화곡동,1116055,강서구,11160
20220207,39728,황학동,1102067,중구,11020
20220207,8559,회현동1가,1102054,중구,11020
20220208,184791,가산동,1118051,금천구,11180
20220208,55920,개봉동,1117064,구로구,11170
20220208,275179,방화동,1116070,강서구,11160
20220208,191128,고덕동,1125055,강동구,11250
20220208,108233,공릉동,1111056,노원구,11110
20220208,22693,공항동,1116069,강서구,11160
20220208,25308,광장동,1105063,광진구,11050
20220208,40460,구산동,1112057,은평구,11120
20220208,65273,논현동,1123052,강남구,11230
20220208,57351,당산동,1119055,영등포구,11190
20220208,33153,대림동,1119070,영등포구,11190
20220208,58054,도곡동,1123066,강남구,11230
20220208,48056,도봉동,1110064,도봉구,11100
20220208,91799,독산동,1118052,금천구,11180
20220208,53951,돈암동,1108058,성북구,11080
20220208,149455,망원동,1114069,마포구,11140
20220208,165733,반포동,1122056,서초구,11220
20220208,191776,방배동,1122061,서초구,11220
20220208,65228,삼성동,1121082,관악구,11210
20220208,160691,상계동,1111065,노원구,11110
20220208,406338,상암동,1114074,마포구,11140
20220208,97339,상일동,1125076,강동구,11250
20220208,324337,서초동,1122051,서초구,11220
20220208,10802,성북동,1108081,성북구,11080
20220208,100154,세곡동,1123076,강남구,11230
20220208,62143,송정동,1104069,성동구,11040
20220208,8351,송파동,1124061,송파구,11240
20220208,49543,수색동,1112068,은평구,11120
20220208,51289,숭인동,1101070,종로구,11010
20220208,160510,시흥동,1118057,금천구,11180
20220208,102765,신내동,1107069,중랑구,11070
20220208,60155,신당동,1102065,중구,11020
20220208,42695,신도림동,1117051,구로구,11170
20220208,13502,신림동,1121069,관악구,11210
20220208,175011,신사동,1112065,은평구,11120
20220208,294570,신월동,1115057,양천구,11150
20220208,43694,신정동,1115064,양천구,11150
20220208,0,신촌동,1113075,서대문구,11130
20220208,175029,양재동,1122066,서초구,11220
20220208,54780,양평동2가,1119061,영등포구,11190
20220208,285471,여의도동,1119054,영등포구,11190
20220208,52129,역삼동,1123064,강남구,11230
20220208,33452,연희동,1113076,서대문구,11130
20220208,86640,영등포동2가,1119073,영등포구,11190
20220208,48733,영등포동7가,1119073,영등포구,11190
20220208,252482,옥수동,1104073,성동구,11040
20220208,79749,용답동,1104070,성동구,11040
20220208,30529,용산동2가,1103052,용산구,11030
20220208,124917,월계동,1111051,노원구,11110
20220208,30788,을지로2가,1102060,중구,11020
20220208,364171,이촌동,1103063,용산구,11030
20220208,18948,이태원동,1103065,용산구,11030
20220208,226511,일원동,1123072,강남구,11230
20220208,119730,자양동,1105064,광진구,11050
20220208,36682,잠실동,1124071,송파구,11240
20220208,0,잠원동,1122055,서초구,11220
20220208,130078,장안동,1106087,동대문구,11060
20220208,104164,장위동,1108076,성북구,11080
20220208,158743,장지동,1124081,송파구,11240
20220208,97919,장충동2가,1102058,중구,11020
20220208,139909,정릉동,1108062,성북구,11080
20220208,40926,종로3가,1101061,종로구,11010
20220208,0,증산동,1112067,은평구,11120
20220208,15827,천호동,1125061,강동구,11250
20220208,121820,청담동,1123078,강남구,11230
20220208,26657,청운동,1101072,종로구,11010
20220208,39952,평창동,1101056,종로구,11010
20220208,28509,풍납동,1124051,송파구,11240
20220208,143754,한남동,1103074,용산구,11030
20220208,123427,합정동,1114068,마포구,11140
20220208,63100,홍은동,1113066,서대문구,11130
20220208,36039,화곡동,1116055,강서구,11160
20220208,40340,황학동,1102067,중구,11020
20220208,9084,회현동1가,1102054,중구,11020
20220209,186067,가산동,1118051,금천구,11180
20220209,56190,개봉동,1117064,구로구,11170
20220209,273499,방화동,1116070,강서구,11160
20220209,194352,고덕동,1125055,강동구,11250
20220209,111995,공릉동,1111056,노원구,11110
20220209,22958,공항동,1116069,강서구,11160
20220209,25148,광장동,1105063,광진구,11050
20220209,40925,구산동,1112057,은평구,11120
20220209,64278,논현동,1123052,강남구,11230
20220209,57652,당산동,1119055,영등포구,11190
20220209,33187,대림동,1119070,영등포구,11190
20220209,57716,도곡동,1123066,강남구,11230
20220209,47681,도봉동,1110064,도봉구,11100
20220209,92370,독산동,1118052,금천구,11180
20220209,53969,돈암동,1108058,성북구,11080
20220209,150512,망원동,1114069,마포구,11140
20220209,167650,반포동,1122056,서초구,11220
20220209,192752,방배동,1122061,서초구,11220
20220209,64929,삼성동,1121082,관악구,11210
20220209,188828,상계동,1111065,노원구,11110
20220209,402704,상암동,1114074,마포구,11140
20220209,97326,상일동,1125076,강동구,11250
20220209,326988,서초동,1122051,서초구,11220
20220209,10856,성북동,1108081,성북구,11080
20220209,100054,세곡동,1123076,강남구,11230
20220209,62768,송정동,1104069,성동구,11040
20220209,36518,송파동,1124061,송파구,11240
20220209,49708,수색동,1112068,은평구,11120
20220209,50704,숭인동,1101070,종로구,11010
20220209,161595,시흥동,1118057,금천구,11180
20220209,101597,신내동,1107069,중랑구,11070
20220209,60980,신당동,1102065,중구,11020
20220209,43475,신도림동,1117051,구로구,11170
20220209,13748,신림동,1121069,관악구,11210
20220209,173172,신사동,1112065,은평구,11120
20220209,271652,신월동,1115057,양천구,11150
20220209,42355,신정동,1115064,양천구,11150
20220209,0,신촌동,1113075,서대문구,11130
20220209,176745,양재동,1122066,서초구,11220
20220209,54503,양평동2가,1119061,영등포구,11190
20220209,283405,여의도동,1119054,영등포구,11190
20220209,52147,역삼동,1123064,강남구,11230
20220209,32790,연희동,1113076,서대문구,11130
20220209,86117,영등포동2가,1119073,영등포구,11190
20220209,49376,영등포동7가,1119073,영등포구,11190
20220209,255618,옥수동,1104073,성동구,11040
20220209,79547,용답동,1104070,성동구,11040
20220209,29849,용산동2가,1103052,용산구,11030
20220209,126459,월계동,1111051,노원구,11110
20220209,30583,을지로2가,1102060,중구,11020
20220209,365496,이촌동,1103063,용산구,11030
20220209,18440,이태원동,1103065,용산구,11030
20220209,227949,일원동,1123072,강남구,11230
20220209,120995,자양동,1105064,광진구,11050
20220209,36447,잠실동,1124071,송파구,11240
20220209,0,잠원동,1122055,서초구,11220
20220209,133148,장안동,1106087,동대문구,11060
20220209,105067,장위동,1108076,성북구,11080
20220209,156128,장지동,1124081,송파구,11240
20220209,97842,장충동2가,1102058,중구,11020
20220209,136389,정릉동,1108062,성북구,11080
20220209,40336,종로3가,1101061,종로구,11010
20220209,0,증산동,1112067,은평구,11120
20220209,15259,천호동,1125061,강동구,11250
20220209,92448,청담동,1123078,강남구,11230
20220209,27044,청운동,1101072,종로구,11010
20220209,41003,평창동,1101056,종로구,11010
20220209,43033,풍납동,1124051,송파구,11240
20220209,143924,한남동,1103074,용산구,11030
20220209,122658,합정동,1114068,마포구,11140
20220209,63566,홍은동,1113066,서대문구,11130
20220209,36456,화곡동,1116055,강서구,11160
20220209,40182,황학동,1102067,중구,11020
20220209,8953,회현동1가,1102054,중구,11020
20220210,188727,가산동,1118051,금천구,11180
20220210,56083,개봉동,1117064,구로구,11170
20220210,277288,방화동,1116070,강서구,11160
20220210,198275,고덕동,1125055,강동구,11250
20220210,113306,공릉동,1111056,노원구,11110
20220210,23151,공항동,1116069,강서구,11160
20220210,26093,광장동,1105063,광진구,11050
20220210,40086,구산동,1112057,은평구,11120
20220210,65391,논현동,1123052,강남구,11230
20220210,59734,당산동,1119055,영등포구,11190
20220210,33214,대림동,1119070,영등포구,11190
20220210,58397,도곡동,1123066,강남구,11230
20220210,47943,도봉동,1110064,도봉구,11100
20220210,92492,독산동,1118052,금천구,11180
20220210,54345,돈암동,1108058,성북구,11080
20220210,149784,망원동,1114069,마포구,11140
20220210,168616,반포동,1122056,서초구,11220
20220210,224170,방배동,1122061,서초구,11220
20220210,64229,삼성동,1121082,관악구,11210
20220210,188283,상계동,1111065,노원구,11110
20220210,405762,상암동,1114074,마포구,11140
20220210,97991,상일동,1125076,강동구,11250
20220210,328427,서초동,1122051,서초구,11220
20220210,11107,성북동,1108081,성북구,11080
20220210,100405,세곡동,1123076,강남구,11230
20220210,62959,송정동,1104069,성동구,11040
20220210,38486,송파동,1124061,송파구,11240
20220210,49017,수색동,1112068,은평구,11120
20220210,51016,숭인동,1101070,종로구,11010
20220210,163988,시흥동,1118057,금천구,11180
20220210,101191,신내동,1107069,중랑구,11070
20220210,60943,신당동,1102065,중구,11020
20220210,43480,신도림동,1117051,구로구,11170
20220210,13772,신림동,1121069,관악구,11210
20220210,173476,신사동,1112065,은평구,11120
20220210,280158,신월동,1115057,양천구,11150
20220210,43755,신정동,1115064,양천구,11150
20220210,0,신촌동,1113075,서대문구,11130
20220210,178377,양재동,1122066,서초구,11220
20220210,55676,양평동2가,1119061,영등포구,11190
20220210,284375,여의도동,1119054,영등포구,11190
20220210,52304,역삼동,1123064,강남구,11230
20220210,33271,연희동,1113076,서대문구,11130
20220210,87373,영등포동2가,1119073,영등포구,11190
20220210,49489,영등포동7가,1119073,영등포구,11190
20220210,257355,옥수동,1104073,성동구,11040
20220210,79218,용답동,1104070,성동구,11040
20220210,31264,용산동2가,1103052,용산구,11030
20220210,125727,월계동,1111051,노원구,11110
20220210,30848,을지로2가,1102060,중구,11020
20220210,364380,이촌동,1103063,용산구,11030
20220210,19282,이태원동,1103065,용산구,11030
20220210,228940,일원동,1123072,강남구,11230
20220210,120802,자양동,1105064,광진구,11050
20220210,37192,잠실동,1124071,송파구,11240
20220210,0,잠원동,1122055,서초구,11220
20220210,132819,장안동,1106087,동대문구,11060
20220210,105972,장위동,1108076,성북구,11080
20220210,158871,장지동,1124081,송파구,11240
20220210,99477,장충동2가,1102058,중구,11020
20220210,139684,정릉동,1108062,성북구,11080
20220210,40403,종로3가,1101061,종로구,11010
20220210,0,증산동,1112067,은평구,11120
20220210,14984,천호동,1125061,강동구,11250
20220210,61994,청담동,1123078,강남구,11230
20220210,27400,청운동,1101072,종로구,11010
20220210,41207,평창동,1101056,종로구,11010
20220210,67208,풍납동,1124051,송파구,11240
20220210,146972,한남동,1103074,용산구,11030
20220210,125372,합정동,1114068,마포구,11140
20220210,63491,홍은동,1113066,서대문구,11130
20220210,36467,화곡동,1116055,강서구,11160
20220210,39980,황학동,1102067,중구,11020
20220210,8951,회현동1가,1102054,중구,11020
20220211,189696,가산동,1118051,금천구,11180
20220211,56939,개봉동,1117064,구로구,11170
20220211,281929,방화동,1116070,강서구,11160
20220211,202073,고덕동,1125055,강동구,11250
20220211,115392,공릉동,1111056,노원구,11110
20220211,23650,공항동,1116069,강서구,11160
20220211,27039,광장동,1105063,광진구,11050
20220211,41199,구산동,1112057,은평구,11120
20220211,65986,논현동,1123052,강남구,11230
20220211,60792,당산동,1119055,영등포구,11190
20220211,33942,대림동,1119070,영등포구,11190
20220211,58409,도곡동,1123066,강남구,11230
20220211,49341,도봉동,1110064,도봉구,11100
20220211,94004,독산동,1118052,금천구,11180
20220211,54579,돈암동,1108058,성북구,11080
20220211,153303,망원동,1114069,마포구,11140
20220211,168090,반포동,1122056,서초구,11220
20220211,227450,방배동,1122061,서초구,11220
20220211,65539,삼성동,1121082,관악구,11210
20220211,193344,상계동,1111065,노원구,11110
20220211,406089,상암동,1114074,마포구,11140
20220211,102537,상일동,1125076,강동구,11250
20220211,331509,서초동,1122051,서초구,11220
20220211,10906,성북동,1108081,성북구,11080
20220211,104262,세곡동,1123076,강남구,11230
20220211,64405,송정동,1104069,성동구,11040
20220211,39020,송파동,1124061,송파구,11240
20220211,50697,수색동,1112068,은평구,11120
20220211,43363,숭인동,1101070,종로구,11010
20220211,167895,시흥동,1118057,금천구,11180
20220211,130722,신내동,1107069,중랑구,11070
20220211,61599,신당동,1102065,중구,11020
20220211,44744,신도림동,1117051,구로구,11170
20220211,14074,신림동,1121069,관악구,11210
20220211,175202,신사동,1112065,은평구,11120
20220211,305139,신월동,1115057,양천구,11150
20220211,45108,신정동,1115064,양천구,11150
20220211,0,신촌동,1113075,서대문구,11130
20220211,180848,양재동,1122066,서초구,11220
20220211,55934,양평동2가,1119061,영등포구,11190
20220211,289950,여의도동,1119054,영등포구,11190
20220211,52848,역삼동,1123064,강남구,11230
20220211,35450,연희동,1113076,서대문구,11130
20220211,88648,영등포동2가,1119073,영등포구,11190
20220211,49607,영등포동7가,1119073,영등포구,11190
20220211,256807,옥수동,1104073,성동구,11040
20220211,81413,용답동,1104070,성동구,11040
