차종종별,연료,건수,비율,읍면동,행정동코드,시군구,행정구코드
승용,전기,17,7.784323681703035e-05,돈암1동,1108058,성북구,11080
승용,수소,17,7.784323681703035e-05,가락본동,1124065,송파구,11240
화물,경유,17,7.784323681703035e-05,수유1동,1109063,강북구,11090
승합,기타연료,17,7.784323681703035e-05,한남동,1103074,용산구,11030
승용,휘발유(유연),17,7.784323681703035e-05,화곡본동,1116055,강서구,11160
승용,휘발유(유연),17,7.784323681703035e-05,길동,1125074,강동구,11250
승용,전기,17,7.784323681703035e-05,월계1동,1111051,노원구,11110
승용,수소,17,7.784323681703035e-05,개포1동,1123068,강남구,11230
승용,수소,17,7.784323681703035e-05,서교동,1114066,마포구,11140
승합,휘발유(무연),17,7.784323681703035e-05,압구정동,1123077,강남구,11230
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,수유1동,1109063,강북구,11090
승용,휘발유(유연),17,7.784323681703035e-05,노량진2동,1120052,동작구,11200
화물,기타연료,17,7.784323681703035e-05,서초1동,1122051,서초구,11220
승용,휘발유(유연),17,7.784323681703035e-05,암사2동,1125058,강동구,11250
승용,전기,17,7.784323681703035e-05,쌍문1동,1110051,도봉구,11100
승합,휘발유,17,7.784323681703035e-05,연희동,1113076,서대문구,11130
특수,경유,17,7.784323681703035e-05,약수동,1102071,중구,11020
승용,휘발유(유연),17,7.784323681703035e-05,중계본동,1111060,노원구,11110
승합,기타연료,17,7.784323681703035e-05,장안1동,1106087,동대문구,11060
특수,경유,17,7.784323681703035e-05,수서동,1123075,강남구,11230
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,남가좌1동,1113069,서대문구,11130
화물,휘발유,17,7.784323681703035e-05,제기동,1106082,동대문구,11060
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,성북동,1108081,성북구,11080
화물,휘발유(무연),17,7.784323681703035e-05,방배본동,1122061,서초구,11220
승용,휘발유(유연),17,7.784323681703035e-05,송파1동,1124061,송파구,11240
화물,휘발유(무연),17,7.784323681703035e-05,장안1동,1106087,동대문구,11060
승용,CNG,17,7.784323681703035e-05,풍납1동,1124051,송파구,11240
승용,전기,17,7.784323681703035e-05,남가좌1동,1113069,서대문구,11130
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,풍납1동,1124051,송파구,11240
승용,CNG,17,7.784323681703035e-05,구로1동,1117052,구로구,11170
승용,전기,17,7.784323681703035e-05,대림1동,1119070,영등포구,11190
특수,경유,17,7.784323681703035e-05,하계1동,1111058,노원구,11110
승합,기타연료,17,7.784323681703035e-05,장안1동,1106087,동대문구,11060
승합,기타연료,17,7.784323681703035e-05,상일1동,1125076,강동구,11250
승용,휘발유(유연),17,7.784323681703035e-05,대방동,1120068,동작구,11200
화물,휘발유(무연),17,7.784323681703035e-05,난곡동,1121081,관악구,11210
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,정릉1동,1108062,성북구,11080
승용,CNG,17,7.784323681703035e-05,대방동,1120068,동작구,11200
승합,기타연료,17,7.784323681703035e-05,면목2동,1107052,중랑구,11070
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,시흥1동,1118057,금천구,11180
승용,CNG,17,7.784323681703035e-05,독산1동,1118052,금천구,11180
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,공덕동,1114077,마포구,11140
승합,기타연료,17,7.784323681703035e-05,신사1동,1112065,은평구,11120
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,정릉1동,1108062,성북구,11080
승용,전기,17,7.784323681703035e-05,잠실본동,1124071,송파구,11240
화물,휘발유(무연),17,7.784323681703035e-05,화곡본동,1116055,강서구,11160
화물,휘발유(무연),17,7.784323681703035e-05,잠실본동,1124071,송파구,11240
화물,기타연료,17,7.784323681703035e-05,평창동,1101056,종로구,11010
승용,CNG,17,7.784323681703035e-05,전농1동,1106083,동대문구,11060
화물,휘발유(무연),17,7.784323681703035e-05,구로1동,1117052,구로구,11170
승합,휘발유(무연),17,7.784323681703035e-05,구로1동,1117052,구로구,11170
승용,전기,17,7.784323681703035e-05,송정동,1104069,성동구,11040
화물,휘발유,17,7.784323681703035e-05,장안1동,1106087,동대문구,11060
화물,CNG,17,7.784323681703035e-05,장안1동,1106087,동대문구,11060
승용,휘발유(유연),17,7.784323681703035e-05,등촌1동,1116052,강서구,11160
화물,휘발유,17,7.784323681703035e-05,성내1동,1125065,강동구,11250
승용,수소,17,7.784323681703035e-05,방배본동,1122061,서초구,11220
승합,기타연료,17,7.784323681703035e-05,공항동,1116069,강서구,11160
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,낙성대동,1121058,관악구,11210
승용,전기,17,7.784323681703035e-05,대방동,1120068,동작구,11200
화물,CNG,17,7.784323681703035e-05,후암동,1103051,용산구,11030
승용,CNG,17,7.784323681703035e-05,구로1동,1117052,구로구,11170
특수,경유,17,7.784323681703035e-05,개포1동,1123068,강남구,11230
승용,휘발유(유연),17,7.784323681703035e-05,대치1동,1123060,강남구,11230
특수,경유,17,7.784323681703035e-05,항동,1117074,구로구,11170
승합,휘발유(무연),17,7.784323681703035e-05,홍은1동,1113066,서대문구,11130
승합,휘발유,17,7.784323681703035e-05,청담동,1123078,강남구,11230
특수,경유,17,7.784323681703035e-05,이문1동,1106089,동대문구,11060
승용,수소,17,7.784323681703035e-05,사직동,1101053,종로구,11010
화물,휘발유,17,7.784323681703035e-05,잠실본동,1124071,송파구,11240
화물,휘발유(무연),17,7.784323681703035e-05,삼전동,1124064,송파구,11240
승합,휘발유(무연),17,7.784323681703035e-05,구의1동,1105060,광진구,11050
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,명일1동,1125053,강동구,11250
화물,기타연료,17,7.784323681703035e-05,방배본동,1122061,서초구,11220
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,청림동,1121054,관악구,11210
화물,기타연료,17,7.784323681703035e-05,이문1동,1106089,동대문구,11060
화물,기타연료,17,7.784323681703035e-05,개봉2동,1117064,구로구,11170
화물,휘발유,17,7.784323681703035e-05,화곡본동,1116055,강서구,11160
특수,경유,17,7.784323681703035e-05,개봉2동,1117064,구로구,11170
승합,기타연료,17,7.784323681703035e-05,신내1동,1107069,중랑구,11070
특수,경유,17,7.784323681703035e-05,회기동,1106071,동대문구,11060
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,이문1동,1106089,동대문구,11060
승합,CNG,17,7.784323681703035e-05,개봉2동,1117064,구로구,11170
화물,기타연료,17,7.784323681703035e-05,난향동,1121071,관악구,11210
승합,기타연료,17,7.784323681703035e-05,중계본동,1111060,노원구,11110
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,제기동,1106082,동대문구,11060
화물,전기,17,7.784323681703035e-05,응암1동,1112059,은평구,11120
특수,경유,17,7.784323681703035e-05,혜화동,1101073,종로구,11010
승용,하이브리드(LPG+전기),17,7.784323681703035e-05,잠실본동,1124071,송파구,11240
화물,기타연료,17,7.784323681703035e-05,성수1가1동,1104065,성동구,11040
화물,전기,17,7.784323681703035e-05,대림1동,1119070,영등포구,11190
승용,전기,17,7.784323681703035e-05,용산2가동,1103052,용산구,11030
화물,휘발유,16,7.326422288661679e-05,월곡1동,1108071,성북구,11080
승용,수소,16,7.326422288661679e-05,홍은1동,1113066,서대문구,11130
승용,전기,16,7.326422288661679e-05,등촌1동,1116052,강서구,11160
특수,경유,16,7.326422288661679e-05,광희동,1102059,중구,11020
화물,휘발유,16,7.326422288661679e-05,공항동,1116069,강서구,11160
화물,휘발유,16,7.326422288661679e-05,상봉1동,1107059,중랑구,11070
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,홍은1동,1113066,서대문구,11130
승용,휘발유(유연),16,7.326422288661679e-05,청룡동,1121080,관악구,11210
승합,기타연료,16,7.326422288661679e-05,잠원동,1122055,서초구,11220
화물,기타연료,16,7.326422288661679e-05,신림동,1121069,관악구,11210
승용,휘발유(유연),16,7.326422288661679e-05,행운동,1121057,관악구,11210
승합,기타연료,16,7.326422288661679e-05,잠원동,1122055,서초구,11220
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,중곡1동,1105055,광진구,11050
승용,휘발유(유연),16,7.326422288661679e-05,창1동,1110059,도봉구,11100
특수,경유,16,7.326422288661679e-05,신길1동,1119063,영등포구,11190
특수,경유,16,7.326422288661679e-05,상계1동,1111065,노원구,11110
화물,휘발유(무연),16,7.326422288661679e-05,개포1동,1123068,강남구,11230
화물,전기,16,7.326422288661679e-05,장위1동,1108076,성북구,11080
승용,휘발유(유연),16,7.326422288661679e-05,양재1동,1122066,서초구,11220
승용,하이브리드(경유+전기),16,7.326422288661679e-05,잠원동,1122055,서초구,11220
화물,기타연료,16,7.326422288661679e-05,방화1동,1116070,강서구,11160
화물,기타연료,16,7.326422288661679e-05,금호1가동,1104059,성동구,11040
승합,하이브리드(CNG+전기),16,7.326422288661679e-05,도봉1동,1110064,도봉구,11100
승용,수소,16,7.326422288661679e-05,성내1동,1125065,강동구,11250
승용,휘발유(유연),16,7.326422288661679e-05,상일1동,1125076,강동구,11250
화물,휘발유(무연),16,7.326422288661679e-05,도봉1동,1110064,도봉구,11100
특수,경유,16,7.326422288661679e-05,중앙동,1121061,관악구,11210
화물,기타연료,16,7.326422288661679e-05,상계1동,1111065,노원구,11110
승용,하이브리드(휘발유+전기),16,7.326422288661679e-05,둔촌1동,1125070,강동구,11250
특수,경유,16,7.326422288661679e-05,수서동,1123075,강남구,11230
승합,휘발유,16,7.326422288661679e-05,대조동,1112058,은평구,11120
승합,기타연료,16,7.326422288661679e-05,발산1동,1116067,강서구,11160
승합,휘발유(무연),16,7.326422288661679e-05,신정1동,1115064,양천구,11150
화물,전기,16,7.326422288661679e-05,방학1동,1110055,도봉구,11100
승합,휘발유,16,7.326422288661679e-05,가양1동,1116064,강서구,11160
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,종암동,1108084,성북구,11080
화물,전기,16,7.326422288661679e-05,성내1동,1125065,강동구,11250
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,염리동,1114061,마포구,11140
승합,CNG,16,7.326422288661679e-05,사당1동,1120063,동작구,11200
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,중계본동,1111060,노원구,11110
화물,기타연료,16,7.326422288661679e-05,석관동,1108085,성북구,11080
승합,경유,16,7.326422288661679e-05,월계1동,1111051,노원구,11110
화물,CNG,16,7.326422288661679e-05,방학1동,1110055,도봉구,11100
화물,기타연료,16,7.326422288661679e-05,금호1가동,1104059,성동구,11040
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,명동,1102055,중구,11020
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,문래동,1119076,영등포구,11190
승용,전기,16,7.326422288661679e-05,능동,1105059,광진구,11050
승용,전기,16,7.326422288661679e-05,월계1동,1111051,노원구,11110
승용,전기,16,7.326422288661679e-05,인헌동,1121062,관악구,11210
화물,휘발유(무연),16,7.326422288661679e-05,녹번동,1112051,은평구,11120
승합,휘발유,16,7.326422288661679e-05,발산1동,1116067,강서구,11160
승합,기타연료,16,7.326422288661679e-05,신정1동,1115064,양천구,11150
승용,전기,16,7.326422288661679e-05,망우3동,1107068,중랑구,11070
화물,기타연료,16,7.326422288661679e-05,정릉1동,1108062,성북구,11080
화물,전기,16,7.326422288661679e-05,신정1동,1115064,양천구,11150
화물,휘발유(무연),16,7.326422288661679e-05,홍제1동,1113062,서대문구,11130
화물,휘발유(무연),16,7.326422288661679e-05,다산동,1102070,중구,11020
승합,휘발유,16,7.326422288661679e-05,논현1동,1123052,강남구,11230
승용,전기,16,7.326422288661679e-05,사당1동,1120063,동작구,11200
승합,CNG,16,7.326422288661679e-05,동선동,1108083,성북구,11080
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,자양1동,1105064,광진구,11050
화물,기타연료,16,7.326422288661679e-05,자양1동,1105064,광진구,11050
특수,경유,16,7.326422288661679e-05,중계본동,1111060,노원구,11110
승용,하이브리드(경유+전기),16,7.326422288661679e-05,내곡동,1122068,서초구,11220
화물,휘발유,16,7.326422288661679e-05,신정1동,1115064,양천구,11150
화물,CNG,16,7.326422288661679e-05,등촌1동,1116052,강서구,11160
화물,휘발유,16,7.326422288661679e-05,신수동,1114063,마포구,11140
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,성산1동,1114072,마포구,11140
특수,기타연료,16,7.326422288661679e-05,명동,1102055,중구,11020
화물,전기,16,7.326422288661679e-05,중계본동,1111060,노원구,11110
승용,전기,16,7.326422288661679e-05,홍은1동,1113066,서대문구,11130
화물,전기,16,7.326422288661679e-05,논현1동,1123052,강남구,11230
승합,기타연료,16,7.326422288661679e-05,쌍문1동,1110051,도봉구,11100
화물,CNG,16,7.326422288661679e-05,논현1동,1123052,강남구,11230
화물,기타연료,16,7.326422288661679e-05,성내1동,1125065,강동구,11250
승합,휘발유(무연),16,7.326422288661679e-05,방화1동,1116070,강서구,11160
특수,경유,16,7.326422288661679e-05,구의1동,1105060,광진구,11050
화물,휘발유,16,7.326422288661679e-05,신월1동,1115057,양천구,11150
화물,휘발유(무연),16,7.326422288661679e-05,자양1동,1105064,광진구,11050
화물,휘발유,16,7.326422288661679e-05,면목2동,1107052,중랑구,11070
승용,CNG,16,7.326422288661679e-05,가양1동,1116064,강서구,11160
승용,휘발유(무연),16,7.326422288661679e-05,신당5동,1102065,중구,11020
화물,기타연료,16,7.326422288661679e-05,신길1동,1119063,영등포구,11190
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,수색동,1112068,은평구,11120
화물,휘발유,16,7.326422288661679e-05,원효로2동,1103057,용산구,11030
승합,기타연료,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
승용,휘발유(유연),16,7.326422288661679e-05,석촌동,1124063,송파구,11240
화물,휘발유,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
승용,휘발유(유연),16,7.326422288661679e-05,이문1동,1106089,동대문구,11060
화물,기타연료,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
특수,경유,16,7.326422288661679e-05,북아현동,1113074,서대문구,11130
화물,휘발유,16,7.326422288661679e-05,망원1동,1114069,마포구,11140
승합,휘발유,16,7.326422288661679e-05,반포본동,1122056,서초구,11220
특수,경유,16,7.326422288661679e-05,반포본동,1122056,서초구,11220
승합,휘발유(무연),16,7.326422288661679e-05,독산1동,1118052,금천구,11180
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,고척1동,1117061,구로구,11170
승합,CNG,16,7.326422288661679e-05,고척1동,1117061,구로구,11170
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,옥수동,1104073,성동구,11040
특수,경유,16,7.326422288661679e-05,응암1동,1112059,은평구,11120
화물,휘발유(무연),16,7.326422288661679e-05,대치1동,1123060,강남구,11230
승합,엘피지,16,7.326422288661679e-05,개포1동,1123068,강남구,11230
화물,휘발유,16,7.326422288661679e-05,목1동,1115051,양천구,11150
화물,휘발유,16,7.326422288661679e-05,도곡1동,1123066,강남구,11230
화물,기타연료,16,7.326422288661679e-05,남가좌1동,1113069,서대문구,11130
승합,기타연료,16,7.326422288661679e-05,목2동,1115052,양천구,11150
승용,수소,16,7.326422288661679e-05,신대방1동,1120069,동작구,11200
승용,휘발유(유연),16,7.326422288661679e-05,남현동,1121063,관악구,11210
화물,CNG,16,7.326422288661679e-05,강일동,1125075,강동구,11250
특수,경유,16,7.326422288661679e-05,신촌동,1113075,서대문구,11130
승합,휘발유(무연),16,7.326422288661679e-05,방이1동,1124057,송파구,11240
화물,휘발유,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
화물,전기,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
승합,CNG,16,7.326422288661679e-05,남현동,1121063,관악구,11210
승용,CNG,16,7.326422288661679e-05,대치1동,1123060,강남구,11230
승용,CNG,16,7.326422288661679e-05,방배본동,1122061,서초구,11220
승용,휘발유(유연),16,7.326422288661679e-05,개봉2동,1117064,구로구,11170
특수,경유,16,7.326422288661679e-05,시흥1동,1118057,금천구,11180
승용,휘발유,16,7.326422288661679e-05,번1동,1109060,강북구,11090
특수,경유,16,7.326422288661679e-05,중곡1동,1105055,광진구,11050
승용,하이브리드(경유+전기),16,7.326422288661679e-05,방배본동,1122061,서초구,11220
승용,휘발유(무연),16,7.326422288661679e-05,개봉2동,1117064,구로구,11170
승합,하이브리드(CNG+전기),16,7.326422288661679e-05,장지동,1124081,송파구,11240
승용,전기,16,7.326422288661679e-05,일원본동,1123072,강남구,11230
화물,휘발유,16,7.326422288661679e-05,방배본동,1122061,서초구,11220
화물,휘발유,16,7.326422288661679e-05,성수1가1동,1104065,성동구,11040
승용,휘발유(유연),16,7.326422288661679e-05,위례동,1124082,송파구,11240
화물,휘발유,16,7.326422288661679e-05,가회동,1101060,종로구,11010
승용,휘발유(유연),16,7.326422288661679e-05,방배본동,1122061,서초구,11220
승용,CNG,16,7.326422288661679e-05,북가좌1동,1113071,서대문구,11130
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,면목2동,1107052,중랑구,11070
화물,기타연료,16,7.326422288661679e-05,전농1동,1106083,동대문구,11060
화물,엘피지,16,7.326422288661679e-05,가회동,1101060,종로구,11010
승합,기타연료,16,7.326422288661679e-05,잠실본동,1124071,송파구,11240
화물,엘피지,16,7.326422288661679e-05,구로1동,1117052,구로구,11170
승용,수소,16,7.326422288661679e-05,신도림동,1117051,구로구,11170
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,신도림동,1117051,구로구,11170
승합,전기,16,7.326422288661679e-05,북가좌1동,1113071,서대문구,11130
승용,하이브리드(경유+전기),16,7.326422288661679e-05,잠실본동,1124071,송파구,11240
승용,수소,16,7.326422288661679e-05,가회동,1101060,종로구,11010
화물,휘발유(무연),16,7.326422288661679e-05,잠실본동,1124071,송파구,11240
특수,경유,16,7.326422288661679e-05,용문동,1103059,용산구,11030
승용,휘발유(유연),16,7.326422288661679e-05,화곡본동,1116055,강서구,11160
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,서빙고동,1103069,용산구,11030
승용,휘발유,16,7.326422288661679e-05,명륜3가동,0,0,0
승용,전기,16,7.326422288661679e-05,증산동,1112067,은평구,11120
승용,수소,16,7.326422288661679e-05,장지동,1124081,송파구,11240
승합,휘발유(무연),16,7.326422288661679e-05,원효로2동,1103057,용산구,11030
화물,휘발유,16,7.326422288661679e-05,성수1가1동,1104065,성동구,11040
화물,휘발유,16,7.326422288661679e-05,교남동,1101058,종로구,11010
승용,전기,16,7.326422288661679e-05,화곡본동,1116055,강서구,11160
화물,휘발유,16,7.326422288661679e-05,독산1동,1118052,금천구,11180
화물,전기,16,7.326422288661679e-05,중화1동,1107061,중랑구,11070
승용,수소,16,7.326422288661679e-05,독산1동,1118052,금천구,11180
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,성수1가1동,1104065,성동구,11040
승합,CNG,16,7.326422288661679e-05,방배본동,1122061,서초구,11220
화물,휘발유,16,7.326422288661679e-05,성수1가1동,1104065,성동구,11040
화물,전기,16,7.326422288661679e-05,화곡본동,1116055,강서구,11160
특수,경유,16,7.326422288661679e-05,서빙고동,1103069,용산구,11030
화물,휘발유,16,7.326422288661679e-05,구로1동,1117052,구로구,11170
승합,기타연료,16,7.326422288661679e-05,공덕동,1114077,마포구,11140
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,가산동,1118051,금천구,11180
화물,휘발유(무연),16,7.326422288661679e-05,상도1동,1120053,동작구,11200
화물,휘발유(무연),16,7.326422288661679e-05,대치1동,1123060,강남구,11230
화물,휘발유,16,7.326422288661679e-05,당산1동,1119055,영등포구,11190
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,목4동,1115054,양천구,11150
승용,수소,16,7.326422288661679e-05,목5동,1115071,양천구,11150
승용,휘발유(유연),16,7.326422288661679e-05,공릉2동,1111056,노원구,11110
승용,수소,16,7.326422288661679e-05,노량진2동,1120052,동작구,11200
승합,휘발유,16,7.326422288661679e-05,대치1동,1123060,강남구,11230
승용,휘발유(유연),16,7.326422288661679e-05,역촌동,1112074,은평구,11120
화물,휘발유(무연),16,7.326422288661679e-05,신당5동,1102065,중구,11020
화물,휘발유,16,7.326422288661679e-05,신월1동,1115057,양천구,11150
승용,수소,16,7.326422288661679e-05,양평1동,1119061,영등포구,11190
승합,기타연료,16,7.326422288661679e-05,삼성동,1121082,관악구,11210
승합,CNG,16,7.326422288661679e-05,삼성동,1121082,관악구,11210
승용,수소,16,7.326422288661679e-05,종로1.2.3.4가동,1101061,종로구,11010
승용,전기,16,7.326422288661679e-05,신월1동,1115057,양천구,11150
승용,기타연료,16,7.326422288661679e-05,역삼1동,1123064,강남구,11230
승용,CNG,16,7.326422288661679e-05,천호1동,1125061,강동구,11250
승용,휘발유(유연),16,7.326422288661679e-05,마천1동,1124055,송파구,11240
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,삼성동,1121082,관악구,11210
화물,전기,16,7.326422288661679e-05,휘경1동,1106072,동대문구,11060
승합,기타연료,16,7.326422288661679e-05,역삼1동,1123064,강남구,11230
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,고덕1동,1125055,강동구,11250
특수,경유,16,7.326422288661679e-05,응봉동,1104058,성동구,11040
승합,기타연료,16,7.326422288661679e-05,상계1동,1111065,노원구,11110
승합,휘발유(무연),16,7.326422288661679e-05,중곡1동,1105055,광진구,11050
승용,하이브리드(경유+전기),16,7.326422288661679e-05,양평1동,1119061,영등포구,11190
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,창3동,1110061,도봉구,11100
화물,휘발유(무연),16,7.326422288661679e-05,고덕1동,1125055,강동구,11250
승합,기타연료,16,7.326422288661679e-05,서초1동,1122051,서초구,11220
화물,기타연료,16,7.326422288661679e-05,남가좌1동,1113069,서대문구,11130
화물,휘발유,16,7.326422288661679e-05,가락본동,1124065,송파구,11240
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,행당1동,1104056,성동구,11040
승합,엘피지,16,7.326422288661679e-05,반포본동,1122056,서초구,11220
승용,하이브리드(경유+전기),16,7.326422288661679e-05,염창동,1116051,강서구,11160
승합,휘발유(무연),16,7.326422288661679e-05,종로1.2.3.4가동,1101061,종로구,11010
화물,휘발유,16,7.326422288661679e-05,역촌동,1112074,은평구,11120
화물,휘발유,16,7.326422288661679e-05,창2동,1110060,도봉구,11100
승합,휘발유,16,7.326422288661679e-05,문정1동,1124068,송파구,11240
승용,휘발유,16,7.326422288661679e-05,공릉2동,1111056,노원구,11110
승용,휘발유(유연),16,7.326422288661679e-05,개봉2동,1117064,구로구,11170
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,신사1동,1112065,은평구,11120
화물,휘발유,16,7.326422288661679e-05,답십리2동,1106086,동대문구,11060
승용,하이브리드(LPG+전기),16,7.326422288661679e-05,암사2동,1125058,강동구,11250
화물,휘발유(무연),16,7.326422288661679e-05,양평1동,1119061,영등포구,11190
승용,전기,15,6.868520895620324e-05,보광동,1103070,용산구,11030
승용,CNG,15,6.868520895620324e-05,등촌1동,1116052,강서구,11160
화물,휘발유,15,6.868520895620324e-05,우장산동,1116074,강서구,11160
화물,휘발유,15,6.868520895620324e-05,전농1동,1106083,동대문구,11060
승용,하이브리드(LPG+전기),15,6.868520895620324e-05,중앙동,1121061,관악구,11210
특수,경유,15,6.868520895620324e-05,대림1동,1119070,영등포구,11190
승용,하이브리드(LPG+전기),15,6.868520895620324e-05,방화1동,1116070,강서구,11160
화물,전기,15,6.868520895620324e-05,우장산동,1116074,강서구,11160
승용,수소,15,6.868520895620324e-05,논현1동,1123052,강남구,11230
화물,휘발유,15,6.868520895620324e-05,화곡본동,1116055,강서구,11160
승용,휘발유,15,6.868520895620324e-05,신당5동,1102065,중구,11020
특수,경유,15,6.868520895620324e-05,노량진2동,1120052,동작구,11200
화물,휘발유,15,6.868520895620324e-05,서빙고동,1103069,용산구,11030
승합,CNG,15,6.868520895620324e-05,서원동,1121064,관악구,11210
특수,경유,15,6.868520895620324e-05,신길1동,1119063,영등포구,11190
승용,휘발유(유연),15,6.868520895620324e-05,노량진2동,1120052,동작구,11200
승용,휘발유(유연),15,6.868520895620324e-05,잠원동,1122055,서초구,11220
승용,전기,15,6.868520895620324e-05,이태원1동,1103065,용산구,11030
화물,전기,15,6.868520895620324e-05,도봉1동,1110064,도봉구,11100
승합,기타연료,15,6.868520895620324e-05,돈암1동,1108058,성북구,11080
화물,기타연료,15,6.868520895620324e-05,서원동,1121064,관악구,11210
승합,휘발유(무연),15,6.868520895620324e-05,서빙고동,1103069,용산구,11030
승용,하이브리드(LPG+전기),15,6.868520895620324e-05,등촌1동,1116052,강서구,11160
승용,전기,15,6.868520895620324e-05,서빙고동,1103069,용산구,11030
승용,경유,15,6.868520895620324e-05,신당5동,1102065,중구,11020
화물,전기,15,6.868520895620324e-05,창4동,1110062,도봉구,11100
화물,전기,15,6.868520895620324e-05,원효로2동,1103057,용산구,11030
승합,휘발유,15,6.868520895620324e-05,이태원1동,1103065,용산구,11030
승용,전기,15,6.868520895620324e-05,남가좌1동,1113069,서대문구,11130
화물,휘발유(무연),15,6.868520895620324e-05,안암동,1108060,성북구,11080
승용,엘피지,15,6.868520895620324e-05,을지로동,1102060,중구,11020
승용,휘발유(유연),15,6.868520895620324e-05,연희동,1113076,서대문구,11130
승용,수소,15,6.868520895620324e-05,용강동,1114059,마포구,11140
승합,기타연료,15,6.868520895620324e-05,영등포본동,1119073,영등포구,11190
승용,전기,15,6.868520895620324e-05,석관동,1108085,성북구,11080
승용,CNG,15,6.868520895620324e-05,개포1동,1123068,강남구,11230
승합,휘발유(무연),15,6.868520895620324e-05,역삼1동,1123064,강남구,11230
승합,휘발유(무연),15,6.868520895620324e-05,답십리2동,1106086,동대문구,11060
특수,경유,15,6.868520895620324e-05,노량진2동,1120052,동작구,11200
승합,휘발유,15,6.868520895620324e-05,필동,1102057,중구,11020
승합,경유,15,6.868520895620324e-05,을지로동,1102060,중구,11020
화물,기타연료,15,6.868520895620324e-05,신당5동,1102065,중구,11020
화물,휘발유(무연),15,6.868520895620324e-05,화곡본동,1116055,강서구,11160
승용,CNG,15,6.868520895620324e-05,개포1동,1123068,강남구,11230
화물,기타연료,15,6.868520895620324e-05,약수동,1102071,중구,11020
승합,기타연료,15,6.868520895620324e-05,이촌1동,1103063,용산구,11030
화물,휘발유,15,6.868520895620324e-05,방화1동,1116070,강서구,11160
승용,하이브리드(LPG+전기),15,6.868520895620324e-05,신당5동,1102065,중구,11020
특수,엘피지,15,6.868520895620324e-05,양평1동,1119061,영등포구,11190
승용,하이브리드(경유+전기),15,6.868520895620324e-05,금호1가동,1104059,성동구,11040
화물,휘발유,15,6.868520895620324e-05,충현동,1113073,서대문구,11130
화물,휘발유(무연),15,6.868520895620324e-05,답십리2동,1106086,동대문구,11060
화물,기타연료,15,6.868520895620324e-05,응봉동,1104058,성동구,11040
화물,휘발유(무연),15,6.868520895620324e-05,석관동,1108085,성북구,11080
승용,수소,15,6.868520895620324e-05,명일1동,1125053,강동구,11250
화물,전기,15,6.868520895620324e-05,화곡본동,1116055,강서구,11160
화물,CNG,15,6.868520895620324e-05,합정동,1114068,마포구,11140
승합,기타연료,15,6.868520895620324e-05,장안1동,1106087,동대문구,11060
화물,기타연료,15,6.868520895620324e-05,신길1동,1119063,영등포구,11190
화물,CNG,15,6.868520895620324e-05,방학1동,1110055,도봉구,11100
화물,전기,15,6.868520895620324e-05,방화1동,1116070,강서구,11160
화물,전기,15,6.868520895620324e-05,방학1동,1110055,도봉구,11100
승용,하이브리드(경유+전기),15,6.868520895620324e-05,길음1동,1108066,성북구,11080
승합,기타연료,15,6.868520895620324e-05,연희동,1113076,서대문구,11130
승용,전기,15,6.868520895620324e-05,화곡본동,1116055,강서구,11160
