차종종별,연료,건수,비율,읍면동,행정동코드,시군구,행정구코드
승합,경유,425,0.001946080920425759,신사1동,1112065,은평구,11120
화물,엘피지,425,0.001946080920425759,상도1동,1120053,동작구,11200
승합,경유,425,0.001946080920425759,행운동,1121057,관악구,11210
승합,경유,424,0.001941501906495345,고덕1동,1125055,강동구,11250
승용,엘피지,424,0.001941501906495345,남가좌1동,1113069,서대문구,11130
화물,엘피지,424,0.001941501906495345,방학1동,1110055,도봉구,11100
승합,경유,424,0.001941501906495345,흑석동,1120071,동작구,11200
승용,하이브리드(휘발유+전기),424,0.001941501906495345,개포1동,1123068,강남구,11230
승합,경유,424,0.001941501906495345,은천동,1121078,관악구,11210
화물,경유,423,0.001936922892564931,이태원1동,1103065,용산구,11030
승용,하이브리드(휘발유+전기),423,0.001936922892564931,대조동,1112058,은평구,11120
화물,엘피지,423,0.001936922892564931,중화1동,1107061,중랑구,11070
화물,엘피지,423,0.001936922892564931,송중동,1109071,강북구,11090
화물,엘피지,422,0.001932343878634518,구로1동,1117052,구로구,11170
승합,경유,422,0.001932343878634518,청구동,1102072,중구,11020
승합,경유,422,0.001932343878634518,보라매동,1121052,관악구,11210
승용,엘피지,421,0.001927764864704104,성북동,1108081,성북구,11080
승용,하이브리드(휘발유+전기),421,0.001927764864704104,성산1동,1114072,마포구,11140
승용,엘피지,420,0.001923185850773691,수유1동,1109063,강북구,11090
승용,하이브리드(휘발유+전기),420,0.001923185850773691,방화1동,1116070,강서구,11160
승용,하이브리드(휘발유+전기),419,0.001918606836843277,망우3동,1107068,중랑구,11070
승합,경유,419,0.001918606836843277,시흥1동,1118057,금천구,11180
화물,엘피지,419,0.001918606836843277,번1동,1109060,강북구,11090
승합,경유,417,0.00190944880898245,우이동,1109074,강북구,11090
승합,경유,417,0.00190944880898245,청룡동,1121080,관악구,11210
승용,하이브리드(휘발유+전기),417,0.00190944880898245,오류1동,1117067,구로구,11170
승용,하이브리드(휘발유+전기),417,0.00190944880898245,난향동,1121071,관악구,11210
승합,엘피지,416,0.001904869795052036,암사2동,1125058,강동구,11250
화물,경유,416,0.001904869795052036,서빙고동,1103069,용산구,11030
화물,엘피지,416,0.001904869795052036,삼성동,1121082,관악구,11210
승용,엘피지,415,0.001900290781121623,수유1동,1109063,강북구,11090
승합,CNG,415,0.001900290781121623,석관동,1108085,성북구,11080
화물,엘피지,414,0.00189571176719121,난곡동,1121081,관악구,11210
승합,경유,414,0.00189571176719121,월계1동,1111051,노원구,11110
승합,경유,414,0.00189571176719121,일원본동,1123072,강남구,11230
승합,경유,414,0.00189571176719121,송중동,1109071,강북구,11090
화물,엘피지,413,0.001891132753260796,성내1동,1125065,강동구,11250
승용,엘피지,413,0.001891132753260796,송정동,1104069,성동구,11040
화물,엘피지,413,0.001891132753260796,홍은1동,1113066,서대문구,11130
화물,엘피지,413,0.001891132753260796,망우3동,1107068,중랑구,11070
승용,엘피지,413,0.001891132753260796,잠실본동,1124071,송파구,11240
승용,엘피지,412,0.001886553739330382,청담동,1123078,강남구,11230
화물,엘피지,411,0.001881974725399969,휘경1동,1106072,동대문구,11060
승용,엘피지,411,0.001881974725399969,원효로2동,1103057,용산구,11030
화물,엘피지,411,0.001881974725399969,수유1동,1109063,강북구,11090
화물,엘피지,411,0.001881974725399969,당산1동,1119055,영등포구,11190
승용,엘피지,411,0.001881974725399969,안암동,1108060,성북구,11080
승합,엘피지,411,0.001881974725399969,서초1동,1122051,서초구,11220
승용,하이브리드(휘발유+전기),411,0.001881974725399969,성수1가1동,1104065,성동구,11040
승용,하이브리드(휘발유+전기),411,0.001881974725399969,홍제1동,1113062,서대문구,11130
화물,엘피지,411,0.001881974725399969,자양1동,1105064,광진구,11050
화물,엘피지,411,0.001881974725399969,양평1동,1119061,영등포구,11190
승합,CNG,410,0.001877395711469555,혜화동,1101073,종로구,11010
승합,경유,410,0.001877395711469555,불광1동,1112052,은평구,11120
승합,경유,410,0.001877395711469555,상일1동,1125076,강동구,11250
승용,하이브리드(휘발유+전기),409,0.001872816697539142,월계1동,1111051,노원구,11110
승용,하이브리드(휘발유+전기),409,0.001872816697539142,원효로2동,1103057,용산구,11030
승용,하이브리드(휘발유+전기),409,0.001872816697539142,불광1동,1112052,은평구,11120
화물,경유,409,0.001872816697539142,반포본동,1122056,서초구,11220
특수,경유,409,0.001872816697539142,신정1동,1115064,양천구,11150
승합,경유,408,0.001868237683608728,숭인1동,1101070,종로구,11010
화물,엘피지,408,0.001868237683608728,성내1동,1125065,강동구,11250
승합,엘피지,408,0.001868237683608728,응암1동,1112059,은평구,11120
승용,엘피지,407,0.001863658669678315,한강로동,1103073,용산구,11030
승합,경유,407,0.001863658669678315,수서동,1123075,강남구,11230
승용,하이브리드(휘발유+전기),407,0.001863658669678315,시흥1동,1118057,금천구,11180
승용,하이브리드(휘발유+전기),406,0.001859079655747901,중림동,1102068,중구,11020
승용,엘피지,406,0.001859079655747901,회현동,1102054,중구,11020
승용,하이브리드(휘발유+전기),405,0.001854500641817488,신월1동,1115057,양천구,11150
화물,엘피지,405,0.001854500641817488,한강로동,1103073,용산구,11030
승용,하이브리드(휘발유+전기),405,0.001854500641817488,면목2동,1107052,중랑구,11070
승합,경유,404,0.001849921627887074,홍제1동,1113062,서대문구,11130
승합,엘피지,404,0.001849921627887074,용신동,1106081,동대문구,11060
화물,엘피지,404,0.001849921627887074,상계1동,1111065,노원구,11110
승용,하이브리드(휘발유+전기),403,0.001845342613956661,청림동,1121054,관악구,11210
승용,하이브리드(휘발유+전기),403,0.001845342613956661,난곡동,1121081,관악구,11210
승합,경유,403,0.001845342613956661,중곡1동,1105055,광진구,11050
화물,경유,402,0.001840763600026247,가회동,1101060,종로구,11010
화물,엘피지,402,0.001840763600026247,합정동,1114068,마포구,11140
승합,엘피지,402,0.001840763600026247,공항동,1116069,강서구,11160
승합,경유,402,0.001840763600026247,용문동,1103059,용산구,11030
승합,경유,402,0.001840763600026247,신사1동,1112065,은평구,11120
승용,하이브리드(휘발유+전기),402,0.001840763600026247,자양1동,1105064,광진구,11050
승합,경유,401,0.001836184586095833,제기동,1106082,동대문구,11060
승용,하이브리드(휘발유+전기),401,0.001836184586095833,응암1동,1112059,은평구,11120
승용,하이브리드(휘발유+전기),401,0.001836184586095833,인수동,1109075,강북구,11090
승용,전기,401,0.001836184586095833,역삼1동,1123064,강남구,11230
승합,경유,401,0.001836184586095833,신사1동,1112065,은평구,11120
승용,엘피지,401,0.001836184586095833,연남동,1114071,마포구,11140
승합,경유,401,0.001836184586095833,일원본동,1123072,강남구,11230
승용,하이브리드(휘발유+전기),401,0.001836184586095833,창2동,1110060,도봉구,11100
승용,하이브리드(휘발유+전기),400,0.00183160557216542,신내1동,1107069,중랑구,11070
화물,엘피지,400,0.00183160557216542,녹번동,1112051,은평구,11120
화물,엘피지,399,0.001827026558235006,은천동,1121078,관악구,11210
화물,경유,399,0.001827026558235006,반포본동,1122056,서초구,11220
승용,하이브리드(휘발유+전기),399,0.001827026558235006,서림동,1121066,관악구,11210
특수,경유,399,0.001827026558235006,양평1동,1119061,영등포구,11190
승용,하이브리드(휘발유+전기),399,0.001827026558235006,약수동,1102071,중구,11020
승용,하이브리드(휘발유+전기),399,0.001827026558235006,신월1동,1115057,양천구,11150
승합,경유,399,0.001827026558235006,왕십리2동,1104052,성동구,11040
승용,하이브리드(휘발유+전기),399,0.001827026558235006,소공동,1102052,중구,11020
승합,경유,398,0.001822447544304593,문정1동,1124068,송파구,11240
승합,엘피지,398,0.001822447544304593,송천동,1109072,강북구,11090
승용,하이브리드(휘발유+전기),398,0.001822447544304593,송중동,1109071,강북구,11090
승합,경유,398,0.001822447544304593,갈현1동,1112055,은평구,11120
승합,엘피지,398,0.001822447544304593,석촌동,1124063,송파구,11240
승합,경유,398,0.001822447544304593,금호1가동,1104059,성동구,11040
승용,하이브리드(휘발유+전기),397,0.001817868530374179,전농1동,1106083,동대문구,11060
승용,하이브리드(휘발유+전기),397,0.001817868530374179,상계1동,1111065,노원구,11110
화물,엘피지,396,0.001813289516443766,불광1동,1112052,은평구,11120
승용,하이브리드(휘발유+전기),396,0.001813289516443766,무악동,1101057,종로구,11010
승합,경유,395,0.001808710502513352,쌍문1동,1110051,도봉구,11100
승용,엘피지,395,0.001808710502513352,잠실본동,1124071,송파구,11240
승합,CNG,395,0.001808710502513352,월계1동,1111051,노원구,11110
승합,경유,394,0.001804131488582938,창1동,1110059,도봉구,11100
화물,엘피지,394,0.001804131488582938,역삼1동,1123064,강남구,11230
승합,경유,394,0.001804131488582938,상계1동,1111065,노원구,11110
승용,하이브리드(휘발유+전기),394,0.001804131488582938,회현동,1102054,중구,11020
승용,하이브리드(휘발유+전기),394,0.001804131488582938,왕십리2동,1104052,성동구,11040
승합,경유,394,0.001804131488582938,신길1동,1119063,영등포구,11190
승합,경유,393,0.001799552474652525,시흥1동,1118057,금천구,11180
승합,경유,393,0.001799552474652525,남가좌1동,1113069,서대문구,11130
승용,하이브리드(휘발유+전기),393,0.001799552474652525,상일1동,1125076,강동구,11250
화물,엘피지,393,0.001799552474652525,삼선동,1108082,성북구,11080
승합,경유,392,0.001794973460722111,장충동,1102058,중구,11020
승용,하이브리드(휘발유+전기),392,0.001794973460722111,염리동,1114061,마포구,11140
화물,엘피지,392,0.001794973460722111,남가좌1동,1113069,서대문구,11130
승용,하이브리드(휘발유+전기),392,0.001794973460722111,갈현1동,1112055,은평구,11120
승용,하이브리드(휘발유+전기),391,0.001790394446791698,화곡본동,1116055,강서구,11160
승용,하이브리드(휘발유+전기),391,0.001790394446791698,화곡본동,1116055,강서구,11160
승합,경유,391,0.001790394446791698,송파1동,1124061,송파구,11240
승용,하이브리드(휘발유+전기),391,0.001790394446791698,연남동,1114071,마포구,11140
화물,엘피지,391,0.001790394446791698,가산동,1118051,금천구,11180
승용,엘피지,390,0.001785815432861284,서빙고동,1103069,용산구,11030
화물,엘피지,389,0.001781236418930871,신월1동,1115057,양천구,11150
승합,경유,388,0.001776657405000457,독산1동,1118052,금천구,11180
승합,엘피지,388,0.001776657405000457,양재1동,1122066,서초구,11220
승용,하이브리드(휘발유+전기),388,0.001776657405000457,구의1동,1105060,광진구,11050
화물,엘피지,387,0.001772078391070044,장위1동,1108076,성북구,11080
화물,엘피지,387,0.001772078391070044,무악동,1101057,종로구,11010
화물,엘피지,387,0.001772078391070044,월계1동,1111051,노원구,11110
승합,경유,387,0.001772078391070044,송천동,1109072,강북구,11090
승용,엘피지,387,0.001772078391070044,혜화동,1101073,종로구,11010
승합,경유,387,0.001772078391070044,신도림동,1117051,구로구,11170
승용,하이브리드(휘발유+전기),387,0.001772078391070044,홍제1동,1113062,서대문구,11130
승합,엘피지,386,0.00176749937713963,가락본동,1124065,송파구,11240
승합,엘피지,386,0.00176749937713963,신월1동,1115057,양천구,11150
화물,엘피지,386,0.00176749937713963,시흥1동,1118057,금천구,11180
승합,엘피지,386,0.00176749937713963,개포1동,1123068,강남구,11230
승용,엘피지,386,0.00176749937713963,동선동,1108083,성북구,11080
승용,하이브리드(휘발유+전기),385,0.001762920363209217,풍납1동,1124051,송파구,11240
승용,휘발유,385,0.001762920363209217,상일1동,1125076,강동구,11250
승합,엘피지,385,0.001762920363209217,진관동,1112071,은평구,11120
승용,휘발유,385,0.001762920363209217,삼청동,1101054,종로구,11010
승용,하이브리드(휘발유+전기),385,0.001762920363209217,삼성동,1121082,관악구,11210
화물,엘피지,384,0.001758341349278803,여의동,1119054,영등포구,11190
화물,엘피지,384,0.001758341349278803,독산1동,1118052,금천구,11180
승용,하이브리드(휘발유+전기),384,0.001758341349278803,삼선동,1108082,성북구,11080
승합,경유,384,0.001758341349278803,삼성동,1121082,관악구,11210
화물,경유,384,0.001758341349278803,부암동,1101055,종로구,11010
승용,엘피지,383,0.001753762335348389,능동,1105059,광진구,11050
승합,엘피지,383,0.001753762335348389,천호1동,1125061,강동구,11250
화물,엘피지,383,0.001753762335348389,망원1동,1114069,마포구,11140
화물,엘피지,383,0.001753762335348389,목2동,1115052,양천구,11150
화물,엘피지,383,0.001753762335348389,정릉1동,1108062,성북구,11080
승용,하이브리드(휘발유+전기),382,0.001749183321417976,성내1동,1125065,강동구,11250
화물,엘피지,382,0.001749183321417976,대방동,1120068,동작구,11200
승합,엘피지,382,0.001749183321417976,장안1동,1106087,동대문구,11060
승용,하이브리드(휘발유+전기),381,0.001744604307487563,제기동,1106082,동대문구,11060
화물,엘피지,381,0.001744604307487563,논현1동,1123052,강남구,11230
승합,경유,381,0.001744604307487563,중계본동,1111060,노원구,11110
승용,하이브리드(휘발유+전기),381,0.001744604307487563,길음1동,1108066,성북구,11080
화물,엘피지,381,0.001744604307487563,상도1동,1120053,동작구,11200
승합,경유,381,0.001744604307487563,청량리동,1106080,동대문구,11060
승용,하이브리드(휘발유+전기),381,0.001744604307487563,인헌동,1121062,관악구,11210
승합,경유,381,0.001744604307487563,사당1동,1120063,동작구,11200
화물,엘피지,380,0.001740025293557149,중계본동,1111060,노원구,11110
승합,엘피지,380,0.001740025293557149,인수동,1109075,강북구,11090
화물,엘피지,380,0.001740025293557149,신림동,1121069,관악구,11210
승용,하이브리드(휘발유+전기),380,0.001740025293557149,중곡1동,1105055,광진구,11050
화물,엘피지,379,0.001735446279626735,영등포본동,1119073,영등포구,11190
승합,경유,379,0.001735446279626735,상봉1동,1107059,중랑구,11070
승합,엘피지,378,0.001730867265696322,독산1동,1118052,금천구,11180
승용,하이브리드(휘발유+전기),377,0.001726288251765908,청구동,1102072,중구,11020
화물,엘피지,377,0.001726288251765908,상봉1동,1107059,중랑구,11070
승용,하이브리드(휘발유+전기),377,0.001726288251765908,신촌동,1113075,서대문구,11130
승용,하이브리드(휘발유+전기),377,0.001726288251765908,신월1동,1115057,양천구,11150
승합,경유,377,0.001726288251765908,도봉1동,1110064,도봉구,11100
승용,엘피지,377,0.001726288251765908,광희동,1102059,중구,11020
승용,하이브리드(휘발유+전기),377,0.001726288251765908,성수1가1동,1104065,성동구,11040
승합,경유,376,0.001721709237835495,방배본동,1122061,서초구,11220
승합,경유,375,0.001717130223905081,개봉2동,1117064,구로구,11170
승합,경유,375,0.001717130223905081,갈현1동,1112055,은평구,11120
승용,하이브리드(휘발유+전기),375,0.001717130223905081,쌍문1동,1110051,도봉구,11100
승합,경유,375,0.001717130223905081,정릉1동,1108062,성북구,11080
승합,경유,375,0.001717130223905081,창신1동,1101067,종로구,11010
승합,경유,374,0.001712551209974668,상계1동,1111065,노원구,11110
승용,엘피지,374,0.001712551209974668,홍제1동,1113062,서대문구,11130
승합,경유,374,0.001712551209974668,방학1동,1110055,도봉구,11100
승용,하이브리드(휘발유+전기),373,0.001707972196044254,상계1동,1111065,노원구,11110
승합,엘피지,373,0.001707972196044254,강일동,1125075,강동구,11250
화물,엘피지,373,0.001707972196044254,방이1동,1124057,송파구,11240
승용,하이브리드(휘발유+전기),373,0.001707972196044254,보문동,1108061,성북구,11080
화물,엘피지,373,0.001707972196044254,구의1동,1105060,광진구,11050
승합,경유,372,0.001703393182113841,개봉2동,1117064,구로구,11170
승합,경유,372,0.001703393182113841,사당1동,1120063,동작구,11200
승합,경유,372,0.001703393182113841,영등포본동,1119073,영등포구,11190
승용,엘피지,372,0.001703393182113841,평창동,1101056,종로구,11010
승용,하이브리드(휘발유+전기),371,0.001698814168183427,이문1동,1106089,동대문구,11060
승합,경유,371,0.001698814168183427,시흥1동,1118057,금천구,11180
화물,엘피지,371,0.001698814168183427,창3동,1110061,도봉구,11100
승용,하이브리드(휘발유+전기),371,0.001698814168183427,고척1동,1117061,구로구,11170
화물,엘피지,371,0.001698814168183427,길음1동,1108066,성북구,11080
화물,엘피지,371,0.001698814168183427,거여1동,1124053,송파구,11240
화물,경유,371,0.001698814168183427,둔촌1동,1125070,강동구,11250
승합,엘피지,370,0.001694235154253013,난곡동,1121081,관악구,11210
승합,엘피지,370,0.001694235154253013,오금동,1124060,송파구,11240
승합,엘피지,370,0.001694235154253013,면목2동,1107052,중랑구,11070
승용,하이브리드(휘발유+전기),369,0.0016896561403226,상계1동,1111065,노원구,11110
승합,경유,369,0.0016896561403226,월계1동,1111051,노원구,11110
승용,하이브리드(휘발유+전기),369,0.0016896561403226,보라매동,1121052,관악구,11210
승용,하이브리드(휘발유+전기),369,0.0016896561403226,합정동,1114068,마포구,11140
화물,엘피지,369,0.0016896561403226,수궁동,1117069,구로구,11170
승합,경유,368,0.001685077126392186,신내1동,1107069,중랑구,11070
승합,엘피지,368,0.001685077126392186,개봉2동,1117064,구로구,11170
승합,경유,368,0.001685077126392186,중계본동,1111060,노원구,11110
승용,하이브리드(휘발유+전기),367,0.001680498112461773,중림동,1102068,중구,11020
승합,경유,367,0.001680498112461773,홍은1동,1113066,서대문구,11130
승용,하이브리드(휘발유+전기),367,0.001680498112461773,쌍문1동,1110051,도봉구,11100
화물,엘피지,367,0.001680498112461773,도화동,1114075,마포구,11140
승합,엘피지,367,0.001680498112461773,신월1동,1115057,양천구,11150
승용,하이브리드(휘발유+전기),366,0.001675919098531359,신길1동,1119063,영등포구,11190
승용,하이브리드(휘발유+전기),366,0.001675919098531359,개포1동,1123068,강남구,11230
승합,엘피지,366,0.001675919098531359,면목2동,1107052,중랑구,11070
화물,엘피지,366,0.001675919098531359,신정1동,1115064,양천구,11150
화물,엘피지,366,0.001675919098531359,보라매동,1121052,관악구,11210
승합,CNG,366,0.001675919098531359,번3동,1109062,강북구,11090
승합,CNG,366,0.001675919098531359,정릉1동,1108062,성북구,11080
승합,CNG,366,0.001675919098531359,방화1동,1116070,강서구,11160
승용,하이브리드(휘발유+전기),366,0.001675919098531359,망원1동,1114069,마포구,11140
화물,경유,365,0.001671340084600945,일원본동,1123072,강남구,11230
승합,경유,365,0.001671340084600945,성내1동,1125065,강동구,11250
승용,하이브리드(휘발유+전기),365,0.001671340084600945,수유1동,1109063,강북구,11090
승합,엘피지,365,0.001671340084600945,세곡동,1123076,강남구,11230
화물,엘피지,364,0.001666761070670532,정릉1동,1108062,성북구,11080
화물,엘피지,364,0.001666761070670532,구로1동,1117052,구로구,11170
승용,하이브리드(휘발유+전기),364,0.001666761070670532,신사1동,1112065,은평구,11120
승합,경유,364,0.001666761070670532,중곡1동,1105055,광진구,11050
승용,하이브리드(휘발유+전기),364,0.001666761070670532,홍제1동,1113062,서대문구,11130
승용,하이브리드(휘발유+전기),364,0.001666761070670532,신림동,1121069,관악구,11210
승용,하이브리드(휘발유+전기),364,0.001666761070670532,화곡본동,1116055,강서구,11160
화물,엘피지,363,0.001662182056740118,서원동,1121064,관악구,11210
승합,경유,363,0.001662182056740118,독산1동,1118052,금천구,11180
승합,경유,363,0.001662182056740118,월곡1동,1108071,성북구,11080
승용,전기,363,0.001662182056740118,가산동,1118051,금천구,11180
승용,전기,363,0.001662182056740118,세곡동,1123076,강남구,11230
화물,기타연료,363,0.001662182056740118,소공동,1102052,중구,11020
승용,엘피지,363,0.001662182056740118,장충동,1102058,중구,11020
화물,엘피지,363,0.001662182056740118,목4동,1115054,양천구,11150
승합,경유,363,0.001662182056740118,서림동,1121066,관악구,11210
승합,엘피지,363,0.001662182056740118,묵1동,1107064,중랑구,11070
승합,엘피지,362,0.001657603042809705,공덕동,1114077,마포구,11140
승합,경유,362,0.001657603042809705,동화동,1102073,중구,11020
승용,하이브리드(휘발유+전기),362,0.001657603042809705,중계본동,1111060,노원구,11110
화물,엘피지,362,0.001657603042809705,상도1동,1120053,동작구,11200
승합,엘피지,361,0.001653024028879291,면목2동,1107052,중랑구,11070
승용,하이브리드(휘발유+전기),361,0.001653024028879291,중계본동,1111060,노원구,11110
승합,엘피지,361,0.001653024028879291,서교동,1114066,마포구,11140
승용,하이브리드(휘발유+전기),360,0.001648445014948878,전농1동,1106083,동대문구,11060
승용,하이브리드(휘발유+전기),360,0.001648445014948878,신길1동,1119063,영등포구,11190
화물,엘피지,360,0.001648445014948878,장위1동,1108076,성북구,11080
승용,전기,360,0.001648445014948878,성수1가1동,1104065,성동구,11040
승합,경유,360,0.001648445014948878,남현동,1121063,관악구,11210
승합,경유,359,0.001643866001018464,양평1동,1119061,영등포구,11190
승합,경유,359,0.001643866001018464,잠실본동,1124071,송파구,11240
승용,하이브리드(휘발유+전기),359,0.001643866001018464,돈암1동,1108058,성북구,11080
화물,엘피지,359,0.001643866001018464,방화1동,1116070,강서구,11160
화물,엘피지,359,0.001643866001018464,화곡본동,1116055,강서구,11160
승합,엘피지,359,0.001643866001018464,장지동,1124081,송파구,11240
화물,엘피지,359,0.001643866001018464,상계1동,1111065,노원구,11110
화물,엘피지,359,0.001643866001018464,화곡본동,1116055,강서구,11160
승용,하이브리드(휘발유+전기),359,0.001643866001018464,상계1동,1111065,노원구,11110
화물,엘피지,358,0.001639286987088051,오금동,1124060,송파구,11240
화물,엘피지,358,0.001639286987088051,구의1동,1105060,광진구,11050
화물,엘피지,358,0.001639286987088051,수유1동,1109063,강북구,11090
화물,경유,358,0.001639286987088051,용산2가동,1103052,용산구,11030
승용,하이브리드(휘발유+전기),358,0.001639286987088051,화곡본동,1116055,강서구,11160
승합,경유,358,0.001639286987088051,양평1동,1119061,영등포구,11190
승합,엘피지,358,0.001639286987088051,북가좌1동,1113071,서대문구,11130
화물,엘피지,358,0.001639286987088051,면목2동,1107052,중랑구,11070
승합,엘피지,358,0.001639286987088051,시흥1동,1118057,금천구,11180
승합,엘피지,358,0.001639286987088051,논현1동,1123052,강남구,11230
승합,경유,357,0.001634707973157637,자양1동,1105064,광진구,11050
승합,엘피지,357,0.001634707973157637,갈현1동,1112055,은평구,11120
승합,엘피지,357,0.001634707973157637,우장산동,1116074,강서구,11160
승용,엘피지,357,0.001634707973157637,원효로2동,1103057,용산구,11030
화물,엘피지,357,0.001634707973157637,번2동,1109061,강북구,11090
승합,경유,357,0.001634707973157637,합정동,1114068,마포구,11140
승합,엘피지,356,0.001630128959227224,역삼1동,1123064,강남구,11230
승합,엘피지,356,0.001630128959227224,연희동,1113076,서대문구,11130
승합,CNG,356,0.001630128959227224,강일동,1125075,강동구,11250
화물,엘피지,356,0.001630128959227224,화곡본동,1116055,강서구,11160
승용,하이브리드(휘발유+전기),356,0.001630128959227224,도림동,1119075,영등포구,11190
승합,경유,355,0.00162554994529681,중화1동,1107061,중랑구,11070
승용,하이브리드(휘발유+전기),355,0.00162554994529681,신길1동,1119063,영등포구,11190
승용,전기,355,0.00162554994529681,양재1동,1122066,서초구,11220
승합,엘피지,355,0.00162554994529681,녹번동,1112051,은평구,11120
승용,하이브리드(휘발유+전기),355,0.00162554994529681,삼양동,1109069,강북구,11090
승용,하이브리드(휘발유+전기),354,0.001620970931366396,망원1동,1114069,마포구,11140
승합,엘피지,354,0.001620970931366396,구로1동,1117052,구로구,11170
승합,엘피지,354,0.001620970931366396,석관동,1108085,성북구,11080
승합,경유,354,0.001620970931366396,방배본동,1122061,서초구,11220
화물,엘피지,354,0.001620970931366396,창4동,1110062,도봉구,11100
화물,엘피지,354,0.001620970931366396,성산1동,1114072,마포구,11140
승합,경유,353,0.001616391917435983,서초1동,1122051,서초구,11220
화물,엘피지,353,0.001616391917435983,당산1동,1119055,영등포구,11190
승용,하이브리드(휘발유+전기),353,0.001616391917435983,사당1동,1120063,동작구,11200
승합,엘피지,353,0.001616391917435983,방화1동,1116070,강서구,11160
승합,경유,353,0.001616391917435983,구의1동,1105060,광진구,11050
화물,엘피지,353,0.001616391917435983,성수1가1동,1104065,성동구,11040
승합,엘피지,353,0.001616391917435983,상계1동,1111065,노원구,11110
화물,엘피지,353,0.001616391917435983,자양1동,1105064,광진구,11050
승합,경유,353,0.001616391917435983,신월1동,1115057,양천구,11150
승용,하이브리드(휘발유+전기),352,0.00161181290350557,우이동,1109074,강북구,11090
화물,엘피지,352,0.00161181290350557,논현1동,1123052,강남구,11230
특수,경유,352,0.00161181290350557,신대방1동,1120069,동작구,11200
화물,경유,352,0.00161181290350557,금호1가동,1104059,성동구,11040
승합,경유,352,0.00161181290350557,화곡본동,1116055,강서구,11160
승용,하이브리드(휘발유+전기),351,0.001607233889575156,교남동,1101058,종로구,11010
화물,기타연료,351,0.001607233889575156,명동,1102055,중구,11020
승합,경유,351,0.001607233889575156,미아동,1109070,강북구,11090
승합,엘피지,351,0.001607233889575156,독산1동,1118052,금천구,11180
승합,엘피지,351,0.001607233889575156,가양1동,1116064,강서구,11160
승용,하이브리드(휘발유+전기),350,0.001602654875644742,신사1동,1112065,은평구,11120
승용,하이브리드(휘발유+전기),350,0.001602654875644742,면목2동,1107052,중랑구,11070
승용,엘피지,350,0.001602654875644742,창신1동,1101067,종로구,11010
승용,엘피지,350,0.001602654875644742,다산동,1102070,중구,11020
승용,엘피지,350,0.001602654875644742,용문동,1103059,용산구,11030
승용,하이브리드(휘발유+전기),350,0.001602654875644742,신월1동,1115057,양천구,11150
승용,하이브리드(휘발유+전기),350,0.001602654875644742,거여1동,1124053,송파구,11240
승용,하이브리드(휘발유+전기),349,0.001598075861714329,일원본동,1123072,강남구,11230
화물,엘피지,349,0.001598075861714329,왕십리2동,1104052,성동구,11040
승합,경유,349,0.001598075861714329,삼전동,1124064,송파구,11240
승합,경유,349,0.001598075861714329,노량진2동,1120052,동작구,11200
승용,하이브리드(휘발유+전기),348,0.001593496847783915,혜화동,1101073,종로구,11010
화물,엘피지,348,0.001593496847783915,방배본동,1122061,서초구,11220
승용,엘피지,348,0.001593496847783915,반포본동,1122056,서초구,11220
승용,하이브리드(휘발유+전기),347,0.001588917833853502,구의1동,1105060,광진구,11050
승합,엘피지,347,0.001588917833853502,창2동,1110060,도봉구,11100
화물,엘피지,347,0.001588917833853502,묵2동,1107065,중랑구,11070
승합,엘피지,347,0.001588917833853502,구산동,1112057,은평구,11120
특수,경유,347,0.001588917833853502,삼성동,1121082,관악구,11210
승합,경유,347,0.001588917833853502,성수1가1동,1104065,성동구,11040
승용,경유,347,0.001588917833853502,삼청동,1101054,종로구,11010
승용,하이브리드(휘발유+전기),346,0.001584338819923088,청운효자동,1101072,종로구,11010
화물,엘피지,346,0.001584338819923088,구로1동,1117052,구로구,11170
승합,엘피지,346,0.001584338819923088,천호1동,1125061,강동구,11250
승합,엘피지,346,0.001584338819923088,용답동,1104070,성동구,11040
승용,하이브리드(휘발유+전기),346,0.001584338819923088,사당1동,1120063,동작구,11200
화물,엘피지,346,0.001584338819923088,신길1동,1119063,영등포구,11190
화물,경유,346,0.001584338819923088,동화동,1102073,중구,11020
화물,엘피지,346,0.001584338819923088,미아동,1109070,강북구,11090
승합,엘피지,346,0.001584338819923088,수궁동,1117069,구로구,11170
승용,하이브리드(휘발유+전기),345,0.001579759805992675,이문1동,1106089,동대문구,11060
승합,엘피지,345,0.001579759805992675,고척1동,1117061,구로구,11170
화물,엘피지,345,0.001579759805992675,오류1동,1117067,구로구,11170
승용,하이브리드(휘발유+전기),345,0.001579759805992675,자양1동,1105064,광진구,11050
승용,하이브리드(휘발유+전기),345,0.001579759805992675,남현동,1121063,관악구,11210
승합,경유,344,0.001575180792062261,삼선동,1108082,성북구,11080
화물,엘피지,343,0.001570601778131848,상암동,1114074,마포구,11140
승합,엘피지,343,0.001570601778131848,방학1동,1110055,도봉구,11100
승합,엘피지,343,0.001570601778131848,종암동,1108084,성북구,11080
화물,엘피지,343,0.001570601778131848,노량진2동,1120052,동작구,11200
화물,엘피지,341,0.00156144375027102,신월1동,1115057,양천구,11150
승합,경유,341,0.00156144375027102,구의1동,1105060,광진구,11050
승합,엘피지,341,0.00156144375027102,중화1동,1107061,중랑구,11070
화물,경유,341,0.00156144375027102,삼청동,1101054,종로구,11010
화물,엘피지,341,0.00156144375027102,이문1동,1106089,동대문구,11060
